"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70"
0,0,0.866828256797382,0.0908462763171181,42.0655235649993,-19.0327617824996,0.0219759400680486,0.698227524140883,1e-06,NA,0.378432596399552,3.57031324669646e-06,0.115993262420401,0.437120216760243,0,0.25,1.24486552932258,0.303088875440172,45.731693604377,-20.8658468021885,0.00024776088235301,0.164673036472865,1e-06,NA,0.417182179094401,3.31007084296103e-06,0.118253992021552,0.357027696211763,0,0.5,1.39692905567756,0.618046529299351,41.4907981973331,-18.7453990986665,0.000375472281958222,0.0289543677075796,1e-06,NA,0.390478982820185,3.30362473977828e-06,0.0440115433700341,-0.986196085848722,0,0.75,0.889907842524244,1.1584777071439,44.3097734377226,-20.1548867188613,0.0402627069298955,0.00308608481103256,1e-06,NA,0.695092461030606,1.0827721431604e-06,0.170899845324734,0.922925915560999,0,1,1.05372351271806,0.921020266694107,51.2688306105686,-23.6344153052843,0.0187108752339,0.00725660304914921,1e-06,NA,0.86372320585882,9.68460846499915e-07,0.200888991065381,1.10810485797993
0.1,0,0.868065962190313,-0.253059260820996,47.7336339885962,-21.8668169942981,0.0275612862374341,0.363613137628971,0.112719545994267,NA,NA,0.137031843975335,0.584915997763455,1.77565837724715,0.1,0.25,1.33560768128063,0.157911564367071,42.9740467484798,-19.4870233742399,0.00769228767663455,0.550371122417678,0.182583513655771,NA,NA,0.243123356603663,0.607715934337095,1.98778570882969,0.1,0.5,0.596001177511885,0.55319684704271,42.1440943044761,-19.072047152238,0.0757607669701454,0.0593625813991843,1e-06,NA,0.52347588420129,2.91271012374654e-06,0.283600241218354,0.404932153396883,0.1,0.75,0.497674900307359,1.04101046553205,56.0013827994765,-26.0006913997383,0.416106476303374,0.0189235698785228,1e-06,NA,0.541252356110367,2.57337488471543e-06,0.193876817550766,-0.316411795910945,0.1,1,0.920675755634984,1.05106517106381,52.0745947243738,-24.0372973621869,0.00822689432523505,0.00124474321137225,1e-06,NA,0.522318888102976,2.53021541557206e-06,0.328004034636143,0.708019523738344
0.2,0,0.606699201421253,0.304832406050705,42.8436020226881,-19.421801011344,0.072704875072189,0.238815769050623,1e-06,NA,0.626811321245058,5.84003863998217e-07,0.151025923555297,0.570531407995796,0.2,0.25,0.142471885647358,0.724418931123659,38.6251822083361,-17.312591104168,0.583242951786606,0.0118887594782091,1e-06,NA,0.784577001450648,2.06304410694561e-06,0.128644453565713,0.346224663148768,0.2,0.5,0.503656909685617,0.562182731648388,38.9500297543341,-17.4750148771671,0.0645507963822052,0.00335523328533771,1e-06,NA,0.898560114338322,5.90055879152516e-07,0.131830962559051,0.398519271487007,0.2,0.75,1.01459219745385,0.634411932426326,41.3691412760006,-18.6845706380003,0.0277877043762986,0.0274372252860242,0.336448389233374,NA,NA,0.654219085519228,0.512860386953099,2.78471556501506,0.2,1,1.30750286800429,0.71622435935526,35.6243049603572,-15.8121524801786,0.00149762140648413,0.00469988420281764,0.428240318913323,NA,0.922567262460339,1.19533221585072,0.199897279749606,1.04560286928698
0.3,0,1.21581014657715,-0.218330276152528,49.7666733408538,-22.8833366704269,0.0044266812956919,0.680009805752235,1e-06,NA,0.59194180443588,2.69080480105775e-06,0.198903325363736,0.320289852529279,0.3,0.25,0.638464844221676,0.179082567973484,33.8486080418624,-14.9243040209312,0.184028722914762,0.161739340303869,0.874039866288743,0.214286540036963,NA,2.40904795649947,0.500867794352033,2.67613496041615,0.3,0.5,1.02389291372812,0.663664707919298,38.0498007291786,-17.0249003645893,0.0146688916584412,0.0147147946992825,1e-06,NA,0.515222111755553,2.86350539909942e-06,0.196459337280843,0.256596278472557,0.3,0.75,1.17738968399012,0.422835092143798,41.2357182485346,-18.6178591242673,0.000209894753955275,0.105268701721209,1e-06,NA,0.736197799425673,1.34077332963967e-06,0.171566205291574,-0.138479503873979,0.3,1,0.818032229956238,0.62662730563518,30.8441163596394,-13.4220581798197,0.0363222989347318,0.000439737894610159,0.665738641052654,0.126227472104398,NA,2.47317428029556,0.441644004985647,2.35203492186478
0.4,0,1.62540396153855,0.0115439622058544,44.8741005382933,-20.4370502691466,0.000213610933848418,0.964318014749939,1e-06,NA,0.984908456093782,2.15732587228463e-06,0.42267431111982,0.997569490567617,0.4,0.25,1.00115592240692,0.350559884053821,42.9298220120549,-19.4649110060275,0.0837739973238198,0.134137178154584,0.784416358740722,0.222397555825772,NA,2.68866448265583,0.511933264883374,1.59302448590413,0.4,0.5,1.05277602953767,0.184988393989377,31.3521561227518,-13.6760780613759,0.00114246111316896,0.41128223561823,1e-06,NA,NA,2.52599955802168e-06,0.427731368751028,1.02044991735375,0.4,0.75,0.8187645963579,0.726808502807913,42.6303023773603,-19.3151511886801,0.0197695005883607,0.0053651481390431,1e-06,NA,NA,2.27280568658562e-06,0.35366456080154,0.557869498489007,0.4,1,1.27337047734347,0.784361859593614,45.5153236538504,-20.7576618269252,0.000940108440689036,0.0102434600148664,1e-06,NA,NA,1.31670963969079e-06,0.386746492364185,0.766968098163011
0.5,0,1.02078848505632,0.327989823937572,48.8589656578079,-22.4294828289039,0.077346594905995,0.397625831007612,0.450920911030193,NA,NA,0.618890418541979,0.424543543839355,1.90419729378163,0.5,0.25,1.38610082159215,0.0400746673832401,32.2143597803205,-14.1071798901602,0.00629765308330699,0.826724116233183,0.726650612499632,NA,NA,1.60719245775064,0.51608718002302,2.29912492650236,0.5,0.5,0.57911349095862,0.925629862857453,41.0837542868286,-18.5418771434143,0.184872452114786,0.0104940190622762,0.350413462753196,NA,0.988871900790969,0.809549456334448,0.69060420439497,2.66258482149741,0.5,0.75,1.17745518003548,0.495953591108493,42.7934844920927,-19.3967422460463,9.93937676774248e-05,0.198131037074482,1e-06,NA,0.637986110317042,2.90293590113781e-06,0.204343784220777,-0.18959268731229,0.5,1,1.14602174978114,0.972234433644163,51.3557528513015,-23.6778764256508,0.141051116032336,0.00816977590086698,0.585080916060869,0.114976242985944,0.938537473551369,2.41996564623655,0.371660945212416,1.62097996890454
0.6,0,1.25234269027712,-0.166678515833411,46.9200535367782,-21.4600267683891,0.0155379368179493,0.656113509030118,1e-06,NA,0.826219127043806,2.36323208827961e-06,0.514197370650418,0.125706294329081,0.6,0.25,1.66318393419125,0.468357934885877,31.8448614044557,-13.9224307022279,5.42421965565865e-07,0.00651139506056264,1e-06,NA,NA,2.28760731964058e-06,0.931508893572969,2.09028484265896,0.6,0.5,0.648519788083419,0.599304882251095,38.414343023232,-17.207171511616,0.010735248206291,0.00336578313164138,1e-06,NA,0.95466206517274,2.5497972531566e-06,0.6278529948797,0.763202801053186,0.6,0.75,1.31090542200101,0.664096829825038,39.1525194805349,-17.5762597402674,0.00548154246623822,0.00256044382214204,0.376879637373591,NA,NA,0.38215523806216,0.694579043216077,1.14721642858878,0.6,1,0.965775813901583,0.92753295104533,44.6691081639838,-20.3345540819919,0.0136345292504745,0.00111430812330648,1e-06,NA,0.872248275511499,1.67742339127902e-06,0.614652291141609,0.741415114875585
0.7,0,1.55301474565944,-0.451590308353266,48.2773591220943,-22.1386795610472,0.0436849708878435,0.172630860086916,0.912266697574408,0.39252289508648,NA,2.54638970609875,0.655769464214264,2.39325702606331,0.7,0.25,1.25150057165689,-0.00457367933118519,31.2921593830067,-13.6460796915033,0.000403754216772079,0.983213293357919,0.508430350318234,NA,0.980013474209412,0.6908369998835,0.241299399637139,0.628933647491736,0.7,0.5,0.784754502601704,0.895471384342903,33.7143424518173,-14.8571712259087,0.0525186972022467,0.000839675320202016,0.361504596312731,NA,0.885549652982014,0.728556829249636,0.460901553333433,1.91060430702475,0.7,0.75,0.888025043007657,0.893928426996992,50.7531976492583,-23.3765988246292,0.141543013490928,0.0106858871972102,0.666535509598914,0.00543704309965177,0.94392701370136,1.81736025096069,0.276839331905643,0.860811072679031,0.7,1,1.02453820031049,1.24964443930695,33.080734170577,-14.5403670852885,0.0247525395052322,0.000367437604454679,0.687855768646875,NA,0.971469934087291,1.63271919158951,0.156470106198424,-0.333864029046504
0.8,0,0.793698975833774,0.476820841311403,28.9469691010449,-12.4734845505225,0.0719856895015198,0.0152575027754231,0.807071059766026,0.375578855411704,0.954584279797968,3.30090816303393,0.0136751618989721,-0.198432676297754,0.8,0.25,0.251641650763789,0.509705192862174,36.8118052288507,-16.4059026144253,0.696342409554834,0.0375110177521003,0.844431946614499,0.296566462377511,NA,2.77925894157672,0.149799528658389,1.72932125230496,0.8,0.5,0.0703004243156915,0.469812591031582,37.2039966832682,-16.6019983416341,0.930574771516557,0.115721666867779,0.958587475522606,0.775090624261479,0.992936898208696,4.49721762455293,0.288552511204553,1.82879418437081,0.8,0.75,1.75695147505651,0.724062527786824,28.2347867012448,-12.1173933506224,1.32471028360115e-05,2.4027263519244e-05,0.245857178849231,NA,NA,0.274444736563911,0.17504479505683,1.74026088615064,0.8,1,1.25258172166569,0.770226099179275,47.4288452800828,-21.7144226400414,0.0882235811466225,0.0139972855353263,0.837222781845569,0.432818335222898,0.982400338281698,3.48766138239945,0.0947713282612972,1.26604454590502
0.9,0,0.604167060739695,0.227441604142361,37.504956620036,-16.752478310018,0.296786966044033,0.388494643645023,0.876399999268165,0.315556032864621,0.986570485943284,2.49416130335577,0.608694152161477,2.56596815734333,0.9,0.25,1.62930090972301,0.0550757373936941,27.3494968013958,-11.6747484006979,8.25588004467193e-05,0.800208351951719,0.255467785597644,NA,0.935064601620988,0.658624229042063,0.322114918824931,1.59484715704574,0.9,0.5,1.33742281845161,0.403109724929044,30.3569837938694,-13.1784918969347,0.00439526073206853,0.132291393690781,0.5924829433724,NA,0.949141304877939,1.70831763929566,0.323606518038683,1.62273875949956,0.9,0.75,1.09345678344068,0.830575107757872,24.9727506441806,-10.4863753220903,0.000180810560379552,4.1181557595138e-06,1e-06,NA,0.957699377070529,2.10986972098683e-06,0.959239302472944,3.12343584139343,0.9,1,-0.330957631082786,1.06011375182642,29.2285083496589,-12.6142541748294,0.635716302420942,0.00239721735428144,1,0.808809226929114,NA,1.97445865551577,0.603443482581485,2.41120475681837
