"Rsq","F","P","lambda.input","lambda.est.x","lambda.est.xy","slope","beta"
4.5124160665736e-05,0.0230143604432236,0.879479725356483,0,1e-06,1e-06,-0.00695699371541187,0
0.0244991671738423,12.8083696478876,0.000378023608499811,0,1e-06,1e-06,0.167583478528632,0.25
0.164071518004968,100.100039638356,0,0,1e-06,1e-06,0.490632380627759,0.5
0.389464801074128,325.332673525218,0,0,1e-06,1e-06,0.844710794741287,0.75
0.40448865434525,346.406857268635,0,0,1e-06,0.0219678536456527,0.93571340103581,1
0.00237021808124344,1.21168317480381,0.271518294398882,0,1e-06,1e-06,-0.0503660218065642,0
0.052212118408955,28.0950842543656,1.72254443819853e-07,0,1e-06,1e-06,0.235983728707923,0.25
0.206850473716618,133.006120661521,0,0,1e-06,0.0350992717931505,0.492965470301045,0.5
0.397969279636379,337.132850117623,0,0,1e-06,0.0242896507120993,0.838450444762555,0.75
0.493724654864187,497.3569746186,0,0,1e-06,1e-06,1.01101672776251,1
0.000793491716676477,0.4050021413494,0.524802692641999,0,1e-06,0.0796269617521082,0.0271942843213758,0
0.0379068518970878,20.0942024227439,9.11152145421923e-06,0,1e-06,0.00585283291122316,0.198239484455935,0.25
0.161767263874012,98.4229093187624,0,0,1e-06,1e-06,0.448817257368082,0.5
0.351794046398115,276.786972822579,0,0,1e-06,1e-06,0.753929949693682,0.75
0.485654225603932,481.550869838154,0,0,1e-06,0.00208403268677363,0.999109068011442,1
0.00153145389516987,0.782239450189584,0.376873874267828,0,1e-06,1e-06,0.0393150947682422,0
0.0641088020988433,34.9351389816824,6.24228602141841e-09,0,1e-06,1e-06,0.266992000048672,0.25
0.193331236710734,122.22976171834,0,0,1e-06,0.0306147324380432,0.505891504259308,0.5
0.362996256434451,290.623238327202,0,0,1e-06,1e-06,0.823421515174249,0.75
0.511421011067041,533.843496245764,0,0,1e-06,1e-06,1.01984118044877,1
4.6441279099523e-06,0.00236851623376802,0.961203405346972,0,1e-06,0.100837567790784,0.00197008173218703,0
0.0275774979912792,14.4633880298939,0.000160217879715097,0,1e-06,1e-06,0.174676397307104,0.25
0.242726034567152,163.468286617368,0,0,1e-06,1e-06,0.541333970931369,0.5
0.339930997389029,262.646492991858,0,0,1e-06,1e-06,0.684861155354665,0.75
0.525499322185439,564.814060011338,0,0,1e-06,0.0351888035899455,1.06153280589981,1
4.59083905078262e-05,0.0234143540743017,0.878444999475714,0,1e-06,1e-06,0.00708901214779937,0
0.0283108900617177,14.8592320154675,0.000130637811829093,0,1e-06,1e-06,0.185921069077488,0.25
0.14620454525363,87.3327653184817,0,0,1e-06,1e-06,0.470677112869849,0.5
0.364972309692595,293.114585055525,0,0,1e-06,1e-06,0.791586252191609,0.75
0.443466852634544,406.387464815462,0,0,1e-06,1e-06,1.03718253750574,1
0.00309510332019019,1.58340349069826,0.208846884826229,0,0.0312558714956596,1e-06,0.0556434968276048,0
0.0513468528965624,27.6042883083289,2.19089232533776e-07,0,0.0312558714956596,1e-06,0.222355251862915,0.25
0.227295700655461,150.019622554989,0,0,0.0312558714956596,0.0123687132957508,0.521752071989446,0.5
0.35458375636944,280.187735485516,0,0,0.0312558714956596,1e-06,0.751749424863197,0.75
0.521323714634034,555.438200286204,0,0,0.0312558714956596,1e-06,1.00471933966834,1
0.000171860884180805,0.087664116964863,0.7672885411061,0,1e-06,1e-06,-0.0138901581196488,0
0.0363279220375035,19.2256688377847,1.41136229059313e-05,0,1e-06,1e-06,0.203765662252141,0.25
0.21383014583711,138.714774929962,0,0,1e-06,1e-06,0.542764294502282,0.5
0.376292069956263,307.690421162734,0,0,1e-06,1e-06,0.828099236953635,0.75
0.459430924679459,433.450195884005,0,0,1e-06,1e-06,0.933795865613637,1
0.00207620179800965,1.06106590392245,0.303460459715466,0,1e-06,1e-06,0.0462507111572006,0
0.070228738396254,38.5220086500738,1.12204379121295e-09,0,1e-06,1e-06,0.2802606248466,0.25
0.232905998503048,154.846810175488,0,0,1e-06,1e-06,0.575596722153558,0.5
0.308070465304556,227.069274293197,0,0,1e-06,0.00707674229146278,0.679647094699007,0.75
0.492695821507655,495.31401400175,0,0,1e-06,1e-06,1.05398935096979,1
0.000771247132529179,0.39363963102656,0.530673225248555,0,0.0103609427226284,1e-06,-0.0291354304925499,0
0.0499574359070948,26.8180535015764,3.22304300581777e-07,0,0.0103609427226284,1e-06,0.255439499007121,0.25
0.181705189814249,113.247262052452,0,0,0.0103609427226284,1e-06,0.494814372203002,0.5
