"Rsq","F","P","lambda.input","lambda.est","slope","beta"
7.29248179741148e-05,0.0745345993916388,0.784900487801481,0,0.01,-0.0425269037328231,0
0.00735242129089534,7.56983114698864,0.00604027562497045,0,0.01,0.406064585671618,0.25
0.00544140481734466,5.59154156453187,0.0182334992448547,0,0.01,0.359243272804632,0.5
0.0240990080815331,25.2373821353637,5.98013416786003e-07,0,0.01,0.746115877553445,0.75
0.0559097017177139,60.5235698952376,1.77635683940025e-14,0,0.01,1.22677300831694,1
5.00121773540004e-07,0.000511124708182479,0.98196732180979,0,0.01,0.00343115998233751,0
0.00135382073389825,1.38548048224729,0.239443878217088,0,0.01,0.179267679039951,0.25
0.00795541358934462,8.19563233314659,0.0042849036230721,0,0.01,0.433178030463126,0.5
0.0247706594146249,25.9586262104779,4.15294888700402e-07,0,0.01,0.767340150558677,0.75
0.0365872763892807,38.8122302658665,6.80831835353501e-10,0,0.01,0.924416325204986,1
0.00102437189593732,1.047981600547,0.306214647418543,0,0.01,-0.145728514931375,0
1.54778654260901e-05,0.0158186233039868,0.899937057183823,0,0.01,0.0178268812476217,0.25
0.00272886479178515,2.79653117266063,0.0947745689391262,0,0.01,0.245024284345232,0.5
0.0279630578539106,29.4003693559226,7.34594676199407e-08,0,0.01,0.769829332489654,0.75
0.0287474022257218,30.2494378311209,4.80013766512855e-08,0,0.01,0.75371790953192,1
0.00481499103822567,4.94472967011469,0.0263882949495469,0,0.01,0.319727820389756,0
0.00521435043855211,5.35699942047775,0.020836736473119,0,0.01,0.345631537835512,0.25
0.00659245481060081,6.78220016453517,0.0093407279100286,0,0.01,0.381201953563915,0.5
0.0386970962741536,41.1404482800395,2.16219930848638e-10,0,0.01,0.912859235598625,0.75
0.0301541780866344,31.7757413686041,2.23772000929046e-08,0,0.01,0.813929849252994,1
0.000333256069298114,0.340701243579913,0.559553523892152,0,0.01,0.087814152770753,0
0.00140013255674544,1.43294178143395,0.231562526090868,0,0.01,0.182956929374089,0.25
0.00763565531185803,7.8636841100647,0.00513930335122748,0,0.01,0.427035525206631,0.5
