"Rsq","F","P","lambda.input","lambda.est.x","lambda.est.xy","slope","beta"
0.217578808495451,35.0385830139768,2.86673622618139e-08,0,0.01,0.01,0.460362615061917,0.5
0.387085212004669,79.5750692720436,4.44089209850063e-15,0,0.01,0.01,0.763248600695613,0.75
0.491999488206323,122.031246179481,0,0,0.01,0.01,0.982949286410529,1
0.0251012843648166,3.24419529869442,0.0740684894958767,0,0.01,0.01,0.152431706446709,0
0.0750266863320893,10.2201461795224,0.00175642444436042,0,0.01,0.01,0.262950159571334,0.25
0.186753360534082,28.9345473874294,3.51201907999865e-07,0,0.01,0.01,0.433612290793696,0.5
0.395944844422647,82.5902236519607,1.77635683940025e-15,0,0.01,0.01,0.83393270062318,0.75
0.497978408462906,124.985220803377,0,0,0.01,0.01,0.962780703529217,1
0.0116755417106615,1.48849726747598,0.224728369243747,0,0.01,0.01,-0.103550118922067,0
0.0878688122107342,12.1380240986896,0.000680098883015567,0,0.01,0.01,0.298249940967074,0.25
0.241990999146596,40.2249390945794,3.70189789933306e-09,0,0.01,0.01,0.533536006646759,0.5
0.511959311351421,132.175195082409,0,0,0.01,0.01,0.920280406891849,0.75
0.604616794875617,192.678179464811,0,0,0.01,0.01,1.19799568804951,1
0.00143835572480156,0.181493874077792,0.670819428898813,0,0.01,0.01,-0.041233162622101,0
0.11788828239871,16.8390502992403,7.25532542809049e-05,0,0.01,0.01,0.445054954491032,0.25
0.189467303581672,29.4533216942176,2.8261135875951e-07,0,0.01,0.01,0.573283690951902,0.5
0.269958431317045,46.5929116985935,3.29155369627188e-10,0,0.01,0.01,0.638780555035932,0.75
0.362867399257201,71.7610309896297,5.39568389967826e-14,0,0.01,0.01,0.842955250263329,1
3.83368271627687e-05,0.00483062541336042,0.944699666920088,0,0.01,0.01,0.00627125043389129,0
0.0634983193786734,8.54327163236342,0.0041123195785846,0,0.01,0.01,0.264284048320613,0.25
0.159003290824812,23.8222271566023,3.13199715473722e-06,0,0.01,0.01,0.421519501743004,0.5
0.413659538927968,88.8922142770578,2.22044604925031e-16,0,0.01,0.01,0.818827552428937,0.75
0.545867781415905,151.452237132274,0,0,0.01,0.01,1.05880100106159,1
0.0090926663071217,1.15618879358544,0.284312046176707,0,0.01,0.01,0.101500859103984,0
0.126856430319669,18.3061649599392,3.68784609894313e-05,0,0.01,0.01,0.424687546319043,0.25
0.264065304026457,45.2108434204463,5.51970025242099e-10,0,0.01,0.01,0.600742552945478,0.5
0.42699725057061,93.8942328382785,0,0,0.01,0.01,0.803507574124402,0.75
0.675161044588246,261.884512928221,0,0,0.01,0.01,1.23590204426435,1
0.000850584583410536,0.107264895376076,0.743823293340643,0,0.01,0.01,-0.0253128201008175,0
0.0519781116290084,6.90832368491911,0.00964631205876021,0,0.01,0.01,0.224662319915361,0.25
0.295951406441299,52.9649196841901,3.21009885340118e-11,0,0.01,0.01,0.562651022594378,0.5
0.418182398151297,90.5627158745969,0,0,0.01,0.01,0.773633392796419,0.75
0.560332182695973,160.579992987915,0,0,0.01,0.01,0.952838091119491,1
0.0147142873677842,1.88168790491014,0.172580053504164,0,0.01,0.01,-0.107483608386807,0
0.072460739840101,9.84330649063717,0.00212252535345159,0,0.01,0.01,0.266545468394677,0.25
0.311005562191398,56.8752063670535,8.03312971697778e-12,0,0.01,0.01,0.618940902503134,0.5
0.475207520552759,114.094904051816,0,0,0.01,0.01,0.91623718968438,0.75
0.584584882489365,177.311060885439,0,0,0.01,0.01,1.09475173633847,1
0.00247737761940313,0.31292481297301,0.576883928084242,0,0.01,0.01,-0.0465605505114317,0
0.100694769811177,14.1081587989257,0.000262556725663554,0,0.01,0.01,0.307111558937233,0.25
0.27602360971778,48.038824596038,1.92560634104666e-10,0,0.01,0.01,0.665801300374023,0.5
0.355146162130126,69.3931148432208,1.16351372980716e-13,0,0.01,0.01,0.756148159380703,0.75
0.50248450947865,127.258446019366,0,0,0.01,0.01,0.914941515345159,1
0.00261491068856463,0.330342563058172,0.566482259815267,0,0.01,0.01,0.0522272702791029,0
0.0760812306818627,10.3756254167122,0.00162492115725899,0,0.01,0.01,0.274434063813542,0.25
0.20605181662774,32.7005331567364,7.38902765640148e-08,0,0.01,0.01,0.522926508045209,0.5
0.379240253375553,76.9770787895958,1.02140518265514e-14,0,0.01,0.01,0.800048915432051,0.75
0.550250188810542,154.155759636155,0,0,0.01,0.01,1.10977789760487,1
0.000615622767969938,0.0776162510955511,0.781010870429236,0,0.01,0.01,-0.021317215524761,0
0.0804177113900905,11.0187329189087,0.00117976914611084,0,0.01,0.01,0.261695176446225,0.25
0.26490406875214,45.4061997134293,5.12935027785488e-10,0,0.01,0.01,0.48666316285258,0.5
0.374534818635179,75.4500626958271,1.64313007644523e-14,0,0.01,0.01,0.784226646859948,0.75
0.468816193819547,111.206026490189,0,0,0.01,0.01,0.870061703541471,1
0.00273255553604603,0.345245399770236,0.557868543854613,0,0.01,0.01,0.0547272023483895,0
0.0383617048867586,5.0263959331636,0.0267128881765639,0,0.01,0.01,0.192160835712181,0.25
0.212759318062638,34.0527041995848,4.26536370667918e-08,0,0.01,0.01,0.504365958356156,0.5
0.303326677667901,54.8595161620624,1.63418167886675e-11,0,0.01,0.01,0.631190512775844,0.75
0.528168174239254,141.044300788416,0,0,0.01,0.01,1.03497217860223,1
0.000219351274264328,0.0276443243750831,0.868214266888575,0,0.01,0.01,0.0140518042546486,0
0.0768239883115776,10.4853488443174,0.00153824324695462,0,0.01,0.01,0.291376707043895,0.25
0.220767779339312,35.6976257644586,2.20132583272914e-08,0,0.01,0.01,0.489142916329101,0.5
0.374948490724876,75.583386537412,1.59872115546023e-14,0,0.01,0.01,0.762343107543289,0.75
0.575288213368863,170.671775934091,0,0,0.01,0.01,1.07261484464166,1
0.000155187277641798,0.0195566319233346,0.889005731003295,0,0.01,0.01,0.0124771528895437,0
0.0908433829976727,12.5899828958485,0.000545644499129416,0,0.01,0.01,0.32518509655159,0.25
0.207829861958934,33.0567404012244,6.39002584179593e-08,0,0.01,0.01,0.512828933078684,0.5
0.29770174823594,53.4109549376041,2.73647771109609e-11,0,0.01,0.01,0.717736085939487,0.75
0.53882671083422,147.216170494008,0,0,0.01,0.01,1.04749944109757,1
0.0360435051722448,4.71129317149768,0.0318400820148408,0,0.01,0.01,-0.184081936511825,0
0.0421283957950744,5.54163819751749,0.0201156182231024,0,0.01,0.01,0.206277427452177,0.25
0.346323607207486,66.7559284521908,2.77111666946439e-13,0,0.01,0.01,0.603569379419095,0.5
0.38902377019049,80.2273356187428,3.5527136788005e-15,0,0.01,0.01,0.674004466338643,0.75
0.618971863386827,204.684240591706,0,0,0.01,0.01,1.07622902081835,1
0.000832051288483121,0.104925765967642,0.746533798291339,0,0.01,0.01,-0.0291668340789529,0
0.0629794911036417,8.46877502009571,0.00427293252174854,0,0.01,0.01,0.254915094382471,0.25
0.271422991827526,46.9398520494793,2.89297030775515e-10,0,0.01,0.01,0.519914726210442,0.5
0.522232144128667,137.726406981078,0,0,0.01,0.01,1.03742509721677,0.75
0.453566813798273,104.586287915325,0,0,0.01,0.01,0.989295528406515,1
0.00201820274016415,0.254807799058959,0.614591624361317,0,0.01,0.01,0.0420361797576198,0
0.0622840360795457,8.36904654284895,0.00449814290555306,0,0.01,0.01,0.253338470140359,0.25
0.135253158244747,19.7073838445558,1.94899717036456e-05,0,0.01,0.01,0.393127437611363,0.5
0.294473657723072,52.5900716242051,3.67212926732918e-11,0,0.01,0.01,0.656556434013585,0.75
0.432427083506481,95.9979078255381,0,0,0.01,0.01,0.888185026283956,1
0.00246835415441378,0.311782212375325,0.57757949584225,0,0.01,0.01,-0.0458274868577156,0
0.0889914445068337,12.3082510479729,0.000625864803660559,0,0.01,0.01,0.303905588319436,0.25
0.265471993748646,45.5387281732632,4.88062701364811e-10,0,0.01,0.01,0.590252824114415,0.5
0.499093677666727,125.544040037425,0,0,0.01,0.01,0.841582721397944,0.75
0.484916634343441,118.620596200757,0,0,0.01,0.01,0.902222213170832,1
0.00227240531042684,0.286975193066467,0.593109795719194,0,0.01,0.01,-0.0484641023147361,0
0.0387149117943107,5.07453922455872,0.0260096317049636,0,0.01,0.01,0.216660604330409,0.25
0.225057452549868,36.5926985356396,1.54074037972407e-08,0,0.01,0.01,0.621404174317962,0.5
0.358849529207758,70.5217304516788,8.06021915877864e-14,0,0.01,0.01,0.747956653188504,0.75
0.475280648784776,114.128365207401,0,0,0.01,0.01,0.938400305532687,1
0.0194417800361499,2.49823440840177,0.116481116963191,0,0.01,0.01,-0.144184002549285,0
0.125906215618307,18.1492918166996,3.96280215166911e-05,0,0.01,0.01,0.437204586816208,0.25
0.129118498746508,18.6809925559833,3.10697349101829e-05,0,0.01,0.01,0.435799102382346,0.5
0.344489002070896,66.2164546408227,3.31734639757997e-13,0,0.01,0.01,0.828334304765388,0.75
0.400979654620157,84.343439871149,1.11022302462516e-15,0,0.01,0.01,0.959374855282681,1
0.00930606986083811,1.18357927387411,0.278705164007036,0,0.01,0.01,0.0868039387277203,0
0.0197265807844971,2.53556725105918,0.113812570942353,0,0.01,0.01,0.125487779221377,0.25
0.332283892437712,62.7029511089728,1.0786926907258e-12,0,0.01,0.01,0.680810440185964,0.5
0.348942468571295,67.5312839765496,2.1449508835758e-13,0,0.01,0.01,0.704327856944587,0.75
0.581279481506451,174.91670800685,0,0,0.01,0.01,1.11031071154601,1
0.00134776397652452,0.170047444862575,0.680770411492768,0,0.01,0.01,-0.0336012069344486,0
0.00478607433777548,0.605945466607532,0.437777880756256,0,0.01,0.01,0.0604646192116128,0.25
0.176584099056998,27.0210915962406,7.88540890361844e-07,0,0.01,0.01,0.411108506319829,0.5
0.300277105375052,54.0712838866535,2.16218154491798e-11,0,0.01,0.01,0.606039545577712,0.75
0.55488669805022,157.073993628292,0,0,0.01,0.01,1.03523814569731,1
0.00350590796668065,0.443298567782168,0.506751740214633,0,0.01,0.01,0.0551889367511941,0
0.0541651692610011,7.2156481291282,0.00820147426152529,0,0.01,0.01,0.219227370092189,0.25
0.110021682335792,15.5764828189221,0.00013090339957067,0,0.01,0.01,0.353086541986586,0.5
0.412038057219155,88.2995844323971,4.44089209850063e-16,0,0.01,0.01,0.708778357606079,0.75
0.555421224612324,157.41433954,0,0,0.01,0.01,0.930240581051204,1
0.000203078105884052,0.025593038727219,0.87315439169055,0,0.01,0.01,0.0142196787414505,0
0.0808013213946606,11.0759150689537,0.00114681233927616,0,0.01,0.01,0.315516476004927,0.25
0.140000841778718,20.5117713145245,1.35639412461863e-05,0,0.01,0.01,0.411535078882262,0.5
0.321013005362312,59.5705646722062,3.14770431941724e-12,0,0.01,0.01,0.689943026475265,0.75
0.371224040596431,74.3893407749217,2.30926389122033e-14,0,0.01,0.01,0.892748766994967,1
0.0100460839283996,1.27865202049142,0.260297591901646,0,0.01,0.01,0.0916358076459608,0
0.0908302143889195,12.5879755290279,0.000546177143453397,0,0.01,0.01,0.278965761075754,0.25
0.29444420067543,52.5826154651694,3.68198804778785e-11,0,0.01,0.01,0.568528666551947,0.5
0.435442713559121,97.183728252518,0,0,0.01,0.01,0.729534104993913,0.75
0.556731742105436,158.252250766781,0,0,0.01,0.01,1.05182412136047,1
0.00263912773983669,0.333410006817153,0.564688369598208,0,0.01,0.01,0.0473396599471966,0
0.0645332937300753,8.69212656686818,0.00380978514467945,0,0.01,0.01,0.191010286826514,0.25
0.250641293307521,42.1437726347893,1.76686243413826e-09,0,0.01,0.01,0.517499127573308,0.5
0.251246042201318,42.2795779409792,1.67733316125407e-09,0,0.01,0.01,0.478321181806187,0.75
0.492080817773933,122.070961698626,0,0,0.01,0.01,0.893328000244348,1
0.000208514653944002,0.0262783258129574,0.871482124163488,0,0.01,0.01,-0.0128019421141813,0
0.0955376689166159,13.3092842784006,0.000385219810453918,0,0.01,0.01,0.323968581718451,0.25
0.344098342455175,66.101969175751,3.44613226843649e-13,0,0.01,0.01,0.650162155655932,0.5
0.418117269353481,90.53847650712,0,0,0.01,0.01,0.764492733452772,0.75
0.458526638396054,106.698427909296,0,0,0.01,0.01,0.906080862709063,1
3.57230587892973e-06,0.000450112148683421,0.983107034122519,0.05,0.01,0.01,-0.00176539690956771,0
0.0350521422875835,4.57700371365744,0.034332254300995,0.05,0.01,0.01,0.192525363131462,0.25
0.124713131213054,17.9528050667807,4.33693315979866e-05,0.05,0.01,0.01,0.362855909436708,0.5
0.346908361322477,66.9285149862637,2.61790589206612e-13,0.05,0.01,0.01,0.727776637412624,0.75
0.554961298023843,157.121444136223,0,0.05,0.01,0.01,1.09967491783104,1
0.0329952451740795,4.29925589423025,0.0401664524408283,0.05,0.01,0.01,0.203693900172874,0
0.143693770399431,21.1436218077891,1.02212313195515e-05,0.05,0.01,0.01,0.451711808714375,0.25
0.232970232597317,38.2700262164027,7.94095766920577e-09,0.05,0.01,0.01,0.604123219627688,0.5
0.315870584738668,58.1756796144617,5.10258502117722e-12,0.05,0.01,0.01,0.742620481235121,0.75
0.522280592116114,137.753152835326,0,0.05,0.01,0.01,1.14092424344336,1
0.00778871288954676,0.989081495878654,0.32187304927372,0.05,0.01,0.01,0.0777751743151931,0
0.091493930281232,12.6892220092749,0.000519964464562594,0.05,0.01,0.01,0.26915248865889,0.25
0.294750731680931,52.6602349837462,3.58078011686302e-11,0.05,0.01,0.01,0.55203816951078,0.5
0.418533034794437,90.6933076850821,0,0.05,0.01,0.01,0.750536151502172,0.75
0.545390131822972,151.160723556785,0,0.05,0.01,0.01,0.938199385990851,1
0.0072333274769168,0.918039744198127,0.339825086776689,0.05,0.01,0.01,-0.075198302597872,0
0.0154326224302597,1.9749896965025,0.16238008630461,0.05,0.01,0.01,0.129795824925955,0.25
0.151866035429534,22.5614363573003,5.44720617345895e-06,0.05,0.01,0.01,0.461142370457006,0.5
0.36827572942276,73.4541065912619,3.13082892944294e-14,0.05,0.01,0.01,0.874312591615987,0.75
0.470405450437988,111.917856413373,0,0.05,0.01,0.01,0.905408495023011,1
0.0130351389922856,1.6641195425651,0.19941059706884,0.05,0.01,0.01,-0.13319281101723,0
0.0474193697704473,6.27226756609206,0.0135411380975623,0.05,0.01,0.01,0.251559901780021,0.25
0.195882353717204,30.6934895440508,1.68678176093451e-07,0.05,0.01,0.01,0.62253809043416,0.5
0.278449263618001,48.6238949623826,1.55217616537584e-10,0.05,0.01,0.01,0.757559036557574,0.75
0.315971974935031,58.2029790928997,5.05417929730356e-12,0.05,0.01,0.01,0.790194092110086,1
0.00619976947897785,0.786044247485899,0.376988014588945,0.05,0.01,0.01,0.0916092291362843,0
0.0618796728539412,8.31112870490298,0.00463452757969285,0.05,0.01,0.01,0.27376671196413,0.25
0.250525248738967,42.117738173298,1.78457315591629e-09,0.05,0.01,0.01,0.661118127516076,0.5
0.312524470218389,57.2792507393333,6.97397695148538e-12,0.05,0.01,0.01,0.675724791936775,0.75
0.413268541675735,88.749010322137,4.44089209850063e-16,0.05,0.01,0.01,0.955442563603381,1
0.000534457930166248,0.0673777097522407,0.795617448786892,0.05,0.01,0.01,0.0199676210073147,0
0.0328989373287318,4.28628016597397,0.0404635523407029,0.05,0.01,0.01,0.191872028087188,0.25
0.325345042580769,60.7621346502661,2.08988382155439e-12,0.05,0.01,0.01,0.656528297324849,0.5
0.312731501719439,57.3344614444463,6.84075018853036e-12,0.05,0.01,0.01,0.619931638389865,0.75
0.565280078208566,163.841789354322,0,0.05,0.01,0.01,1.1756881011312,1
0.00280224027859889,0.354074476864153,0.552882828334903,0.05,0.01,0.01,0.0705399183492343,0
0.0423981488958779,5.5786930181067,0.0197124490158882,0.05,0.01,0.01,0.27837167703255,0.25
0.0778862162870064,10.6425729942426,0.00142224213841891,0.05,0.01,0.01,0.344378825763935,0.5
0.288996546461432,51.2143290906887,6.03086469652681e-11,0.05,0.01,0.01,0.860296403758468,0.75
0.407808679069874,86.7690757137373,4.44089209850063e-16,0.05,0.01,0.01,1.13514073701655,1
0.013800699261104,1.76322180070121,0.186623694054536,0.05,0.01,0.01,-0.118498546610941,0
0.0505720075022854,6.71148627978051,0.010708506103271,0.05,0.01,0.01,0.23085091496731,0.25
0.198353624232325,31.176535450983,1.3813659727191e-07,0.05,0.01,0.01,0.565007836417796,0.5
0.317315747634954,58.5655580357887,4.45643522084538e-12,0.05,0.01,0.01,0.734230649704038,0.75
0.54525450821429,151.078062951694,0,0.05,0.01,0.01,1.10644561410073,1
1.89568550880188e-05,0.00238860902160546,0.961097575119971,0.05,0.01,0.01,-0.00426257108042374,0
0.139701287034795,20.4607561316857,1.38783197569659e-05,0.05,0.01,0.01,0.413115288491619,0.25
0.156932419805722,23.4542109791061,3.67892784947088e-06,0.05,0.01,0.01,0.447669320340497,0.5
0.450539726059312,103.315941435288,0,0.05,0.01,0.01,0.94478232469058,0.75
0.473752510625549,113.431071015229,0,0.05,0.01,0.01,0.837747505241003,1
0.00944776497018951,1.20177244989816,0.275058557726304,0.05,0.01,0.01,0.0988019635120221,0
