"Rsq","F","P","lambda.input","lambda.est.x","lambda.est.xy","slope","beta"
0.000319843294637248,0.081266189283584,0.775821092642178,0,0.01,0.01,0.0179434740352587,0
0.0256632216417817,6.69014907555508,0.0102518521304118,0,0.01,0.01,0.173982667691401,0.25
0.175516259946627,54.0715697116807,2.65720778713785e-12,0,0.01,0.01,0.47301070416896,0.5
0.33059417680331,125.440977652457,0,0,0.01,0.01,0.725646649425258,0.75
0.45031684819226,208.084382911631,0,0,0.01,0.01,0.88512299880614,1
0.000785118078023011,0.199576683079682,0.655443413239686,0,0.01,0.01,-0.0332519054245382,0
0.106896565471557,30.4015487792985,8.62899671716377e-08,0,0.01,0.01,0.347447721024175,0.25
0.209426253392348,67.2856499345098,1.17683640610267e-14,0,0.01,0.01,0.530422455114183,0.5
0.357483065279007,141.320319627524,0,0,0.01,0.01,0.821400358830451,0.75
0.4672909275269,222.808098688475,0,0,0.01,0.01,0.970286430380627,1
1.52731318425329e-05,0.00387943473912161,0.950384771166919,0,0.01,0.01,-0.00405869606031857,0
0.0436835155655703,11.6024487021332,0.000765516992616622,0,0.01,0.01,0.20452602324803,0.25
0.174781116436634,53.7971251738767,2.98161495493332e-12,0,0.01,0.01,0.466577001747091,0.5
0.382435997300957,157.293402610744,0,0,0.01,0.01,0.802284904131563,0.75
0.453219222464342,210.537179131971,0,0,0.01,0.01,0.913049589923338,1
0.00392098241355489,0.999849927022993,0.318298454878446,0,0.01,0.01,-0.0638193495756871,0
0.0740926244926175,20.3254959609886,9.98134639318415e-06,0,0.01,0.01,0.278894706083146,0.25
0.170753975234164,52.3023426271171,5.59507995490094e-12,0,0.01,0.01,0.468133715632607,0.5
0.345514962109063,134.091377640212,0,0,0.01,0.01,0.814057435853918,0.75
0.538081656522616,295.880738850624,0,0,0.01,0.01,1.0873506073671,1
0.00678827610874744,1.73600662391157,0.188832812921746,0,0.01,0.01,-0.0854540228557045,0
0.0800477315769302,22.101281249507,4.24541394483668e-06,0,0.01,0.01,0.301184191536972,0.25
0.170882481264568,52.3498168358573,5.48405765243842e-12,0,0.01,0.01,0.496632631274027,0.5
0.287234160432516,102.358267890799,0,0,0.01,0.01,0.701940524890083,0.75
0.468367192436567,223.773373626294,0,0,0.01,0.01,0.978395071208862,1
0.00713738935318299,1.82592926379556,0.177811437272043,0,0.01,0.01,0.0828436120036368,0
0.0977250377056741,27.5106376820242,3.29361123263539e-07,0,0.01,0.01,0.310498646887265,0.25
0.183568759795604,57.1100941414373,7.47846229387505e-13,0,0.01,0.01,0.475482498519008,0.5
0.46169866182343,217.854669468952,0,0,0.01,0.01,0.832691062814864,0.75
0.493668665190524,247.647799647983,0,0,0.01,0.01,0.990291948878639,1
4.00315382362172e-05,0.0101684177694039,0.919758156619649,0,0.01,0.01,0.00646020041749074,0
0.02358145632939,6.13434673736149,0.0139098689598689,0,0.01,0.01,0.15554716774534,0.25
0.207483984988356,66.4982551630429,1.62092561595273e-14,0,0.01,0.01,0.549147415959004,0.5
0.433346876028526,194.246006692423,0,0,0.01,0.01,0.782453134118922,0.75
0.457066691169511,213.829097734179,0,0,0.01,0.01,0.93518048976456,1
0.00126280546395912,0.321158148109844,0.57141289551328,0,0.01,0.01,-0.039637358638436,0
0.0192130139216865,4.9757038025367,0.0265794858214754,0,0.01,0.01,0.150933451123824,0.25
0.21188078475917,68.286267214515,7.99360577730113e-15,0,0.01,0.01,0.539237735880407,0.5
0.338871037789446,130.191306868065,0,0,0.01,0.01,0.792172975600673,0.75
0.488396734053402,242.478456856671,0,0,0.01,0.01,1.04675789651709,1
0.000560881347690748,0.142543812479098,0.706080383448075,0,0.01,0.01,0.0252110354063975,0
0.0274254594976229,7.16250161020865,0.00792866981242879,0,0.01,0.01,0.181893222024492,0.25
0.154630608357012,46.4603697637398,6.76905198560007e-11,0,0.01,0.01,0.460006968083951,0.5
0.293303979624024,105.419032620089,0,0,0.01,0.01,0.739608405473891,0.75
0.489944248928,243.984778068202,0,0,0.01,0.01,1.07866050169173,1
0.0304308479857299,7.97203105350204,0.00512700417064882,0,0.01,0.01,0.186374483027971,0
0.0135652686063428,3.49296118268572,0.0627811320619867,0,0.01,0.01,0.128046199698399,0.25
0.249672753969663,84.5189613516051,0,0,0.01,0.01,0.596941508187195,0.5
0.296916988351078,107.266018082702,0,0,0.01,0.01,0.664687646950984,0.75
0.527698693616301,283.792287607287,0,0,0.01,0.01,1.05645702648149,1
0.000102478373713096,0.0260321746580495,0.871950026443319,0,0.01,0.01,-0.00918921957528145,0
0.068486896242991,18.6746397614364,2.22675037964137e-05,0,0.01,0.01,0.242795358220963,0.25
0.186912136792128,58.3893634297959,4.40092406961412e-13,0,0.01,0.01,0.469675245882928,0.5
0.340012180635921,130.855587554234,0,0,0.01,0.01,0.745456743441856,0.75
0.526383486556608,282.29886794553,0,0,0.01,0.01,1.02310939412639,1
0.00201681649589617,0.513306635247047,0.474369147285735,0,0.01,0.01,0.0480455303608624,0
0.0333346987764025,8.75899184390786,0.00337186065138839,0,0.01,0.01,0.188347334924771,0.25
0.160895064158818,48.70349887213,2.58255639096205e-11,0,0.01,0.01,0.475864227175246,0.5
0.433685391739543,194.513946656275,0,0,0.01,0.01,0.831692465246518,0.75
0.480661599482079,235.083803059225,0,0,0.01,0.01,0.956452025923997,1
0.00122631475154385,0.311866393250692,0.577029091393727,0,0.01,0.01,0.0339819017382331,0
0.0420175058010463,11.1405443607713,0.000971147763937363,0,0.01,0.01,0.192467725605464,0.25
0.287896173411916,102.689559185484,0,0,0.01,0.01,0.5928385453766,0.5
