"Rsq","F","P","lambda.input","lambda.est.x","lambda.est.xy","slope","beta"
0.000278666991430972,0.0708011457657474,0.790389726055316,0,1e-06,1e-06,0.0167549107942503,0
0.0254737755574977,6.63947139576043,0.0105397331482737,0,1e-06,1e-06,0.173471445685272,0.25
0.175967335903298,54.2402082670262,2.4757973449141e-12,0,1e-06,1e-06,0.473953974864393,0.5
0.330784936536888,125.549137291648,0,0,1e-06,1e-06,0.725814970385939,0.75
0.450555167886651,208.284810329421,0,0,1e-06,1e-06,0.885340690809383,1
0.000732219039318693,0.18611991653343,0.666531726807268,0,1e-06,1e-06,-0.0321106277310673,0
0.107938164225306,30.7336247485788,7.40668939513967e-08,0,1e-06,1e-06,0.349076443821387,0.25
0.210298276503326,67.6404275722337,1.02140518265514e-14,0,1e-06,1e-06,0.531644557031957,0.5
0.356936527250745,140.984337882056,0,0,1e-06,0.0152078011681858,0.820220393767853,0.75
0.466928080426994,222.48354879292,0,0,1e-06,1e-06,0.968815018923168,1
4.13135475260678e-06,0.00104936844247543,0.974183322015714,0,0.0229050670946325,1e-06,-0.00210537292009825,0
0.0437684022876572,11.6260267990111,0.000756296578093396,0,0.0229050670946325,1e-06,0.203891625016369,0.25
0.172906107711669,53.0993539769169,3.99835720088504e-12,0,0.0229050670946325,0.019319285694482,0.46371206089633,0.5
0.384199249801478,158.471079189357,0,0,0.0229050670946325,1e-06,0.802706427022359,0.75
0.454074442123739,211.264899830118,0,0,0.0229050670946325,0.01352953165497,0.914845030819259,1
0.00378454215204056,0.96492550787644,0.326883740487391,0,1e-06,0.0259891050290713,-0.0625610966723631,0
0.0748472789837367,20.5492654672038,8.95788208099546e-06,0,1e-06,1e-06,0.280385626144544,0.25
0.172274027610029,52.8648423180461,4.41335856748992e-12,0,1e-06,0.0288646240866585,0.469075437632782,0.5
0.345220687986199,133.916959713972,0,0,1e-06,1e-06,0.814493372646718,0.75
0.537917429044741,295.685307270751,0,0,1e-06,1e-06,1.08623755668131,1
0.00666049685115934,1.70310975737062,0.193062810174006,0,1e-06,1e-06,-0.0846336772106228,0
0.0799341997268106,22.0672116326695,4.31528625188804e-06,0,1e-06,1e-06,0.300718634798799,0.25
0.171300846806848,52.5044763486057,5.13766806875537e-12,0,1e-06,1e-06,0.49740128546374,0.5
0.286094736785849,101.789504697638,0,0,1e-06,0.00365991198079938,0.700454646983696,0.75
0.467883105507277,223.338725059919,0,0,1e-06,1e-06,0.978113249486782,1
0.00733127376114301,1.87589624424438,0.17201092679124,0,1e-06,1e-06,0.0839684143167453,0
0.097487816650637,27.4366439435383,3.4092836731503e-07,0,1e-06,1e-06,0.310262701335927,0.25
0.184376793853727,57.4183094423235,6.58140208997793e-13,0,1e-06,1e-06,0.477653421412771,0.5
0.46173354775209,217.885251141409,0,0,1e-06,1e-06,0.834142999360046,0.75
0.493579648542274,247.559621900786,0,0,1e-06,1e-06,0.990271438960661,1
3.19428003605077e-05,0.00811373046684144,0.928297612319246,0,1e-06,1e-06,0.00577205524440984,0
