"Rsq","F","P","lambda.input","lambda.est","slope","beta"
0.101996367603881,3.40743725050624,0.0747923564656607,0,1e-06,-1.6186877683309,0
0.000187232855054589,0.00561803753284474,0.94074924176267,0,1e-06,-0.0669007660124328,0.25
0.13382319776764,4.63496127197392,0.0394909731509192,0,1e-06,1.93633530436518,0.5
0.0554901706917768,1.76250693121168,0.194326464707031,0,1,1.44578292890992,0.75
0.0677080597606021,2.17876150714815,0.150347157231043,0,1,1.53399617761886,1
0.00907612817769651,0.274777763533103,0.603996443979118,0,1,-0.515576491409682,0
0.023258839507656,0.714380854880692,0.404684054796942,0,1,-0.91875917838553,0.25
0.00499480695549949,0.150596408654405,0.700706188791231,0,1,0.36501438458596,0.5
0.0350397858953794,1.08936468208358,0.304949928715873,0,1,0.972522160100322,0.75
0.22860153717716,8.89040676879056,0.00564386915606541,0,1,2.85462482927979,1
0.108913206705799,3.66675415432312,0.0650863027538633,0,1e-06,1.88888957564588,0
0.015944249319138,0.486077622373719,0.491050209892119,0,1,0.555536797501297,0.25
0.0103847410452192,0.314811466918591,0.57890982906393,0,1e-06,0.618733490873768,0.5
0.00554019591154916,0.167131820374403,0.685577351048017,0,1e-06,-0.39554489574696,0.75
0.066731587839044,2.14509310406839,0.153428102265546,0,1e-06,1.46967227578512,1
0.0231019970967323,0.709449615868031,0.406291577433393,0,1e-06,-0.757928205316702,0
0.000209770635845303,0.00629443946392773,0.937291042525629,0,1,-0.0806872845192726,0.25
0.000338546882508687,0.0101598460594708,0.920382987869951,0,1e-06,0.0981940934597956,0.5
0.0159748443681526,0.487025487409266,0.490631248004322,0,1,-0.57834265686206,0.75
0.101150568720237,3.3760015370835,0.0760761376837809,0,1e-06,1.35402317156725,1
0.0103789737925118,0.314634800120012,0.579015810738791,0,1e-06,-0.514292298575251,0
0.0188788483695637,0.577263521580103,0.453316529135673,0,1,0.730703212706678,0.25
0.000837947772889928,0.0251595155467172,0.875033194809286,0,1,-0.182531204936745,0.5
0.013764744974473,0.418705726782705,0.52250432973472,0,1,0.510481225693807,0.75
0.0646420855246381,2.07328396512993,0.160253040096997,0,1e-06,1.14655208884776,1
0.0150301605077884,0.457785403323731,0.503844530768606,0,1,0.509846333205752,0
0.0224310279082203,0.688371722566732,0.413272322930962,0,1,0.546924644778646,0.25
0.0779416856594459,2.53590313477697,0.121766671797042,0,1e-06,0.814419526641892,0.5
0.0219838984488008,0.674341610959152,0.418020190839107,0,1,0.551457907087714,0.75
0.195530508170158,7.29165655712083,0.0112761362691534,0,1,1.52642426265287,1
0.0072269656990166,0.218387248121777,0.643648208065254,0,1,0.311361048732616,0
0.0702138807185046,2.26548490870449,0.142741835784425,0,1,0.941561669792771,0.25
0.00469005187878467,0.141364563500178,0.709573999714808,0,1,0.318279955029865,0.5
0.00398853839951405,0.120135316307652,0.731307212275447,0,1,0.259037103173584,0.75
0.0157220114417415,0.479194240585547,0.494111136726987,0,1,0.486388398286462,1
0.0123968288941091,0.376573180103123,0.544068306537066,0,1,0.425811812033634,0
0.0012901148551866,0.0387534420468723,0.845265547079154,0,1e-06,0.15644694568186,0.25
0.00266456544783055,0.0801505297671595,0.779037958503782,0,1e-06,0.200362430184998,0.5
0.00440807835335655,0.132827866242603,0.718074302564309,0,1e-06,0.261970193942269,0.75
0.0579213120776748,1.84447369907333,0.184554442642837,0,1,0.889745439563101,1
0.00418783603403078,0.126163432790942,0.724928746436055,0,1e-06,0.344999427579853,0
0.0582830643996761,1.85670647504673,0.183147676285942,0,1,1.4909710636042,0.25
0.11574062764092,3.92669723133858,0.0567538451760772,0,1e-06,2.25982846614077,0.5
0.0819623720158989,2.67839910426803,0.112167423932393,0,1,1.3967859224033,0.75
0.0669674345689816,2.15321856010607,0.15267776378682,0,1,1.6954042580423,1
0.089100378934543,2.93447412450313,0.0970251849542714,0,1e-06,1.02360327830132,0
0.00339937314336292,0.102329048921577,0.75126964144385,0,1e-06,-0.136945911393312,0.25
0.0170697430465239,0.520985377927944,0.476010261344193,0,1e-06,-0.369105492319723,0.5
0.154694395135263,5.49012313103081,0.0259466541367277,0,1e-06,1.16746948830315,0.75
0.187209607575171,6.90988510641695,0.0133851075726685,0,1,1.28434499738778,1
0.000289809484185695,0.00869680494212519,0.926319690407437,0,1e-06,0.0687102668099736,0
0.00459476521400847,0.138479235996674,0.712413401156718,0,1e-06,0.247838057828723,0.25
0.192041538643362,7.13062172729424,0.0121180711967974,0,1e-06,2.01148113900133,0.5
0.00376454689925816,0.113363167940104,0.738691262183175,0,1,0.24902851162978,0.75
0.00405500001991867,0.122145299790644,0.729160783702821,0,1e-06,0.248080225425232,1
0.00508439498929856,0.153311345113856,0.698158243905639,0,1,0.383967721440845,0
0.00232348353976877,0.0698668406472828,0.7933382265674,0,1,-0.248900722373938,0.25
0.00347528590781797,0.104622169184752,0.748595846223024,0,1e-06,-0.33695088154168,0.5
