"lambda.input","lambda.est","kappa"
0.65,0.737767369117173,0.0558734682951005
0.65,0.795006376799014,0.164160336435049
0.65,0.507793483636343,0.05974827404336
0.65,0.666240612720841,0.103278627764302
0.7,0.641385117767192,0.165796914578709
0.7,0.726869272662698,0.158033741021359
0.7,0.760879719099491,0.0868707017608593
0.7,0.662407256286473,0.148895583102417
0.7,0.674131071296573,0.197310175368138
0.7,0.697512854472081,0.202918572014194
0.7,0.628802320339141,0.121423545787513
0.7,0.636218603223594,0.151622602195746
0.7,0.639220294652423,0.12679470563691
0.7,0.789549165691984,0.288770997041293
0.7,0.78054231248486,0.308998378573226
0.7,0.724886731632235,0.301262695991329
0.7,0.78119085254414,0.0892036341371933
0.7,0.73733289908117,0.264434220890957
0.7,0.642388200512011,0.00878234721849499
0.7,0.773297713406202,0.31583657368708
0.7,0.5410201486512,0.0615208859641726
0.7,0.528153860695497,0.199163669013468
0.7,0.662714570547392,0.0782249883628648
0.7,0.727411442029319,0.161389623658939
0.7,0.779950426622753,0.187530220209078
0.7,0.746988041945218,0.126096629150608
0.7,0.809558666948477,0.137129064136932
0.7,0.59627431622529,0.237822461013036
0.7,0.778199329400179,0.0597799961324192
0.7,0.634132931027867,0.106657985664033
0.7,0.826486630666328,0.309838525984228
0.7,0.668385714360826,0.0221919706759837
0.7,0.793145142948362,0.1191846709393
0.7,0.797628492746024,0.243651522424733
0.7,0.680272493910908,0.124203134534171
0.7,0.829726535397964,0.071861368091328
0.7,0.863451791467028,0.0840058513608566
0.7,0.84814295996571,0.192240830048023
0.7,0.60298160527341,0.0711887468528805
0.7,0.6472263281817,0.106967178632682
0.7,0.770474959783363,0.12482201186467
0.7,0.725823472700892,0.352635693338167
0.7,0.66748576485829,0.101004455965158
0.7,0.607884280723439,0.142716837133679
0.7,0.681852981245996,0.119246878558438
0.7,0.592798484923922,0.187285921219793
0.7,0.792984514654717,0.190100781125132
0.7,0.601010031621975,0.0534268975621833
0.7,0.806045264214272,0.187370289277918
0.7,0.623414360758706,0.0806049785903446
0.7,0.766934699872978,0.227794653951492
0.7,0.751252252045852,0.164582883334496
0.7,0.386541633795466,0.100790716105545
0.7,0.860955522039976,0.0948091168583177
0.75,0.504317486810798,0.080966457360673
0.75,0.688850752982368,0.162855083296527
0.75,0.805397622195767,0.216790146863187
0.75,0.578808377865115,0.141631106590125
0.75,0.918430909559635,0.373878039040053
0.75,0.899534558673592,0.247164813962801
0.75,0.639248081193374,0.156328332654397
0.75,0.736388377397842,0.236119240767496
0.75,0.861262434093687,0.132276723662391
0.75,0.679820595984395,0.0795799131098794
0.75,0.6647475332846,0.0438768702689768
0.75,0.579344879575437,0.0088995904547655
0.75,0.71818100675191,0.0255148818750846
0.75,0.773463265415275,0.234173404126244
0.75,0.638302345897485,0.034559170072465
0.75,0.85766956388095,0.359504790989962
0.75,0.70585013632586,0.0838571844403282
0.75,0.766817825336294,0.251432365264764
0.75,0.777311875683433,0.141927579216742
0.75,0.614625108034705,0.200924647292686
0.75,0.518372746738762,0.104667669423441
0.75,0.614617986705452,0.0965273678283077
0.75,0.6904500382412,0.200887751399494
0.75,0.734317636323515,0.0941384469743141
0.75,0.825393950265783,0.364518465974002
0.75,0.630468546995696,0.0569808862843506
0.75,0.697590653919529,0.257772071303703
0.75,0.612749357230601,0.0960791191964517
0.75,0.743774165228176,0.108421454337194
0.75,0.805222432405952,0.283498601943316
0.75,0.600226517974732,0.115510051142139
0.75,0.850089662286037,0.170443040027244
0.75,0.693828102947815,0.0886529474351654
0.75,0.807292297528065,0.297455727922154
0.75,0.830056368014394,0.118289893566555
0.75,0.586498576456656,0.0984572180743886
0.75,0.81898597185228,0.0798499997072513
0.75,0.84042948036967,0.269527237896762
0.75,0.710054587949202,0.19186172449824
0.75,0.765416620464581,0.465717143393222
0.75,0.694798712140294,0.110727185724568
0.75,0.623514900576632,0.145615691298386
0.75,0.638413170656864,0.136042521986671
0.75,0.857162179387313,0.131822235698771
0.75,0.826899998333211,0.243957537352153
0.75,0.720925987871848,0.0874768286683334
0.75,0.684932308416038,0.259084401180855
0.75,0.741999613473894,0.191501939364917
0.75,0.77067508675229,0.206242735292812
0.75,0.741216787768599,0.224057868548833
0.8,0.886170472603758,0.329482386033642
0.8,0.809937508995022,0.190989924884039
0.8,0.724699336178933,0.297447135711146
0.8,0.756390587092345,0.0195428117819188
0.8,0.896347910739748,0.301424805078511
0.8,0.759395252219086,0.0205840725262784
0.8,0.73126918073634,0.022841770122112
0.8,0.854635990670491,0.490312372437562
0.8,0.881116426775004,0.15955375514526
0.8,0.663237466601256,0.179746344378107
0.8,0.788000203100466,0.0954035933015365
0.8,0.866854544212349,0.106774510937707
0.8,0.626309321509984,0.131018584996611
0.8,0.773902342208048,0.0154110128364342
0.8,0.862921999362273,0.256794715562104
0.8,0.835204306851828,0.336171863249779
0.8,0.860368788313915,0.486059812263613
0.8,0.856767761775243,0.22592044383336
0.8,0.718207231131566,0.227901413778464
0.8,0.828407997619416,0.273125291439212
0.8,0.814597422175636,0.0993234924056235
0.8,0.77624516280172,0.304160401231388
0.8,0.750725257765053,0.0493682281419327
0.8,0.822259152707106,0.452428649779629
0.8,0.850014298069902,0.456403876844643
0.8,0.404143959434869,0.179040295004326
0.8,0.769729120835722,0.310453480014158
0.8,0.843752574075971,0.408694048548082
0.8,0.724348718770333,0.0107690317255254
0.8,0.758403161225365,0.0727495295630539
0.8,0.747395681073713,0.0528181533018906
0.8,0.725685499077203,0.100975481102005
0.8,0.759381614558533,0.123351327262129
0.8,0.800952647216586,0.260137108105797
0.8,0.776112812399038,0.244441530014251
0.8,0.742251037036884,0.200617970876208
0.8,0.790547512556963,0.334538747841765
0.8,0.865084649515866,0.10423970644894
0.8,0.660029414557782,0.105491088446207
0.8,0.70548624432038,0.259277078740496
0.8,0.736754210775647,0.036734135952939
0.8,0.779066616918562,0.279885830159859
0.8,0.803935308071505,0.139665650760835
0.8,0.806460791066947,0.288705741054125
0.8,0.878908706165655,0.303140928325147
0.8,0.928838347737621,0.622837415341175
0.8,0.856037280576412,0.255864944317332
0.8,0.693823793293166,0.0347942221532983
0.8,0.749000761592068,0.0525474249101948
0.8,0.87165538941104,0.378405594878116
0.85,0.874399975032106,0.150519046026453
0.85,0.833057613955429,0.134776819723308
0.85,0.851117269322934,0.23214671568808
0.85,0.788479640188382,0.0736203227576592
0.85,0.874609605733328,0.162889813172226
0.85,0.860410033802129,0.178447726248096
0.85,0.713107142673309,0.206772166478103
0.85,0.890498540180805,0.121764223726089
0.85,0.765230572008524,0.0859018069838213
0.85,0.780461466561325,0.252856802239298
0.85,0.80803623304951,0.152075900325479
0.85,0.852749066740027,0.0407690648176531
0.85,0.91313749542787,0.347431150836887
0.85,0.847975978496794,0.121474445816156
0.85,0.836566174083637,0.442869591764084
0.85,0.772637602960253,0.064249578026248
0.85,0.848352481646237,0.287814768713244
0.85,0.836784236502896,0.00827710922125448
0.85,0.86573153979177,0.0848381455935606
0.85,0.737950401108575,0.262027299013451
0.85,0.797458469011493,0.397832138672417
0.85,0.669301206810077,0.256935784196435
0.85,0.929904741335639,0.151637787680639
0.85,0.813001431303834,0.165754521147087
0.85,0.807359530444837,0.0755349081869154
0.85,0.897501854020449,0.72880331957418
0.85,0.865791943232711,0.0311796361812736
0.85,0.729819188994475,0.426914019548429
0.85,0.846366632275031,0.0924321086627102
0.85,0.859864790523715,0.189072829849383
0.85,0.861886498077827,0.185382694806281
0.85,0.843986125634945,0.221619524436687
0.85,0.85571413105096,0.239260355698403
0.85,0.788819844537469,0.196886608613507
0.85,0.74556704244969,0.184519578802419
0.85,0.679235783434382,0.232728014748728
0.85,0.839874486045973,0.272401801950715
0.85,0.837134682970652,0.352656247701851
0.85,0.867093535058043,0.191335148452241
0.85,0.902871566694869,0.377690838307791
0.85,0.745121357384422,0.326475025227396
0.85,0.911162197511254,0.709590229188618
0.85,0.884305879778284,0.300687458654862
0.85,0.846107055904902,0.18117343937138
0.85,0.854587053936613,0.090921795414629
0.85,0.938381343460817,0.65850827045604
0.85,0.853492357234977,0.455927870286861
0.85,0.833211442374778,0.415570058164073
0.85,0.779391937348523,0.112833171431101
0.85,0.808624150812267,0.264228635114029
0.9,0.923707834603155,0.242227613468358
0.9,0.846651966847122,0.280064553806474
0.9,0.946775716078868,0.311447194220676
0.9,0.955923627051903,0.993678247215546
0.9,0.846192129124583,0.187433544906419
0.9,0.917202024108425,0.761547941840776
0.9,0.898988547759275,0.602471342713437
0.9,0.858161756699795,0.371449459621414
0.9,0.928035209510327,0.565211232478405
0.9,0.874749363656061,0.650914021426321
0.9,0.944663863750315,0.100096342053971
0.9,0.938048889447425,0.271646427453096
0.9,0.892108978622473,0.636522518400945
0.9,0.911357447350997,0.287294555330669
0.9,0.900523929660266,0.10908246228606
0.9,0.859860354212882,0.233544121380918
0.9,0.904369126408261,0.532432357760241
0.9,0.943701708101443,0.219460593257279
0.9,0.945352827011063,0.294793066715434
0.9,0.953265248113529,0.7689750695243
0.9,0.959326792037911,0.428827070822259
0.9,0.867280528397217,0.303873892083745
0.9,0.838806873847844,0.0916297422473744
0.9,0.856500983963925,0.0620710689274753
0.9,0.885128355436775,0.0999263857054028
0.9,0.822978506254151,0.157705231841034
0.9,0.940762901300141,0.708160461138445
0.9,0.813721694017506,0.251406454824661
0.9,0.911440640688864,0.267106695796694
0.9,0.879817211621375,0.146395477543554
0.9,0.841015866154834,0.151856560694424
0.9,0.82833369928355,0.121698120122391
0.9,0.905291052884561,0.0856620695840706
0.9,0.92953798323531,0.345422862969384
0.9,0.896567864050366,0.203223625579487
0.9,0.917303126168977,0.058983718886425
0.9,0.882783235043112,0.000386111274729998
0.9,0.802435158218272,0.048517376368207
0.9,0.818250430172173,0.26915835074555
0.9,0.946146226035731,0.450504690059796
0.9,0.879907566526779,0.296604193166748
0.9,0.880436349219878,0.524251948025961
0.9,0.886665485224542,0.630508244022028
0.9,0.970340681141914,0.581632432037316
0.9,0.893853993591236,0.392835871581988
0.9,0.935789599244473,0.217424613509451
0.9,0.923656610545837,0.547340434616394
0.9,0.918006759786348,0.393962506368574
0.9,0.805070364030621,0.075879503419192
0.9,0.950318344283729,0.358278768685678
0.95,0.959879937993548,0.508178107661685
0.95,0.953560765822605,0.924218276166139
0.95,0.860610213523684,0.232692368737118
0.95,1,1.09830099558548
0.95,0.943204437205491,0.173793622518664
0.95,0.900902155907232,0.168902476020617
0.95,0.916210499944535,0.171775450657322
0.95,0.899169503992539,0.167556905074832
0.95,0.940436939469854,0.29449466156555
0.95,0.974983513258843,0.361402254769008
0.95,0.922575347981284,0.273324827609382
0.95,0.934253786574806,0.302780629878902
0.95,0.945045279563643,0.0827769377955762
0.95,0.880909452887228,0.12414843098507
0.95,0.968065032377352,0.703983015414282
0.95,0.938072519996237,0.541214568660501
0.95,0.957999314676458,0.600636277634818
0.95,0.9328719825847,0.313104758259258
0.95,0.945829477136153,0.629022253572311
0.95,0.933016274050783,0.624492314237051
0.95,0.954556971717514,0.338678819318266
0.95,0.921624544114464,0.271171851285251
0.95,0.933181967017693,0.768279275704197
0.95,0.954856627268537,0.464681929779134
0.95,0.902346080038904,0.448422617357431
0.95,0.97943096745091,1.06149705126942
0.95,0.94832654873,0.483630279024585
0.95,0.89381761262153,0.471331731348172
0.95,0.934821762493103,0.397251526765419
0.95,0.979732048083532,0.915800473986643
0.95,0.944584029482906,0.189093109521178
0.95,0.972305058896521,0.563502541181128
0.95,0.970402020048418,0.55236877806705
0.95,0.936495575105331,0.63653603958543
0.95,0.952653193718448,0.625648738816871
0.95,0.941236054270328,0.2787294966386
0.95,0.916918568198855,0.395632886312565
0.95,0.960482494837122,0.673163188235803
0.95,0.966152565374107,0.538373698498438
0.95,0.964371328615342,0.829444637588152
0.95,1,0.655360086365544
0.95,0.962356588705195,0.40851869336448
0.95,0.952669956290149,0.507241453709724
0.95,0.954798996271529,0.57009086715767
0.95,0.937977762142875,0.262275270918932
0.95,0.946594112336855,0.279683431921701
0.95,0.984010997809013,0.780274618820528
0.95,0.853338557039197,0.217520280187198
0.95,0.920668410039928,0.23673495565994
0.95,0.949773489381655,0.162576701193259
1,1,0.678574935450891
1,1,0.945708025769275
1,1,1.2797292869196
1,1,1.85022499250147
1,1,0.853172092410459
1,1,1.14773434218173
1,1,0.828650709288458
1,1,2.05008271953885
1,1,1.03288368120676
1,1,0.977129750269039
1,0.996368460560222,0.584935728411099
1,1,3.07096564807415
1,1,1.09126566232925
1,0.99215686002508,1.25954769240293
1,0.99865281705849,1.91822536345797
1,0.998046789681267,0.589402862495826
1,1,2.1482997552296
1,1,0.865294637514644
1,1,0.672119914498853
1,0.995949513645677,1.10097655276346
1,1,1.00345932932461
1,1,0.470381763515635
1,0.988913602164531,0.520179995342632
1,1,0.747039961703932
1,1,1.04326244058603
1,1,1.56503522982022
1,0.996984242177449,0.482215838376518
1,1,0.626705407881938
1,0.999771913436094,1.02255934592989
1,0.991691879843439,0.725349255252222
1,1,2.39325103927112
1,1,1.81386690254738
1,1,0.811685808224383
1,1,1.1102646018653
1,1,0.888319266665794
1,1,1.97305996728659
1,1,0.98431474674218
1,1,0.57357201577951
1,0.995956273504594,1.17772327029449
1,1,0.898852845872957
1,1,1.67418117752322
1,1,1.84294130045021
1,1,0.776766746244403
1,0.990558468387795,0.600961730055692
1,1,0.683483377024255
1,1,1.28816209477393
1,1,0.701248377884153
1,1,1.31943698731426
1,1,1.12042666159724
1,1,1.04669783396418
