"lambda.input","lambda.est","kappa"
0.1,1e-06,0.072375011257689
0.1,1e-06,0.0534792828511357
0.1,0.124937919694554,0.0791964863503567
0.1,0.055272798418437,0.0240865902287455
0.1,1e-06,0.076880038314091
0.1,0.0394057970512876,0.0849040051876284
0.1,0.22805131364163,0.0461568778107272
0.1,0.214120202110016,0.0952924547620218
0.1,1e-06,0.00986319333602791
0.1,0.375359778774745,0.0560345370068859
0.1,1e-06,0.094831600690587
0.1,1e-06,0.0997067311021794
0.1,0.272279283569413,0.0973928196328035
0.1,0.073256957794916,0.0921492893379234
0.1,0.217432494635387,0.0958246305664009
0.1,1e-06,0.0374239202913679
0.1,1e-06,0.0259888836634939
0.1,1e-06,0.0214144219058192
0.1,1e-06,0.0730365313778466
0.1,0.101591891917739,0.0201147891590502
0.1,0.0435715734661412,0.0386162038662218
0.1,0.124672316647732,0.046265537890489
0.1,1e-06,0.129922033051343
0.1,1e-06,0.0607530583935836
0.1,0.116997740679113,0.0606440395471957
0.1,1e-06,0.0615679631399864
0.1,0.0648644922533487,0.034058525101848
0.1,0.110325526326691,0.0540259493918865
0.1,0.0424307451667193,0.0412893972875205
0.1,0.161166187625965,0.0449494011950337
0.15,0.0755185938585807,0.0651222221135977
0.15,0.294006523032471,0.041827398499924
0.15,1e-06,0.0394061440423662
0.15,0.172484044748647,0.0727711850471261
0.15,1e-06,0.0116850433578029
0.15,0.0325926169474567,0.0292715345295653
0.15,0.173930963629774,0.0601103346959764
0.15,0.0653418831434309,0.0347054130232928
0.15,1e-06,0.0831932633417475
0.15,1e-06,0.017014636335502
0.15,0.190300211223139,0.127684248604659
0.15,1e-06,0.0838696836694359
0.15,1e-06,0.0316366383780388
0.15,1e-06,0.0505912212930351
0.15,0.263823667149321,0.0874623755633045
0.15,1e-06,0.0883664901611576
0.15,0.0400809685275621,0.0350082762518934
0.15,0.00950363029221578,0.116472918178435
0.15,1e-06,0.0834764229575795
0.15,0.205265500509077,0.0457761382902539
0.15,1e-06,0.013815937424468
0.15,0.127957324592926,0.0611487552579271
0.15,1e-06,0.112765805316486
0.15,0.112075243840086,0.0698362100493305
0.15,0.19776483620593,0.0270798799545477
0.15,0.024471577968589,0.0584300700516559
0.15,0.10761227772675,0.126011863835098
0.15,1e-06,0.044627578416677
0.15,0.228364954465242,0.127840525670067
0.15,1e-06,0.0972301144645173
0.15,1e-06,0.0838833149391035
0.15,0.191103466120906,0.0645397445474495
0.15,1e-06,0.0591364180017979
0.15,0.156768686993919,0.0252417759793971
0.15,0.0873968880996355,0.0669734170301257
0.15,0.19536178344186,0.0555997867882315
0.15,0.0598439446441853,0.0516335669537732
0.15,0.114615021825763,0.127111166388773
0.15,0.0525413570058737,0.102006142586003
0.15,0.242101209643732,0.0398922351961273
0.15,0.0786573982239336,0.011813763350564
0.15,0.117561093384675,0.0622938054282939
0.15,0.451121742159799,0.00725800774731749
0.15,0.10870319760373,0.0701691846079628
0.15,0.0826788267849096,0.0326041532760207
0.15,0.179056597924325,0.0171300056648165
0.15,0.238465804613435,0.104062974582734
0.15,1e-06,0.035036166353259
0.15,1e-06,0.0398682886561219
0.15,0.237449796505821,0.0829958878695166
0.2,0.290701306472551,0.105213985316079
0.2,0.193341487184285,0.0543288792649178
0.2,1e-06,0.0875495884579734
0.2,0.297883905550644,0.124705214968493
0.2,0.300492904071889,0.0727448369108021
0.2,0.221049172204511,0.0191439621738055
0.2,0.177894790930988,0.0266480151749661
0.2,1e-06,0.00902596081117434
0.2,1e-06,0.0681555707995101
0.2,1e-06,0.133805416728848
0.2,0.189262082703949,0.111480115686824
0.2,1e-06,0.00655793179094433
0.2,1e-06,0.0369239210651879
0.2,0.266300997152964,0.112424372184716
0.2,0.385639462953695,0.044703641717036
0.2,0.321032913076977,0.0863276130619123
0.2,0.108893191818709,0.0527845312030962
0.2,0.138193181795682,0.0837884402759459
0.2,0.000908789430939023,0.0219157058318951
0.2,0.00117836079024972,0.0635376322320422
0.2,0.0232023786914371,0.0980361178147462
0.2,0.124958719208613,0.0657772018683419
0.2,0.110367821174707,0.0768248860471486
0.2,0.0962333904065331,0.0931150468772589
0.2,1e-06,0.0230936785144136
0.2,0.143415473620085,0.0917401429950734
0.2,0.0490318043501227,0.0171468594807446
0.2,1e-06,0.0472727713149534
0.2,0.191128166182518,0.081885286728731
0.2,0.14021432486211,0.0278197950942521
0.2,0.157363770674685,0.0137197382015573
0.2,0.15061842228793,0.0890738367300234
0.2,0.396778982018929,0.130791188042224
0.2,0.140945839812176,0.0649776181066934
0.2,0.308935750155153,0.0783036146169109
0.2,0.156495636551959,0.0413075255515216
0.2,0.230406739242132,0.0930838031174395
0.2,0.224976610017522,0.175528676230928
0.2,1e-06,0.0636845225845539
0.2,0.0970751402715277,0.0315136934060444
0.2,0.152651271677283,0.0366378095115105
0.2,0.125048284848812,0.101777787165454
0.2,0.257404178638729,0.0705000586951208
0.2,1e-06,0.0220879890750545
0.2,0.196076391088673,0.0503240735044831
0.2,0.324776299869216,0.134101548504669
0.2,0.235785587077323,0.0845882124540496
0.2,0.274147752466265,0.171191986884094
0.2,0.0179165816395515,0.115457452528747
0.2,0.0652915511643529,0.0367187176525744
0.25,0.0852263387076606,0.0918575986837546
0.25,1e-06,0.0435357152807889
0.25,0.118492086647563,0.0587197815686297
0.25,1e-06,0.101447055290486
0.25,0.423969327385495,0.0614857752517882
0.25,1e-06,0.0544354858165391
0.25,0.158915409907547,0.0532061790387963
0.25,0.319711118261715,0.0896687902295834
0.25,0.152767961542239,0.105926725492881
0.25,1e-06,0.0685499399562055
0.25,0.0451229724627708,0.107785008280332
0.25,0.158469971704862,0.0648672501908176
0.25,0.287518649627101,0.0823289693454293
0.25,0.198933742331842,0.0743744216064426
0.25,0.306732133718148,0.0291688908631315
0.25,0.129728459561895,0.044373995059874
0.25,0.237729779953729,0.0341210491933795
0.25,0.157725149073187,0.0659214079987246
0.25,0.220796487324942,0.0117097162738273
0.25,0.495395494754653,0.00414528118490282
0.25,0.408176305721913,0.0921126011267465
0.25,0.255761520834886,0.0885959275643671
0.25,0.261647179109256,0.020207076790601
0.25,0.205944203758892,0.0639395654020165
0.25,1e-06,0.0209123313813294
0.25,1e-06,0.00456114721808255
0.25,0.369783628221296,0.132662681785827
0.25,0.207042112220629,0.100094368236568
0.25,0.287358463603504,0.0642260252269366
0.25,0.524557383085873,0.128070690239564
0.25,0.090522925517105,0.112908204228049
0.25,0.246199218920828,0.0429323565966584
0.25,0.211701520090004,0.0836001865564579
0.25,0.185894055029117,0.0208463454377033
0.25,0.104313885312699,0.0237436923266678
0.25,0.427563844228369,0.0131012440991789
0.25,0.129714862314618,0.0433477662445442
0.25,0.185574304073738,0.0748838156285245
0.25,0.340778470055089,0.0426424870271975
0.25,0.649992812217536,0.145979303391878
0.25,0.205660164082858,0.140671227271149
0.25,0.179849494483389,0.0595947148094231
0.25,0.382393540971207,0.0513479476551964
0.25,1e-06,0.130684023780506
0.25,0.193478407890977,0.0436644079751773
0.25,1e-06,0.0101015652528723
0.25,0.391014119105883,0.143104389808314
0.25,0.111766613924454,0.0015692033178329
0.25,1e-06,0.0767540422800783
0.25,1e-06,0.107490706383585
0.3,0.0519636169916044,0.0787272084190815
0.3,0.414036761760302,0.0934799200915051
0.3,0.303263538997239,0.101303149674316
0.3,0.231528258063882,0.0724143490624999
0.3,0.390250393798776,0.0893365792786074
0.3,0.429543137258378,0.0307113035233818
0.3,0.306274352868642,0.114038762373343
0.3,0.207296573660308,0.0439004843948993
0.3,0.131970769712028,0.0462356960516106
0.3,0.274758293576992,0.0466349359581207
0.3,0.366598973556257,0.090156909864173
0.3,0.0524057066491994,0.0419607903162821
0.3,0.432568765653614,0.0599308522797572
0.3,0.250561514215115,0.033612456425506
0.3,0.310957188815588,0.0511834886788924
0.3,0.304403709342673,0.1799700248703
0.3,0.145343587703082,0.069194627979549
0.3,0.224852701712601,0.0588010416888853
0.3,0.398266579657951,0.0991571667403609
0.3,0.241071532415324,0.044329186063272
0.3,0.280331771073111,0.0483360320645834
0.3,0.672581284242941,0.0261396809903861
0.3,0.151205213799254,0.0793907291948886
0.3,0.238551472197325,0.0946123863947709
0.3,0.393358669590602,0.111402540884961
0.3,0.436706157698075,0.0538786876744538
0.3,0.16314821215156,0.0221536592138532
0.3,0.414334135797108,0.0948326644906895
0.3,0.301286189066208,0.113748432314949
0.3,0.35440890455487,0.11125931523425
0.3,0.146181806337964,0.119326711576969
0.3,0.0558996304758957,0.0264827717919137
0.3,0.375904603360208,0.118569872976996
0.3,0.208707509261309,0.0562317927917624
0.3,0.293523165685219,0.070597956445518
0.3,0.236551876926877,0.117329133906358
0.3,0.284897479492356,0.0595017957862322
0.3,0.217324247167095,0.113073112967344
0.3,0.297478133255252,0.0942172443197031
0.3,0.244304919239018,0.0244068028638583
0.3,0.175249150534921,0.126341892774323
0.3,0.34099629234667,0.0365129776351681
0.3,0.190640851114567,0.0421832632200764
0.3,0.511955945851218,0.117393782721483
0.3,0.240181629352946,0.125199348552722
0.3,0.334282405960245,0.098217976432989
0.3,0.205788146056177,0.0755718779551495
0.3,0.268577317423259,0.098807738541253
0.3,0.135218619657186,0.0944149080651338
0.3,0.18965568983682,0.117964318385778
0.35,0.406024908176326,0.0839739211357836
0.35,0.376313250160828,0.142921930627949
0.35,1e-06,0.113997175096516
0.35,0.251549771161181,0.00377271953523875
0.35,0.269028703778615,0.0645572058189997
0.35,0.533569318120147,0.0756600136045717
0.35,0.251600366396586,0.0602895482410804
0.35,0.212096049049978,0.0701141835363107
0.35,0.194011169816678,0.0778788022394075
0.35,0.566761101411568,0.127258459230636
0.35,0.389461115959105,0.0863311067294905
0.35,0.115489937574822,0.126567585816208
0.35,0.15095802647245,0.0186144770044175
0.35,0.442031808172269,0.121856081966568
0.35,0.349567689241619,0.140362982768118
0.35,0.282948358503732,0.0482257228810284
0.35,0.308977965929362,0.101439203785137
0.35,0.214728762374285,0.0820323446085498
0.35,0.29610825384076,0.0955901649605197
0.35,0.371526621524871,0.0639047410762951
0.35,0.402259440640717,0.043955648140096
0.35,0.24196670031032,0.0670095159821644
0.35,0.325575242342607,0.116270467460661
0.35,0.270185810934053,0.0940247209850168
0.35,0.23342472310072,0.13731227116426
0.35,0.463254327493994,0.16016005703295
0.35,0.179282235961216,0.140058974565362
0.35,0.412172714313327,0.198490733255003
0.35,0.328504534409401,0.101774152657372
0.35,0.16114276119019,0.0561689452070001
0.35,0.615233179587713,0.163775100074628
0.35,0.220216526953329,0.00201393989025203
0.35,0.376535215798184,0.0821584141431716
0.35,0.207845489167025,0.0679699536175273
0.35,0.307295029594368,0.100588223978534
0.35,0.343352582165973,0.0903541901635259
0.35,0.317190138076088,0.035332164878621
0.35,0.403690481120662,0.0752072395467796
0.35,0.374184665828599,0.0775883819496312
0.35,0.240341330897435,0.0711782336057674
0.35,0.321690687401469,0.0642451890074159
0.35,0.332556076212784,0.0794289607292296
0.35,0.138574556805067,0.0737370452565908
0.35,0.285744371978979,0.159142223317336
0.35,0.353229142409006,0.011869181673602
0.35,0.720140761389368,0.247811647697225
0.35,0.280797566314303,0.0953036725148845
0.35,1e-06,0.0953081043560037
0.35,0.182675549064271,0.000343850637861637
0.35,0.394681774149629,0.080763032062624
0.4,0.269761196298339,0.0621180213535615
0.4,0.0976422684932381,0.0324126543822308
0.4,1e-06,0.079694516726149
0.4,0.193828496486743,0.0255897349669188
0.4,0.464682440863781,0.141317362010263
0.4,0.24190862353556,0.122286123617876
0.4,0.417223915268375,0.125624320444476
0.4,0.449660071399995,0.109561627630064
0.4,0.418421501282939,0.055117264284377
0.4,0.507510775071503,0.141842864634732
0.4,0.2444035288307,0.00677855584350089
0.4,0.451759333172168,0.112621312746193
0.4,0.457411280508109,0.0624185849710345
0.4,1e-06,0.0911127230253996
0.4,0.339391761024989,0.112350441407072
0.4,0.367247289816639,0.0918683651489284
0.4,0.47268813623033,0.0424024209263427
0.4,0.444609132303238,0.17003518062783
0.4,0.482842920114932,0.035655457519789
0.4,0.257705387533062,0.0987720553594846
0.4,0.391682126320499,0.0660258844519765
0.4,0.26244244546444,0.111707118062589
0.4,0.382367838446984,0.0922535898608742
0.4,0.272517984126637,0.158546527201949
0.4,0.19750846847281,0.046242411387277
0.4,0.388553750756083,0.133475178722892
0.4,0.451223233476455,0.0589143685142145
0.4,0.384425176376945,0.0623549524200514
0.4,0.298791704828421,0.0798984630968416
0.4,0.215678280337605,0.115417002491966
0.4,0.325974167940953,0.138143979376938
0.4,0.396879219378179,0.103148657896098
0.4,1e-06,0.126170556332579
0.4,0.0906707915041888,0.0113898477165823
0.4,0.298478719458742,0.033368220428813
0.4,0.318222464142707,0.0598082778460118
0.4,0.0650980869633932,0.072314598607415
0.4,0.161647086496779,0.0228295635491992
0.4,0.589366945518601,0.0523681617247673
0.4,0.12443526354018,0.0939282320972377
0.4,0.528978583297448,0.130050257441013
0.4,0.45699466881677,0.0762958022356671
0.4,0.24850938263206,0.0156461379487095
0.4,0.600840791104627,0.0890344852449262
0.4,0.61651442254985,0.157093748692394
0.4,0.34626773613141,0.122525309168438
0.4,0.40948191945785,0.0924368793593904
0.4,0.341454654475696,0.029436995588742
0.4,0.615323244002104,0.160600906110405
0.4,0.53640450206514,0.0578970813878236
0.45,0.611134973380457,0.19213599451156
0.45,0.404214685316363,0.0156245314232787
0.45,0.0410289844160113,0.0546137684489085
0.45,0.241200387880804,0.111242230368666
0.45,0.0145711677706643,0.0945814506452401
0.45,0.543286570287908,0.0392065120660501
0.45,0.490186929451638,0.0216269927648499
0.45,1e-06,0.0645332477514284
0.45,0.622347205087637,0.127254896657793
0.45,0.418691258229111,0.142787904645741
0.45,0.344126002048234,0.107705729923303
0.45,0.622859624917598,0.115729321568135
0.45,0.237669665119748,0.0596263559467014
0.45,0.335298591288506,0.0894379466382461
0.45,0.737796818501933,0.119478754810659
0.45,0.365742894100442,0.00363105682796424
0.45,0.413243268999782,0.116756365260834
0.45,0.20439114121596,0.0528441925860949
0.45,1e-06,0.0147713590717842
0.45,0.734096660429846,0.196059905287559
0.45,0.220353448756358,0.0641096770682982
0.45,0.536098162854596,0.106248892353305
0.45,0.387636306479222,0.0809629336349718
0.45,0.356705092030253,0.0401110260691097
0.45,0.319192938604444,0.0440674684603099
0.45,0.615562836370128,0.0488062390107097
0.45,0.17573511737068,0.0778540414274935
0.45,0.488535161165764,0.187081897210636
0.45,0.346388798914773,0.136925856784177
0.45,0.359864062080268,0.0783786370447621
0.45,0.576204760578215,0.183521499790358
0.45,0.286858419292719,0.0911710337193317
0.45,0.39902698043545,0.00843143237423293
0.45,0.356981082858109,0.1018981339402
0.45,0.234566555242334,0.0810279540210372
0.45,0.619123400975401,0.0773801279215325
0.45,0.395777537857551,0.0565371886716138
0.45,0.394560173235985,0.0458460268511904
0.45,0.320552060740111,0.0754135525094705
0.45,0.352856625039011,0.154397591912218
0.45,0.401387234368179,0.123740640728367
0.45,0.417267820142792,0.122939493454491
0.45,0.416094454826054,0.0217536099973608
0.45,0.282231428836171,0.0197386929591924
0.45,0.0911713312221272,0.046620910433687
0.45,0.729209477465559,0.180910135695855
0.45,0.468131497616984,0.116776931360935
0.45,1e-06,0.0351391130603039
0.45,0.477495171370271,0.0940332166005013
0.45,0.605910358729626,0.140957808795959
0.5,0.502730488295523,0.110487208508967
0.5,0.386744324125992,0.0264479094596609
0.5,0.331098887083906,0.0638471171494639
0.5,0.506343811706736,0.0242792313789809
0.5,0.16418261601519,0.231804377933702
0.5,0.295415815023376,0.0875316110935478
0.5,0.555916525775967,0.146505620899054
0.5,0.463503116963865,0.0802981436016116
0.5,0.570734197171191,0.0884726606632087
0.5,0.580598651047617,0.179939616474343
0.5,0.579504046180201,0.0536971024694234
0.5,0.217115937419081,0.0894511517336221
0.5,0.195703359128205,0.147191163211575
0.5,0.00234619841130157,0.0454539427102782
0.5,0.602931565940102,0.0711217726615429
0.5,0.331624021008227,0.0471384984469945
0.5,0.3412238512437,0.0917174372481874
0.5,0.57252218546861,0.244509185535843
0.5,0.23637297029162,0.142944466491152
0.5,0.683281764976009,0.0443161635665055
0.5,0.450949965496332,0.0757414538577453
0.5,0.589951394966899,0.0568538992919744
0.5,0.603578945402877,0.159614528350703
0.5,0.527306459181819,0.107325730328898
0.5,0.68592016640342,0.0652255633304685
0.5,0.530457557617442,0.077279619868716
0.5,0.441788330677939,0.0703171861024508
0.5,0.581724608382397,0.0825604048090147
0.5,0.613703464835051,0.154326018873928
0.5,0.444869015625752,0.0552259535537536
0.5,0.642340151242746,0.150816309297711
0.5,0.264079658779902,0.04771441582171
0.5,0.442797891933312,0.0904975336309451
0.5,0.583443894095785,0.11057552347644
0.5,0.358064857855355,0.0619334137679794
0.5,0.25943623356088,0.0500044295486673
0.5,0.360533622247583,0.0331669870080313
0.5,0.478734134076088,0.106060100283015
0.5,0.543588896509232,0.0538788626673701
0.5,0.359210215821704,0.0382573231031595
0.5,0.371809407722004,0.0583246988259726
0.5,0.372429017557437,0.0795952427067597
0.5,0.576957139260804,0.246977103661502
0.5,0.271198015476279,0.141245484031995
0.5,0.39148838585675,0.217587694754534
0.5,0.529899596359395,0.0336399774637848
0.5,0.608942657974676,0.0842444763147949
0.5,0.384141812186888,0.0598800661273246
0.5,0.284978885976247,0.0734609955501163
0.5,1e-06,0.114345639909112
0.55,0.33731433652797,0.0995582949544728
0.55,0.586632955359185,0.0617400354616468
0.55,0.364335458258259,0.0844496988704309
0.55,0.255294091195315,0.00848519123677741
0.55,0.765203554338609,0.123211110149271
0.55,0.491839419901148,0.134223479350436
0.55,0.38062931680124,0.112911384408668
0.55,0.517438036235398,0.0758894122265306
0.55,0.437207082616767,0.122275645649855
0.55,0.566654746219676,0.0967250395687675
0.55,0.410237372342827,0.0546546105582571
0.55,0.716867162263275,0.105075252042368
0.55,0.401851803398037,0.0492070662228874
0.55,0.639390598634594,0.0557334620836393
0.55,0.700582347922859,0.072371265879224
0.55,0.53528321391803,0.124968175554127
0.55,0.466493923294024,0.115803676174779
0.55,0.435861344641114,0.151866005230139
0.55,0.729334918494527,0.00573882613893957
0.55,0.283615391436362,0.108524564485667
0.55,0.436803189982383,0.201895904807987
0.55,0.551334543759562,0.110903902350792
0.55,0.554919560096525,0.016161015754963
0.55,0.499513341801424,0.0575940045467965
0.55,0.594818513099669,0.0176593969066114
0.55,0.499088232362392,0.0710887311953564
0.55,0.655168651388059,0.190499885879442
0.55,0.62619958723713,0.187354113360617
0.55,0.512198680825351,0.108299716540738
0.55,0.687778782174398,0.19453665095181
0.55,0.218033230470767,0.0823143050989638
0.55,0.691474217239118,0.125522562336896
0.55,0.651975024380062,0.0125973605915945
0.55,0.491214091830516,0.0527079592199891
0.55,0.662804337992887,0.105220223801008
0.55,0.525987989423254,0.119611485183997
0.55,0.564220388277712,0.136867999049319
0.55,0.557040432669413,0.0668596487678324
0.55,0.647963436680238,0.127485546024374
0.55,0.595922412503127,0.204902968193425
0.55,0.399442075228271,0.123399620153982
0.55,1e-06,0.108876422408771
0.55,0.748102985900822,0.204098539157448
0.55,0.604697398363644,0.0700115691455045
0.55,0.380482115407151,0.116558171035799
0.55,0.734150863888033,0.252148833199524
0.55,0.699826259253451,0.138272236279703
0.55,0.609345728262057,0.116264367806064
0.55,0.523362655652617,0.0935578961188601
0.55,0.564557224592506,0.0674610994483575
0.6,0.39153150595164,0.126859443439634
0.6,0.61709607992448,0.126406105496423
0.6,0.473785807695704,0.162179124708474
0.6,0.666216257261671,0.151246704060376
0.6,0.487743991636953,0.136966468799081
0.6,0.5061847473386,0.207631402437887
0.6,0.632818476370372,0.204204488913456
0.6,0.486513337897789,0.12087591025386
0.6,0.627805393211577,0.26592010773814
0.6,0.434835398641057,0.175835954114922
0.6,0.634786789561582,0.160108535100274
0.6,0.68564087069835,0.186152747213542
0.6,0.420026654043328,0.06805375503659
0.6,0.544228287805665,0.05852593676162
0.6,0.522424671872477,0.223648840645771
0.6,0.40398172290681,0.0234222586130623
0.6,0.493607865119092,0.0365874033423249
0.6,0.606112755629451,0.103794071844639
0.6,0.552595953920508,0.00903811790859823
0.6,0.624636641010551,0.0454956927283777
0.6,0.49498273027936,0.163700559829625
0.6,0.683182603875938,0.0463658581344875
0.6,0.249204121236932,0.0978737372159804
0.6,0.566860577916397,0.199315480112439
0.6,0.598517813604276,0.111210929256781
0.6,0.507845941120603,0.0605610119321731
0.6,0.313834386479636,0.13273156291499
0.6,0.440868488817252,0.115333721389276
0.6,0.671123212198161,0.121809440775213
0.6,0.696568460641794,0.134767418702481
0.6,0.566436848640554,0.109701635776612
0.6,0.717237080514282,0.229081420369973
0.6,0.235867062176489,0.0258121641411997
0.6,0.477961242561921,0.0681032175794166
0.6,0.775238358198858,0.248694347104729
0.6,0.625997521579592,0.230565080039473
0.6,0.603784982187443,0.222741868446755
0.6,0.444973097201379,0.0601925574825604
0.6,0.715715236175078,0.250913733832756
0.6,0.684011850934554,0.260143192721577
0.6,0.334907752504875,0.113761485256258
0.6,0.640581960365511,0.185139550915636
0.6,0.573323333047237,0.130514769731257
0.6,0.502640265536743,0.160288582301059
0.6,0.626719504362437,0.240775533172183
0.6,0.302803282680452,0.078493195219428
0.6,0.548036654318226,0.0242160578082792
0.6,0.657226636576267,0.0936233181265139
0.6,0.753694103609832,0.272847374832965
0.6,0.545858928897044,0.23267624752878
0.65,0.702901016612493,0.319780598573096
0.65,0.35592093131086,0.104629793166108
0.65,0.600627008176682,0.116693714097211
0.65,0.7865455349329,0.060278768530717
0.65,0.709561104566233,0.12618360151905
0.65,0.594333387936437,0.101106889475967
0.65,0.454668382011427,0.174210870628049
0.65,0.710947249708563,0.201303941310045
0.65,0.706688339963279,0.197827238894599
0.65,0.585548822256363,0.0645601070128773
0.65,0.644350021019438,0.0743798799318774
0.65,0.53678835626077,0.118235671815136
0.65,0.750290838347684,0.134989834340858
0.65,0.576272452028771,0.0727768628769531
0.65,0.702637745672043,0.111992150566742
0.65,0.493103615440513,0.10985491065763
0.65,0.702038676693131,0.137625448953314
0.65,0.635123569255398,0.0650479488038024
0.65,0.316965742106619,0.000519234539126623
0.65,0.693606667612352,0.0927322558919549
0.65,0.486202398411865,0.0671278684075756
0.65,0.657055064628682,0.0255427385781223
0.65,0.742302046415257,0.248303865151745
0.65,0.760297300750699,0.29468868698229
0.65,0.845288760650723,0.167464390012153
0.65,0.463259455029691,0.127359474339333
0.65,0.516050402637326,0.0598606839380438
0.65,0.676111082084527,0.0776490696965695
0.65,0.53598425298611,0.160421789359655
0.65,0.764182495626787,0.0882469395452216
0.65,0.569621954590058,0.149539006455486
0.65,0.681716775704985,0.10674790112124
0.65,0.658318537626455,0.0703073549241804
0.65,0.544374488222029,0.0842143343597723
0.65,0.677494572045245,0.174935008174556
0.65,0.481830015181479,0.0345354850261471
0.65,0.543774594105192,0.12070336809234
0.65,0.601558622073328,0.0835854487207559
0.65,0.532479015643736,0.112652388333573
0.65,0.824714225482,0.264902939301591
0.65,0.547127782036876,0.0624034853378894
0.65,0.756002484739964,0.345558334749063
0.65,0.712636777602704,0.18820950018206
0.65,0.658554027231254,0.274027794187457
0.65,0.679494882113026,0.0904038762069739
0.65,0.73113261927401,0.118250123294116
