"lambda.input","lambda.est","kappa","kappa.z","CI.lower","CI.upper"
0,1e-06,0.0355616286615381,-1.228,0,0.0825851977012565
0,1e-06,0.038531526326356,-0.5305,0,0.05460499764495
0,0.0452193355762212,0.0532229138272099,-0.2415,0,0.207680733847427
0,1e-06,0.0711011102205348,1.4677,0,0.202095597967329
0,1e-06,0.0477589018374311,0.848,0,0.107754121437666
0,0.0512120145263156,0.051130018757268,0.0549,0.000483594458413028,0.185382194669217
0,1e-06,0.0495222677893676,0.906,0,0.0926323232380196
0,0.163395012829096,0.0261405692209848,0.2242,0.00714298689323949,0.408692557350585
0,1e-06,0.0518412642429172,-0.3351,0,0.174014433102257
0,0.0565648784351629,0.0451560474224293,0.0559,0,0.243881522045205
0,1e-06,0.0783474954664582,1.2537,0,0.15992368862361
0,1e-06,0.0407641635610969,-0.9658,0,0.077790082203053
0,1e-06,0.00288466879583712,-0.4729,0,0.0681173061556618
0,1e-06,0.0331933449639609,-0.2785,0,0.0554183005457781
0,0.0230140406183166,0.0276521570493064,-1.2186,0,0.154734337160105
0,1e-06,0.0248823190852994,0.7988,0,0.0668351288821766
0,1e-06,0.0861612961327244,0.5751,0,0.158170530483757
0,0.0100202439877795,0.037198732145762,-1.4871,0,0.155295125019537
0,1e-06,0.0684776064407578,1.7991,0,0.0625201847564147
0,1e-06,0.0476157621452303,0.4103,0,0.139646475457955
0,1e-06,0.0414861953589506,0.4685,0,0.0585081009979919
0,1e-06,0.0595822179037727,1.6099,0,0.108421545514076
0,1e-06,0.0136014684667309,-2.384,0,0.0534891326817797
0,1e-06,0.0377450573492988,-0.1915,0,0.0463261083133295
0,1e-06,0.0380370098887155,-1.284,0,0.0481824760945618
0,1e-06,0.0418815951611887,-1.6643,0,0.0541815810085607
0,0.0440564030158755,0.0943715412043488,1.5682,0,0.193989580450468
0,1e-06,0.0369641795832686,-0.53,0,0.0667954962137999
0,1e-06,0.0408490239987781,-0.7076,0,0.115698072115914
0,1e-06,0.0474957018497411,1.1651,0,0.0586680573249931
0,1e-06,0.0338483367722199,0.3677,0,0.0973769831724203
0,1e-06,0.0646220411361819,0.9635,0,0.168178876349741
0,1e-06,0.0241465344517749,-1.3479,0,0.104769896445304
0,1e-06,0.0451595355532915,0.774,0,0.192255240565643
0,1e-06,0.0484994099269605,-0.4591,0,0.105929625721877
0,1e-06,0.0316996337136147,-1.6673,0,0.051193748297921
0,0.0899571849342886,0.0665780897964649,0.9891,0,0.286267006657683
0,1e-06,0.0421838676123845,-0.8916,0,0.0739082190356599
0,1e-06,0.0140315315624372,-0.037,0,0.0683719053300571
0,1e-06,0.0450300494078346,0.4262,0,0.0551560589146638
0,1e-06,0.0316226308956202,-0.4052,0,0.155315801052064
0,1e-06,0.0128878056117548,-1.7726,0,0.0708349614591761
0,1e-06,0.0513924514015694,0.6884,0,0.107502240606452
0,1e-06,0.0349075252888688,-0.156,0,0.103412093253362
0,1e-06,0.0611914440171563,1.1252,0,0.0599944883849109
0,1e-06,0.0321933903574161,0.5521,0,0.0541924246374243
0,1e-06,0.0403843797498334,0.8267,0,0.131942549492148
0,1e-06,0.0618953023551038,1.1538,0,0.20285435703526
0,1e-06,0.0656115930372392,-0.198,0,0.0948992971925071
0,1e-06,0.0810641285277891,1.7178,0,0.148527174805902
0.05,0.0112066225022248,0.0271314249365943,0.2126,0,0.106022870205437
0.05,1e-06,0.103832616290402,1.0416,0,0.126635967934732
0.05,0.0144101138431825,0.0400889791548003,-0.0982,0,0.13951306562882
0.05,0.0338944383397562,0.0724006954090773,0.867,0,0.173308209379313
0.05,1e-06,0.0585034534326572,1.122,0,0.0561397021742971
0.05,1e-06,0.0686922527076325,2.4874,0,0.186135706787385
0.05,1e-06,0.0318209686534027,1.007,0,0.274019419458657
0.05,1e-06,0.0535648926800845,-0.1415,0,0.206323817137673
0.05,0.071125922931611,0.00660770929587167,-0.9573,0,0.276924003363334
0.05,0.0115087480185594,0.068751936112092,0.6668,0,0.16216879832217
0.05,1e-06,0.0214226795190713,1.0688,0,0.0825869851268427
0.05,1e-06,0.0628393114723098,0.4952,0,0.0654788698287364
0.05,1e-06,0.0454604435926352,1.1773,0,0.0809222091790009
0.05,0.178267807989326,0.0245234693592288,0.1727,0.0130284226671556,0.408841291537221
0.05,0.122002254031448,0.0277359644067122,0.2747,0.0207294396970162,0.330624223308084
0.05,0.0224858143344873,0.0411417571390333,0.6214,0,0.129496686934009
0.05,0.0430016925533481,0.0609938989110006,1.1314,0,0.169508550511138
0.05,1e-06,0.0349690718451875,-1.4523,0,0.234108149452698
0.05,0.156443297490309,0.0470705749561424,0.5365,0,0.40607607389584
0.05,0.00611240141210831,0.0211664254883349,0.1917,0,0.102418643584083
0.05,0.0194400056574021,0.0558862714243025,-0.2891,0,0.255439434068777
0.05,1e-06,0.0462838744308383,0.8712,0,0.0645001036260197
0.05,0.0479415399042317,0.0514572666339944,0.9189,0,0.256089207674281
0.05,0.0430637835178665,0.0587904456482697,1.6954,0,0.172833798953204
0.05,0.0233229747438066,0.0584919366559686,-0.1247,0,0.168625788952985
0.05,0.022800339390457,0.0333353249252895,-0.6391,0,0.132854035849894
0.05,0.156375231323699,0.0227817059610779,0.195,0.0352694152647057,0.395819173932014
0.05,0.0437000303434723,0.0503151187078061,0.3948,0,0.235032309795984
0.05,1e-06,0.071930496403009,0.2056,0,0.344232838028604
0.05,1e-06,0.0508364046394796,-0.7039,0,0.0895353445973298
0.05,1e-06,0.0381236876246027,0.3041,0,0.185914402743173
0.05,1e-06,0.040677731054094,-0.3557,0,0.101265017685029
0.05,1e-06,0.0968052958957407,1.4874,0,0.105913561245275
0.05,1e-06,0.0522933928941707,0.692,0,0.0661414353154577
0.05,0.121883757511765,0.0109590673968421,-1.0293,0.0019379380779528,0.335025851502295
0.05,1e-06,0.0392861009218799,-0.0998,0,0.1132930982982
0.05,1e-06,0.0483708981134522,0.7531,0,0.176804556267326
0.05,1e-06,0.0754889725293772,0.9013,0,0.081070574339528
0.05,1e-06,0.0284938672362057,-0.8841,0,0.219019059093506
0.05,1e-06,0.0144116934596477,-0.1561,0,0.10222559349795
0.05,0.0169076420849128,0.0314439482063138,0.4531,0,0.169381899321042
0.05,0.0712067543297465,0.00461029196147256,0.7988,0.00812171191712215,0.221181136129517
0.05,0.0533619556866368,0.044798458026884,-0.3315,0.00137286335901192,0.187342667924322
0.05,0.0946849791766952,0.00248145794233704,-1.4006,0,0.286502078307208
0.05,0.0286698140212878,0.00998026146942579,-1.6011,0,0.191731962109814
0.05,0.0180797570343997,0.0432245611848416,0.3837,0,0.160741185813235
0.05,0.0531510606450387,0.0812680366613936,1.1728,0,0.237170220308529
0.05,0.0224215145019532,0.0442779657555736,-0.2994,0,0.125031376834753
0.05,0.0559063866710023,0.0474474915404861,-0.3559,0.00581245429877386,0.178352522365573
0.05,0.0326915265635866,0.0699201957904808,1.11,0,0.163912623781661
0.1,1e-06,0.0668660541920175,-0.6953,0,0.075520817297906
0.1,0.0403253084935646,0.0577304815883187,1.0814,0,0.190333173930474
0.1,0.0846693716177708,0.0323973049321234,0.9327,0,0.257933771424533
0.1,0.107120815431466,0.0149450376026293,-0.7906,0,0.306997482649186
0.1,0.105245781666992,0.0426510488833276,0.8636,0.0216488783527379,0.264323405554137
0.1,0.126599916302853,0.0289553713880929,0.4672,0.026608813713505,0.317427074108634
0.1,1e-06,0.0203482674128879,-3.4506,0,0.172952571245395
0.1,1e-06,0.0635188554367775,0.4774,0,0.161229914885777
0.1,0.0375146601225581,0.0257659929783087,-0.9929,0,0.197114550939646
0.1,0.129401427904924,0.0398934850998594,-0.3296,0,0.393093338021468
0.1,0.0611229376824469,0.0924301458647229,0.4321,0.00582319854218421,0.19888179980737
0.1,0.0167359230767537,0.0942124420950212,1.5131,0,0.13551176629594
0.1,0.070892031886969,0.0616188798958951,1.2694,0,0.262879843779575
0.1,0.156357111606259,0.0456549855326593,0.8424,0.0150724275271837,0.343005761938697
0.1,0.131249347734695,0.0521499013608581,1.6509,0.0046391924689165,0.420206474481039
0.1,0.070042837753743,0.0229023221021741,-0.842,0,0.299572558610737
0.1,0.0255351580129619,0.0441145070746269,0.9373,0,0.195901584032934
0.1,0.0294218117215539,0.0199984950236725,0.2203,0,0.237200152230884
0.1,0.159156659890039,0.0220990205696768,-0.0521,0.042299816257972,0.356439724928982
0.1,0.155165927092259,0.00246982852197973,-0.6808,0.0428169745744251,0.356519412784856
0.1,0.151815666033836,0.00730166620077531,0.5953,0.0363572566853816,0.363168753307538
0.1,0.0914728519786166,0.0173357354292981,-1.1162,0.0136172840983076,0.296529275066128
0.1,0.0370311044806691,0.0237438729996357,-1.2791,0,0.146479919912051
0.1,1e-06,0.0468750830244128,0.5994,0,0.0778812312597528
