"Rsq","F","P","lambda.input","lambda.est","slope","beta"
6.31105896560929e-05,0.0645030934567896,0.799566273414346,0,1e-06,-0.0394917082237521,0
0.00752121492165987,7.74493295524664,0.00548560834788492,0,1e-06,0.410103532399904,0.25
0.00557090291868423,5.72535819758875,0.0169013436169567,0,0.0139035821215484,0.363450385023358,0.5
0.0240369903474266,25.1708352592328,6.18492980830609e-07,0,1e-06,0.74411099282988,0.75
0.0561820975515295,60.8359976524157,1.50990331349021e-14,0,0.00518837168668337,1.22989248720207,1
5.92327449994889e-06,0.00605362239621493,0.937998376389168,0,1e-06,0.0117983580404485,0
0.00137621346682696,1.40842846131268,0.235593243575677,0,0.00396868742309752,0.180724962996698,0.25
0.00811950932759608,8.36606689095963,0.00390399493998217,0,1e-06,0.436979956059467,0.5
0.0243012230998859,25.4544236357343,5.35834752568576e-07,0,1e-06,0.759476667106355,0.75
0.036824194429226,39.0731645136861,5.98581628707961e-10,0,0.0199245007259737,0.927182740780488,1
0.0010080201939565,1.03123614508253,0.310108852364957,0,0.00274663637215894,-0.143049004595732,0
5.05936005990166e-05,0.0517092759706506,0.82016073789053,0,1e-06,0.0317011080289915,0.25
0.00244810807150096,2.50810656499994,0.113571316491596,0,0.0219669564349644,0.234941470514282,0.5
0.028314261282887,29.7803846224144,6.07159382770561e-08,0,1e-06,0.761563495658399,0.75
0.0304169192067069,32.0612973194833,1.94043043855174e-08,0,1e-06,0.763477127783389,1
0.00472202717414352,4.8488079749948,0.027888017380576,0,1e-06,0.316581017236139,0
0.00511846699658719,5.25798609882747,0.0220486406980067,0,1e-06,0.342253021591965,0.25
0.00661846275042568,6.80913493687739,0.00920179971261925,0,1e-06,0.381626295371938,0.5
0.0385217206492022,40.9465292654009,2.37859509866212e-10,0,1e-06,0.910361974278699,0.75
0.0305619933628827,32.2190351554453,1.79355466034536e-08,0,1e-06,0.819525125645242,1
0.000321247791717115,0.328420747574804,0.566716556955081,0,1e-06,0.0862567327992723,0
0.0013924744810766,1.42509332574954,0.232843901674272,0,0.00462030503803458,0.182561189346686,0.25
0.00768599961378694,7.91593346685929,0.00499408329827933,0,1e-06,0.428644603468145,0.5
0.0251303764269495,26.3453123241334,3.41634156075799e-07,0,1e-06,0.793184757787998,0.75
0.0509062379330222,54.8166864507083,2.76223488526739e-13,0,1e-06,1.09022357594581,1
2.43528064500607e-05,0.0248891743132068,0.874674693813015,0,0.00136507814480128,0.0280376400223924,0
0.00923905113815722,9.53036176288915,0.00207547010788156,0,1e-06,0.551224186454164,0.25
0.00531682588081049,5.46284102473137,0.0196173492445721,0,1e-06,0.409423777377833,0.5
0.0234229179604992,24.5123734683976,8.632855188484e-07,0,1e-06,0.889642202236285,0.75
0.0247845898860327,25.9735957828694,4.12166422769644e-07,0,1e-06,0.914727121951346,1
0.00380179498332351,3.90026247125348,0.0485473715883655,0,0.00214414868495264,-0.330850067169417,0
0.00124625385592249,1.27526073936653,0.259047072528771,0,1e-06,0.186251467175307,0.25
0.0170664537645853,17.7447558018625,2.74909622115516e-05,0,1e-06,0.716232797415959,0.5
0.0319065709885271,33.6832319826523,8.64692895063968e-09,0,1e-06,0.950337762980893,0.75
0.0268065613320679,28.1509354593187,1.37574416081421e-07,0,1e-06,0.907302844081766,1
5.00955198939229e-05,0.0512001862315372,0.821033112446422,0,0.0228455550569803,0.0322291844725921,0
0.00650654054398663,6.69323423588049,0.00981509842736861,0,1e-06,0.370867646049572,0.25
0.00584692005312682,6.01069635534896,0.0143858967412334,0,1e-06,0.338060124871831,0.5
0.0383542572349453,40.7614250767715,2.60539145813254e-10,0,1e-06,0.895529064329615,0.75
0.0498269703442454,53.5935688579459,4.9871218266162e-13,0,0.00223174418204008,1.03825339770623,1
2.04616550072016e-05,0.0209122393163864,0.885046801957272,0,1e-06,0.0223752155372032,0
0.00111231052029473,1.13804721362952,0.28631727676146,0,1e-06,0.159001132490315,0.25
0.0179995346535069,18.7327043774804,1.65155867426492e-05,0,1e-06,0.642575742329397,0.5
0.0351213623819243,37.2005669468811,1.50976409152292e-09,0,0.00688656432614055,0.932100514996077,0.75
0.0523731879511049,56.4836256271604,1.23456800338317e-13,0,1e-06,1.07327724799878,1
1.8866459300827e-05,0.0192818851863474,0.889588746437776,0,1e-06,-0.019061216757211,0
0.00381441234580075,3.91325619013229,0.0481749137641185,0,1e-06,0.277142456067861,0.25
0.00482715131421293,4.9572781749829,0.0261984059798537,0,1e-06,0.297835208901544,0.5
0.0209399364793673,21.8583270621398,3.3283670393125e-06,0,1e-06,0.650331436411235,0.75
0.0411867459300744,43.9009934018561,5.57764945341432e-11,0,1e-06,0.902558161492959,1
1.08431105844729e-05,0.0110817791782884,0.91618220022323,0.05,1e-06,0.0165114971398761,0
0.00288859108060867,2.96069231379211,0.0856140863012105,0.05,1e-06,0.263341046707126,0.25
0.00803425165167657,8.27750877657341,0.00409740188339902,0.05,1e-06,0.452233824775473,0.5
0.0290045999131225,30.5281581236729,4.17500765070855e-08,0.05,0.00471484472846828,0.883884895252385,0.75
0.0265846512355957,27.911531903895,1.55177056093692e-07,0.05,1e-06,0.814332379497376,1
7.35591339866914e-05,0.0751829653282187,0.78399008618092,0.05,1e-06,-0.0441831843275182,0
0.00625438971658968,6.43221587517926,0.0113548177659037,0.05,1e-06,0.402852703500588,0.25
0.00216544177632797,2.21788419449701,0.136728415967336,0.05,1e-06,0.234235202088744,0.5
0.0247857155589755,25.974805440624,4.11914654385725e-07,0.05,0.00105774935075685,0.810975636357689,0.75
0.0299346478309256,31.5372670663882,2.52075580409183e-08,0.05,1e-06,0.904164893339363,1
6.11293943789744e-05,0.0624780603013001,0.802671518459061,0.05,1e-06,0.0336166261540101,0
0.0104924664290327,10.8370076292121,0.0010289765695608,0.05,1e-06,0.450828380838533,0.25
0.00749369536516629,7.71638087076708,0.00557237007993816,0.05,1e-06,0.373301710616237,0.5
0.0338936390312692,35.8545399237654,2.94068280837223e-09,0.05,1e-06,0.84755466751362,0.75
0.0581950602383847,63.150392456726,4.88498130835069e-15,0.05,0.000167794671504857,1.05707786619633,1
0.000774049578170805,0.791691477344643,0.373798541131968,0.05,1e-06,-0.121937435797846,0
0.00716068982345615,7.37100649073905,0.00674007476070027,0.05,0.0049494158719314,0.379651122165508,0.25
0.0203717785776013,21.2529174344103,4.53404752454034e-06,0.05,1e-06,0.648034101266507,0.5
0.0119639677449394,12.3752319107443,0.000454198697653396,0.05,1e-06,0.504586173990536,0.75
0.0400068182965396,42.590894475429,1.06028963386962e-10,0.05,1e-06,0.947119732709019,1
7.6598503688381e-05,0.0782896676409209,0.779685338806055,0.05,1e-06,-0.0394307183106684,0
0.0063617628540174,6.54334887059159,0.0106709850960638,0.05,1e-06,0.360404561176581,0.25
0.0233871335853553,24.4740278837215,8.80227427835223e-07,0.05,0.00727886665298778,0.691492856978176,0.5
0.0357131804491091,37.8506370500725,1.09470432718695e-09,0.05,1e-06,0.878500178320839,0.75
0.0481381470170324,51.6852168171587,1.25632837466583e-12,0.05,1e-06,0.984616522827537,1
0.000172571038886936,0.176398042935976,0.674575436145811,0.05,0.00461655827387671,-0.0581686967602452,0
