"AIC","F","P","lambda.input","lambda.est.y","slope","beta"
1433.55848627953,0.673400219434831,0.412252027703409,0,0.057823780079044,-0.14786242460225,0
1431.71853785339,5.11549175694572,0.024133352807195,0,1e-06,0.409690450276639,0.25
1515.88850623582,2.60046219249066,0.107451148735175,0,0.0300193721716052,0.315986131059517,0.5
1423.46833210528,18.8560443064309,1.70106153065674e-05,0,0.00190583717362022,0.780164586986856,0.75
1495.74457748271,36.3106323866032,3.22653059825484e-09,0,1e-06,1.16193946190571,1
1452.73388413843,0.239774295925862,0.624579728403615,0,1e-06,-0.128043031901489,0
1458.41821125585,3.49501488326517,0.062126657851292,0,0.0223800516139966,0.490521850061808,0.25
1445.32495830194,4.79500091464606,0.02899471923076,0,1e-06,0.568468942130322,0.5
1394.17991738988,7.25886537573625,0.00728776744765547,0,1e-06,0.665357951005017,0.75
1466.8193609268,18.7748763303613,1.77231844762371e-05,0,1e-06,1.14872758826742,1
1429.40239916139,0.349149389041836,0.554856802510882,0,1e-06,0.122961888406236,0
1453.66795431126,0.346529844740706,0.556344722788933,0,0.0146507321339159,0.12535061387153,0.25
1431.92018519057,2.90647334712124,0.0888336012995128,0,1e-06,0.355644327435582,0.5
1433.11711088318,19.3777723547148,1.30709861450029e-05,0,0.0329735450122833,0.917796225435471,0.75
1512.1735764711,24.2640246307088,1.13677940616341e-06,0,0.0443431536235174,1.1087100037274,1
1430.77448388709,0.0535750104592508,0.817048146176713,0,0.0211585228492218,0.0492075167119174,0
1466.38537697153,0.549977768302392,0.458668138363934,0,1e-06,0.163429877332765,0.25
1487.86175597349,0.000323427784067778,0.985658572570234,0,1e-06,-0.00404721261893681,0.5
1432.41381733343,13.8525923999716,0.000219721593281763,0,0.0567294934648604,0.791137127351231,0.75
1460.31973826123,33.500928660493,1.24526349232212e-08,0,1e-06,1.26798693265963,1
1404.90139164865,0.00231776892194474,0.961620954326987,0,1e-06,0.00978157057240447,0
1428.07840894774,2.47430114176042,0.116341001782378,0,1e-06,0.326911004260413,0.25
1440.4375764836,6.40305550014267,0.0116921395099623,0,1e-06,0.532278117370036,0.5
