"lambda.input","lambda.est","kappa","kappa.z","CI.lower","CI.upper"
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.05,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.1,NA,NA,NA,0,1
0.15,NA,NA,NA,0,1
0.15,NA,NA,NA,0,1
0.15,1e-06,0.196686587304285,1.16256344269858,0,0.271154675077285
0.15,0.107132159516181,0.189811366776123,0.944714924642649,0.012137907013023,0.281223740451624
0.15,1e-06,0.209097626074539,1.42558229997973,0,0.057159546701719
0.15,1e-06,0.172802825487643,0.538876210382033,0,0.493272600281531
0.15,0.190607916460136,0.155416136638238,0.0465401324900308,0,0.426644546774358
0.15,0.135911108558867,0.202938367127283,1.20311011443986,0.0360267280753254,0.31574775699448
0.15,0.18666317901617,0.150248771465591,-0.0945502642755416,0.0682847431053442,0.337056300691987
0.15,0.126760245656847,0.152662346715723,-0.108981369009007,0.0393595405934674,0.275859632646436
0.15,1e-06,0.151640154244406,-0.0386197995336341,0,0.0736008205210687
0.15,1e-06,0.141654253551588,-0.332778172165466,0,0.29391550473832
0.15,1e-06,0.141743652541482,-0.41284149031816,0,0.108405856751812
0.15,0.107548193521568,0.184936938972949,0.923284015950206,0.00580217582614079,0.308456410491851
0.15,0.0367876705580342,0.191575985961255,0.963274136891939,0.00211220507833157,0.193175843584386
0.15,0.179270405297217,0.163021380715552,0.274305577303049,0.0336860879172094,0.387576540126282
0.15,0.247331402975264,0.299129376391264,2.97523989675056,0.0965185660735698,0.426088858531257
0.15,0.168017839988146,0.243641469278124,2.11227657326207,0.0136275453745354,0.399906371822568
0.15,0.151931468086902,0.207060058591891,1.37577108330853,0.0474390973253315,0.340063074661988
0.15,0.0944454250885347,0.213859697274458,1.63077953223234,0.00769906228919349,0.334095455190436
0.15,0.256512511564409,0.196693818422415,1.17394806848455,0.0718124421941858,0.434935332139434
0.15,0.0242920546865325,0.168288107508931,0.420393738527738,0,0.171007911619469
0.15,0.145396893843267,0.194079914605416,1.02233855497462,0.0438743296990502,0.308553691934447
0.15,1e-06,0.230672430113719,1.92928442139386,0,0.499124470708569
0.15,0.0832536262475311,0.119095325339192,-1.1221079345933,0.00380348313186808,0.230512136588617
0.15,0.316908898126621,0.253377564323433,2.25461969553494,0.162872239748296,0.472321444845234
0.15,1e-06,0.200356944425678,1.27871616899628,0,0.364035232401113
0.15,0.144183763445631,0.208870259458914,1.39551809506976,0.0266832178434585,0.329732556533408
0.15,0.124211825923756,0.118813072668792,-1.13340199375429,0.0368984147411615,0.279674256766151
0.15,0.0330833381569491,0.194824669482892,1.10823095642118,0,0.20452052482582
0.15,0.0459662463329924,0.128855625646167,-0.852673363353334,0.00640950071001939,0.192665313385926
0.15,0.232158449411502,0.186072390017922,0.827887362187299,0.11076380268065,0.376640574675844
0.15,0.172329432098189,0.133776714269735,-0.624986905246668,0.0613647483061468,0.333734277589224
0.15,1e-06,0.176206244626685,0.636271058385723,0,0.313918615257715
0.15,1e-06,0.17572755202305,0.584685247570987,0,0.181516479046501
0.15,0.122598472625513,0.213313916871019,1.48886350626863,0.0312496763487418,0.292976027141955
0.15,0.173922761054816,0.160165275730892,0.172170480574469,0.0733420329655467,0.329162126992856
0.15,0.211211150292511,0.203636742114023,1.23108035378772,0.0467270853543412,0.397728585003093
0.15,0.44552938253841,0.182199201665443,0.786794590140606,0.281104394183383,0.581447271056305
0.15,0.108304212239144,0.122319774392179,-0.994544606117706,0.00797415631606541,0.328969620287341
0.15,0.0358623898719539,0.182640691971825,0.799922746281456,0.00335339734079546,0.152107920827819
0.15,0.189112857575499,0.209692382174773,1.45321025866154,0.0363506349528466,0.385118152688128
0.15,0.142958587382554,0.184067500425915,0.820514827094731,0.062704484709206,0.273315931090292
0.15,0.278710375500758,0.176887246281226,0.658359145967216,0.119239614179941,0.446361462479409
0.15,0.229175401647374,0.165768942684504,0.352668587960938,0.0931630880657513,0.382778215043173
0.15,0.334565333998534,0.331430608391549,3.34914880404663,0.17013621610759,0.499646259444802
