"AIC","F","P","lambda.input","lambda.est.y","slope","beta"
89.3349489139449,0.389394463230103,0.537334497583598,0,0.00717030704026324,0.431030374024456,0
87.3073104111341,2.64015404877944,0.114655002415812,0,1e-06,1.08993865982624,0.25
86.6941439258318,1.60352363920331,0.215149230489078,0,1e-06,0.84132588288838,0.5
69.7363864953124,9.0442266859918,0.00529101949533284,0,0.0410849863237127,1.51343869017094,0.75
108.49153465529,1.00007914716271,0.32528977967364,0,0.435699050789933,0.826437311671241,1
72.7854349296891,0.168566078862365,0.684307060849898,0,0.555991913960063,0.267207980748259,0
105.404578461259,7.02154824425295,0.0127270395889938,0,1e-06,-3.28098403960195,0.25
81.0148120929208,0.17775872902345,0.676312302390628,0,1e-06,-0.356613530130764,0.5
90.4014893267486,0.032453731248972,0.858246839944394,0,0.0109805875378854,-0.176249116114121,0.75
90.7971793008264,2.37128874577478,0.134067637355442,0,0.215290840747508,1.46457822075809,1
86.4217796746006,0.00234918558465357,0.961664194003766,0,1e-06,-0.0234694987173236,0
72.2887589994039,0.424925919519785,0.519452587108717,0,1e-06,0.25310293718297,0.25
92.4842863290759,3.61363104350351,0.0669531420535838,0,0.179716357353806,1.02040591322689,0.5
99.0396139523736,2.93020566971943,0.0972575573956207,0,1e-06,1.00952469957618,0.75
88.9655045554674,13.7343273919227,0.000850749515774574,0,1e-06,1.86728318601616,1
87.6960593589749,0.573468347639131,0.454791117431644,0,0.277587363985583,0.496213322062212,0
93.6491908368339,0.652020644163893,0.425747458490148,0,1e-06,0.598071750242738,0.25
95.8136985479891,3.38483652856731,0.0757128339303441,0,0.0238708166195471,1.40843061389804,0.5
95.6229696599754,6.38322635211946,0.0170305327243812,0,1e-06,1.92990756234157,0.75
91.9366753013923,3.69292022576712,0.0641883250177737,0,1e-06,1.38575579430793,1
86.7621817123977,0.149363741717575,0.701871795634153,0,1e-06,-0.25704601668785,0
92.8278230558255,0.596993296624546,0.445772557733712,0,1e-06,0.564980623162311,0.25
94.6826155797453,0.0412648060407246,0.840399175487848,0,1e-06,-0.152906193251898,0.5
91.5002195832476,3.71668382849173,0.0633848315102254,0,1e-06,1.38075846768665,0.75
94.7622915119242,0.0304082025504101,0.862738719780703,0,1e-06,0.131422951378964,1
94.7170894349222,0.0150516043568616,0.903174765914694,0,1e-06,0.0923975976565438,0
93.2513136288944,1.95154461627222,0.172669244257813,0,0.15275677421137,1.02957397446276,0.25
114.276477910809,1.32351922107707,0.259049421364943,0,1e-06,1.17614674336341,0.5
93.5352588126409,7.1017592247701,0.0122760695467212,0,1e-06,1.97030077360661,0.75
95.4410235424801,0.00369411457429491,0.951938140526476,0,1e-06,0.0462953074281023,1
93.2374044397841,0.0164071129689716,0.898932363759267,0,1e-06,-0.0942636839729152,0
83.0393199052432,0.578478618204618,0.452846035024963,0,0.149256530419609,0.47756208343912,0.25
87.0047167266377,0.631485965567106,0.43305272262342,0,1e-06,-0.530537496979395,0.5
82.9166271880357,0.784201390437173,0.382902647153274,0,0.25950429056822,0.553908748064613,0.75
89.914779530954,8.44898584669106,0.00680552198226669,0,1e-06,2.03087773005139,1
92.2373340987156,8.6132971914133,0.00634541036821812,0,0.273085268016383,-2.0053783056316,0
87.9993258780494,0.167921264694682,0.68487737095512,0,1e-06,-0.277866526840583,0.25
