"AIC","F","P","lambda.input","lambda.est.y","slope","beta"
2888.22997613897,0.00288400193772429,0.957182364179999,0,0.03000679235813,0.0016319006009384,0
2955.68209273717,64.3179662052018,2.88657986402541e-15,0,1e-06,0.252371795627811,0.25
2864.21754507101,278.4654170112,0,0,0.00975089307395769,0.501953102464355,0.5
2959.68163009722,520.927411739529,0,0,0.00820253890342031,0.71937248423958,0.75
2950.42153772881,972.731706905685,0,0,1e-06,0.97893906662202,1
2911.19644852864,0.690004861951879,0.406356734410057,0,1e-06,0.0252027620795759,0
2953.42358912888,36.6014055276435,2.03102512585929e-09,0,0.019212385640813,0.187398929279481,0.25
2920.78052042236,269.180533270435,0,0,1e-06,0.500122353732213,0.5
2895.90941331762,567.304785498683,0,0,0.0154844687985759,0.717407626263643,0.75
2894.5101874238,1210.12022947751,0,0,0.0441175003126082,1.04582576831439,1
2952.31368256855,0.00972803198797124,0.921450766388709,0,0.0186634037131282,0.00307931717893772,0
2868.79740205704,72.2258500675016,0,0,1e-06,0.254533045082333,0.25
2940.57642609615,269.116645172111,0,0,1e-06,0.50884958887706,0.5
2955.86724145524,622.536113804939,0,0,1e-06,0.779729491010309,0.75
2832.76093563398,1113.62514493637,0,0,1e-06,0.982031776154396,1
2960.07816775629,2.46029433970745,0.117066445690023,0,0.0160101856875432,-0.0507557682159192,0
2924.40475636908,26.3456701946168,3.41572454765071e-07,0,1e-06,0.163275253308283,0.25
2907.62582541541,258.39736378834,0,0,1e-06,0.507167804147264,0.5
2850.10211387938,584.72749630913,0,0,1e-06,0.741798652868036,0.75
2915.24152701092,999.264286624192,0,0,1e-06,1.00106617927736,1
2887.09736211413,0.854196905946573,0.355585919362199,0,1e-06,0.0288631330055987,0
2940.81939844226,57.6907112722888,6.90558721316847e-14,0,0.0192660331075729,0.243319621283525,0.25
2879.24074696747,322.516426964076,0,0,1e-06,0.558694423576915,0.5
2868.28175063295,656.683006290137,0,0,1e-06,0.792961979231483,0.75
2906.15760166497,953.087169913647,0,0,1e-06,0.973134027526182,1
2892.49090497627,0.0026958297804045,0.958601484116691,0,0.00269558719432673,-0.00156159914460541,0
2897.69352694342,99.6026961799996,0,0,1e-06,0.301042036627303,0.25
2878.93233875415,285.348048335895,0,0,1e-06,0.504894444533322,0.5
2924.03332621495,644.385177953702,0,0,0.00839285727639794,0.774743840810272,0.75
2899.34993693789,1152.60833089643,0,0,0.012713004235618,1.02319116710814,1
2861.20683549685,0.816855578819476,0.366314110961623,0,0.0137316997478139,-0.0269622785152554,0
2824.47853989005,60.7846631665193,1.55431223447522e-14,0,1e-06,0.22865124435855,0.25
2901.39227165669,273.717958034739,0,0,1e-06,0.503777037903657,0.5
2905.83520573989,622.702784443786,0,0,1e-06,0.761498909430259,0.75
2913.81613658467,1103.59517458195,0,0,1e-06,1.01771505100348,1
2974.85244083186,0.0913614817773591,0.762514897792189,0,0.0289067997951775,-0.0093756227564022,0
2930.0442762102,54.8552783860983,2.70894418008538e-13,0,0.00643456677017496,0.224817590272482,0.25
2913.53287857592,217.416034541205,0,0,1e-06,0.443350707417149,0.5
2901.46380907415,495.830363561093,0,0,1e-06,0.665593142543656,0.75
2932.36077109702,1138.94853141142,0,0,1e-06,1.02410921156959,1
2895.43787160534,0.0206091612241581,0.88587708814058,0,0.0125972831245952,-0.00437536002469935,0
2900.97728291289,33.3322453456076,1.0297734664988e-08,0,0.0110145157474881,0.176457685408299,0.25
2952.1343195519,196.884706926162,0,0,1e-06,0.44010089371579,0.5
2954.29691177049,519.702908999008,0,0,0.00387276766894288,0.715536609319609,0.75
2933.47852230287,1001.29845931537,0,0,1e-06,0.983494474729341,1
2904.68060879916,0.29425841493807,0.587622735305797,0,0.00477003111228615,-0.016490807490205,0
2864.52192333659,86.9947097760402,0,0,1e-06,0.277987734692454,0.25
2937.07995941868,246.694729721515,0,0,0.000670923106250992,0.48502833742105,0.5
2858.015134369,620.607901380897,0,0,0.0099902874700555,0.740276251410794,0.75
2905.88051795025,967.803322933506,0,0,1e-06,0.946113374710557,1
2864.389612189,0.161024041336255,0.688299337661284,0.05,0.050346377307076,0.0123321706958798,0
2890.23908569094,46.5674869747765,1.51434420558871e-11,0.05,0.0488569838753601,0.21239422707217,0.25
2940.46690975599,256.662265816843,0,0.05,0.0529474943542711,0.510931165310243,0.5
2810.57856033252,686.545597923356,0,0.05,1e-06,0.785318464616451,0.75
2984.02391487311,862.468030116292,0,0.05,0.0801985518520666,0.955557271728777,1
2963.58449138307,1.21122271662304,0.271349249157175,0.05,0.0155154548822791,-0.0360558548189523,0
2851.41587750805,76.2188231025069,0,0.05,0.0324001617518474,0.271392389375267,0.25
2918.32763637111,304.948580983067,0,0.05,0.0481374217510711,0.561517544895549,0.5
2935.87639891026,578.689638097555,0,0.05,0.0484697407316564,0.780192949599946,0.75
2902.35043492832,905.223599753769,0,0.05,0.0476364810736704,0.959904315057954,1
2907.45452007583,0.00782617305220973,0.929523907931095,0.05,0.0843950896358077,-0.00279076601776633,0
