"Rsq","F","P","lambda.input","lambda.est","slope","beta"
2.62100486024345e-05,0.0033025526839731,0.954263559317279,0,1e-06,-0.00569224410341895,0
0.0437568635398356,5.76565163795972,0.0178034853111133,0,1e-06,0.229284996813975,0.25
0.138137136478488,20.1949520428026,1.56407149081161e-05,0,1e-06,0.392135852811549,0.5
0.366539781788498,72.9075183848888,3.73034936274053e-14,0,1e-06,0.811110653054986,0.75
0.444305837417335,100.743429181256,0,0,1e-06,0.866472482269812,1
0.000675301651143839,0.0851455069455515,0.770921687622223,0,1e-06,0.0243518886013177,0
0.037973511269344,4.97352461287262,0.0275083410527168,0,1e-06,0.191072533102766,0.25
0.223619702440486,36.2915990991404,1.73680083648264e-08,0,1e-06,0.523118172017772,0.5
0.393876252695592,81.8783425997664,2.22044604925031e-15,0,1e-06,0.787904647381022,0.75
0.540550365517801,148.241158428611,0,0,1e-06,1.0687853575444,1
0.00485406113883644,0.614594985126819,0.434534218676603,0,0.0657640055056734,0.0730101628153988,0
0.0381117104325157,4.99234221538995,0.0272224057010784,0,0.0657640055056734,0.187428506460296,0.25
0.273687975280872,47.4791600741094,2.36833441746853e-10,0,0.0657640055056734,0.593125136965706,0.5
0.468674535967295,111.142784469001,0,0,0.0657640055056734,0.913823965173629,0.75
0.540557363619026,148.245335592928,0,0,0.0657640055056734,1.03999974708185,1
0.0266786602279459,3.45364994207199,0.0654458455877207,0,1e-06,-0.15346012273705,0
0.0445700698888439,5.87780289166886,0.0167521061953992,0,1e-06,0.217598034700345,0.25
0.139835001105281,20.4835236982504,1.37371080151105e-05,0,1e-06,0.466706945563821,0.5
0.29162502077771,51.8718951060819,4.75526285015349e-11,0,1e-06,0.659530079881878,0.75
0.480658778792766,116.615057027645,0,0,1e-06,1.01720496053627,1
0.00248396226935139,0.313758610488413,0.57637739965465,0,1e-06,0.060867733685073,0
0.0433325929232763,5.70721513866201,0.018378445352865,0,1e-06,0.242035308479152,0.25
0.104207918333891,14.6576398461227,0.00020209483123601,0,1e-06,0.434697792911832,0.5
0.241471469875632,40.1110887672757,3.86910214977831e-09,0,1e-06,0.703532993145612,0.75
0.372723843850817,74.8684672051107,1.99840144432528e-14,0,1e-06,0.967130474874421,1
0.0105574150879452,1.34442798537859,0.248447146785485,0,0.0130467754273922,0.0923025085330768,0
0.0556555912733109,7.42589719982845,0.007343904487076,0,0.0130467754273922,0.233680078726974,0.25
0.222702996531025,36.100200358008,1.87444770816114e-08,0,0.0130467754273922,0.501157346604339,0.5
0.33534933461748,63.5732699334385,8.03579425223688e-13,0,0.0130467754273922,0.769858335007982,0.75
0.495515296705254,123.759802779162,0,0,0.0130467754273922,0.974689250999381,1
0.00746115694471105,0.947172779797419,0.332304669710716,0,1e-06,-0.0773946655074214,0
0.137349400414976,20.0614529922219,1.66103568914888e-05,0,1e-06,0.350149930628607,0.25
0.256586089637611,43.4883539892053,1.05797126614959e-09,0,1e-06,0.505278434118208,0.5
0.427167263780627,93.9594960853403,0,0,1e-06,0.775969580862728,0.75
0.539881038592255,147.842224659684,0,0,1e-06,0.957369587641993,1
0.00783912063474656,0.99553330565702,0.320306039248961,0,1e-06,-0.080231974179587,0
0.0842785071165123,11.5964209415271,0.000886963794509477,0,1e-06,0.279533879755493,0.25
0.134903700474066,19.6485249897001,2.0015873849033e-05,0,1e-06,0.41444862432777,0.5
0.412702406548039,88.5419994987708,4.44089209850063e-16,0,1e-06,0.746269233230128,0.75
0.492119831030549,122.090017485165,0,0,1e-06,0.977044555680987,1
9.60315196029203e-05,0.0121011335602127,0.912580305522639,0,0.0125659934587792,-0.011810265547737,0
0.0140653549447799,1.7975174439103,0.182425086510303,0,0.0125659934587792,0.121484809127323,0.25
