"lambda.in","beta.in","coef.(Intercept)","coef.x","aic","log.lik","Pval.(Intercept)","Pval.x","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0,0,0.967635717446293,-0.0899519090198968,1427.55497995224,-711.777489976118,0,0.296368747350944,1e-06,NA,0.0349346510430446,1.13041587744996e-05,0.0297518568510928,0.994111337011769
0,0.25,0.980554045431665,0.301927411911365,1494.09587372373,-745.047936861863,0,0.00107533010861038,0.0176898421715049,NA,0.102035247976923,0.151962642338755,0.024455336821027,0.34224782005388
0,0.5,0.967884903291081,0.471349275329906,1478.97185517409,-737.485927587047,0,2.75632999979791e-07,1e-06,NA,0.0442940781818623,7.86419987796337e-06,0.0228364422104026,0.0677282515089677
0,0.75,1.00600327520416,0.808308038755078,1424.04852482859,-710.024262414293,0,0,0.0307766307406585,0.00287356074647566,0.102494521979585,0.788006171920712,0.0258700538363263,0.539077820822143
0,1,0.937248449114429,1.07822178007502,1483.82596666822,-739.912983334111,0,0,0.0057064045650426,NA,0.0818752578937419,0.0385272254964129,0.0194301585729924,-0.418797622916793
0.05,0,0.818232921500526,0.227819181278304,1456.77772218586,-726.388861092932,0,0.0103642230079297,1e-06,NA,0.033638185360481,1.36462097370664e-05,0.0232453461750569,-1.1166347095551
0.05,0.25,1.0443072104865,0.384163311042101,1464.93509581363,-730.467547906813,7.19424519957101e-13,1.98151297050586e-05,0.080257571258215,0.0125983117491918,0.211683089530474,1.62209239129041,0.0524025845651414,1.80764448995991
0.05,0.5,1.14664401385037,0.51058409408819,1533.06029993236,-764.530149966179,0,1.31307703377104e-07,1e-06,NA,0.0278158620887705,1.54880349816434e-05,0.0208657653003939,-1.61476123064643
0.05,0.75,0.847772099791515,0.687932017630741,1417.9776994533,-706.98884972665,0,5.10702591327572e-15,1e-06,NA,0.0469912796222938,9.15974269499709e-06,0.0308860202656625,-0.175589432794987
0.05,1,1.10138395285979,1.00321577857302,1424.15375783568,-710.076878917842,2.68740585340765e-12,0,0.107510858350763,0.0317857153118619,0.238451719498526,2.19999218437722,0.0300134637683827,-0.248698376663739
0.1,0,0.655449614749194,0.0371534524521866,1414.93526394152,-705.46763197076,0,0.662216011749293,1e-06,NA,0.100671253341932,4.9783260864785e-06,0.0277042242509569,0.795046905346861
0.1,0.25,0.960342339397916,0.303748956216074,1423.01643588997,-709.508217944987,9.68558566682987e-13,0.000432203645484686,0.0972001707817003,0.0228617054094685,0.239028850047056,2.27142798819126,0.0272827124032916,0.871657255606416
0.1,0.5,1.09073199516416,0.5179268153318,1470.73335605411,-733.366678027053,1.77635683940025e-14,1.40625826539065e-08,0.0984996108334963,0.0384267006047376,0.20992141114632,3.59565774694729,0.0343677345268784,1.5631880495025
0.1,0.75,0.940093045142768,0.658794251826024,1392.76541037444,-694.382705187221,6.70663524715565e-12,1.50990331349021e-14,0.11017402084445,0.0358969286554213,0.237721585708735,3.04563039494049,0.0237539434260777,0.341324612791976
0.1,1,1.13802971519889,0.936518365776578,1447.0044292241,-721.502214612049,1.77635683940025e-15,0,0.105711414548748,0.0170015874565461,0.255838045808076,1.74405147324326,0.0203746718095935,-0.134295685135012
0.15,0,1.11662927543509,0.053506676592308,1400.33696581561,-698.168482907804,0,0.523477528463387,0.00771621278530736,NA,0.118971559043381,0.0307057876614771,0.00211325775202879,-2.35374426250936
0.15,0.25,1.11073978419142,0.274184693094168,1437.93231943093,-716.966159715464,0,0.00168831657064672,0.065331700211728,0.0145162387303523,0.175671436607304,2.01867384770844,0.0206449516938701,0.600994088310383
0.15,0.5,0.835463612528686,0.60234774775322,1380.24201221981,-688.121006109907,1.33029649354022e-05,6.37490060739765e-13,0.196431253430429,0.0931584618871948,0.34729672208246,6.97649329847474,0.0444859019511549,1.54971852136243
0.15,0.75,1.0058675664671,0.840788281619069,1370.89309317794,-683.446546588968,1.10480513626499e-10,0,0.127612742130045,0.0353487581780902,0.28711032582528,2.84835314818279,0.0126891415118009,-0.046915416532122
0.15,1,1.06582360183573,0.87670880055627,1402.54661146795,-699.273305733974,6.46712558394213e-07,0,0.231042653537215,0.123289908762079,0.373617764935969,8.71382842827652,0.0182064044148085,0.375904966144463
0.2,0,0.704438699154861,0.0459093190716128,1430.71420162603,-713.357100813015,0.000211754521114216,0.593818623679669,0.222638683307646,0.110958291479169,0.374095255798886,5.81315277721634,0.0289366100843416,0.677313062776386
0.2,0.25,1.26903081709229,0.0682139287583183,1378.33514256433,-687.167571282167,2.90494295285271e-10,0.40307965937984,0.269153410981898,0.117518891640118,0.439798456143628,4.67079307743623,0.0231977190760809,0.111170139378043
0.2,0.5,0.945276786114625,0.482147515453734,1436.96288865748,-716.48144432874,1.86243389599383e-08,4.48997909963111e-08,0.165048048935269,0.0694353763606945,0.31262949762772,4.66452428075338,0.0418268446335318,1.78730521686404
0.2,0.75,1.1298441239062,0.649758576430146,1368.04068006333,-682.020340031663,0,9.32587340685131e-15,0.0728882220494355,0.0112635699663299,0.190433307629061,1.2969100685151,0.0343133325686863,1.18638416320667
0.2,1,1.24166859763684,1.00410511353093,1387.97875752594,-691.989378762969,3.44955175535233e-10,0,0.255504202100247,0.148866330815843,0.391622459058012,8.34795438697453,0.0189034837607362,-0.472763747001143
0.25,0,0.842871061158998,0.0602324669422796,1434.65329527392,-715.326647636959,1.10818083638442e-05,0.480862485286524,0.269830991842709,0.154549924002945,0.411189928592014,6.54466612298007,0.0273312220023189,0.563719402226421
0.25,0.25,0.824881155033202,0.0501507524083907,1400.56342342263,-698.281711711315,9.62243640767468e-07,0.545236225788546,0.220902049264987,0.111915058307684,0.364579150890764,6.946019288435,0.0185940603819461,-0.220878218125628
0.25,0.5,0.848055321453401,0.371943393337107,1382.49697599548,-689.248487997738,2.45266104759168e-07,6.17532453262015e-06,0.217199577294729,0.107940855423808,0.360740866025005,5.31146993551878,0.0203811808260703,-0.0133027855122761
0.25,0.75,0.903022130481571,0.496719599729775,1428.39467453399,-712.197337266997,1.49088194989488e-06,8.81709150135634e-09,0.260689428747803,0.139606479763695,0.406302257875185,5.24295474803023,0.0261979404949264,0.476324879927741
0.25,1,1.14005077993687,0.900639595488125,1378.74675039595,-687.373375197975,0,0,0.0652929557851233,0.0110378364458608,0.181040894138255,1.47520585620638,0.0308772952976114,0.832472437787174
0.3,0,1.45216393923133,-0.0011241321221712,1350.02870102788,-673.014350513939,1.87161397491309e-12,0.98858596890914,0.253425219932939,0.136521934987361,0.397229365825549,5.80308455787211,0.053187811194657,1.50538100663308
0.3,0.25,0.889999476113636,0.283442081705753,1371.98013798474,-683.990068992371,1.09154235627962e-05,0.000454808613957081,0.24129821459039,0.133121895137436,0.374975407774463,5.17332509481942,0.0162572779659745,-0.989258777368313
0.3,0.5,0.973745361442238,0.473436163897523,1353.50338412191,-674.751692060957,7.30759214473409e-07,3.76578768168656e-09,0.234976609841569,0.126817535709024,0.371583240862566,5.65464896009911,0.0202938740574136,-0.619338004820341
0.3,0.75,0.659538044967995,0.75398026090462,1325.36870450945,-660.684352254723,0.006880475053475,0,0.371754028487689,0.244095344851747,0.505854988939139,6.93101759691868,0.0346366593599184,0.610476913266374
0.3,1,1.19526252904276,1.22967315563978,1366.15849676705,-681.079248383525,1.16478689582422e-07,0,0.297311834116111,0.185837822569744,0.426227438453116,8.30619823285799,0.0642433970992326,1.98975863370718
0.35,0,1.01723164915015,-0.0317885054837416,1398.04786822727,-697.023934113635,1.30550492638548e-08,0.698906019578307,0.348674472435518,0.203894419872113,0.502817248929049,7.5897584593513,0.0604513531273717,1.96082178991769
0.35,0.25,0.938029941158264,0.268185418161689,1377.13440704948,-686.56720352474,4.0827230485263e-10,0.00100761092789359,0.255415909245849,0.135590338365846,0.399434290138314,5.80184442826473,0.0333645970560145,-0.283175976154532
0.35,0.5,1.00618435810781,0.465800077083697,1357.03711340545,-676.518556702723,9.18916942538317e-10,7.11501835226613e-09,0.319086276678051,0.167694274457387,0.480133387582752,4.42998147138779,0.0321681056218102,-0.409297135837081
0.35,0.75,0.731441718149836,0.754186653356122,1359.86280293134,-677.931401465669,6.23849205716454e-06,0,0.313478113945534,0.165581298910511,0.477834395588127,6.2738351525543,0.0603426557612127,1.87406097214259
0.35,1,1.02105955153419,1.01993762476443,1333.80227452543,-664.901137262717,1.08676623256088e-10,0,0.308588949389917,0.174547729995703,0.458596324717519,6.15730366754221,0.0546045359540116,1.52475977627977
0.4,0,1.42262952222181,-0.0992742274394843,1301.05223030585,-648.526115152924,1.73672187742113e-10,0.182363435296999,0.358269034509038,0.224493250004162,0.504866142187808,8.70227347752496,0.0108282734839703,-1.20411288950971
0.4,0.25,1.22961369451649,0.255427147311342,1303.55352507882,-649.776762539409,4.29516195055157e-07,0.000617573899503565,0.414273193509712,0.271080652388921,0.560468378527125,9.14032539591079,0.0587279589776679,2.27903850344765
0.4,0.5,1.23099737538903,0.502153889941646,1331.90790400346,-663.953952001731,3.51133344622667e-10,1.82098780499018e-10,0.272806701031942,0.124922820638829,0.443799907307446,4.06634949789204,0.0341944117981061,1.26416829656186
0.4,0.75,0.69420642234461,0.937903699033312,1374.2152694904,-685.107634745199,0.00702894281166788,0,0.412532848182782,0.265643243918164,0.565261829620114,9.33290963642443,0.0517148129164968,2.01809340579633
0.4,1,0.751389052735871,0.984025739984405,1331.3077230496,-663.653861524802,0.0053441381259911,0,0.468713229924694,0.326900152191072,0.60963117982859,10.763192795254,0.049616822396844,1.91690890322853
