"lambda.in","beta.in","coef..Intercept.","coef.x","aic","log.lik","Pval..Intercept.","Pval.x","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0.3,0,1.24197719659161,0.0610732601902764,2757.18595455894,-1376.59297727947,8.88178419700125e-16,0.28664690499357,0.256218916772753,0.162683355939311,0.363475086002825,7.62474197771228,0.0037654552131661,0.564723103078691
0.3,0.25,0.902864416498071,0.239534068938436,2834.55494426205,-1415.27747213103,2.38113339268153e-07,5.72634469511168e-05,0.30381191539198,0.218994777422473,0.399603157273812,16.1423732854905,0.020484593592487,1.63947150560456
0.3,0.5,1.19043318992,0.410394930190816,2715.32804327591,-1355.66402163796,1.14552811680824e-12,4.31654711974261e-13,0.308891965556106,0.216049107066095,0.411950256213259,9.43075081637323,0.0197710616630444,1.68851012659271
0.3,0.75,0.734110699013376,0.786437954412774,2739.15113852246,-1367.57556926123,7.18356252282781e-06,0,0.294210550947684,0.189975362900229,0.411434002420231,7.90045289594207,0.000397481115997499,-0.831607879773013
0.3,1,0.965390305013804,0.980714246634449,2788.34466437008,-1392.17233218504,9.90556414670607e-09,0,0.295300279974843,0.207082493497125,0.395775577844821,11.5129162977697,0.00138249280997166,-0.078396420505162
0.35,0,0.893615174018764,-0.117535647718082,2699.84311001158,-1347.92155500579,4.80870695551694e-06,0.0335193250091617,0.379165049719654,0.278335037312671,0.484099762068308,12.7583142386192,0.038752059045647,1.12525499502778
0.35,0.25,1.02392187335518,0.269212846968002,2673.40242711375,-1334.70121355687,1.02903863208326e-09,1.08303251278308e-06,0.298593080178906,0.200951520720089,0.408081184171995,11.8274858263096,0.0303935744207502,-0.307744335803308
0.35,0.5,1.07477091715729,0.506736988580708,2642.28478458459,-1319.1423922923,3.68514561088773e-08,0,0.394096399691086,0.29562892707474,0.498849682207593,16.90099028541,0.0675936796616988,4.20412355473131
0.35,0.75,0.964850004490564,0.775486251801562,2696.91721898291,-1346.45860949146,1.39197396720192e-07,0,0.34161146060006,0.225516239963239,0.465055226320702,10.0584267245768,0.044857934114878,1.92735547417553
0.35,1,1.06232181410125,1.02060633714595,2696.24270769691,-1346.12135384845,3.32796457058748e-10,0,0.296722934309561,0.206760113370056,0.399155743704014,12.5133228879624,0.0343495322033388,0.420412130817781
0.4,0,0.677952138076169,0.00889748771160068,2625.19638435405,-1310.59819217703,0.00137555251610544,0.867049267990907,0.363896595096463,0.256279576875964,0.477299133759358,11.7297315142352,0.0398115688496136,1.65246092702806
0.4,0.25,1.19456842551344,0.326311636205476,2612.41705158441,-1304.2085257922,3.3664182552684e-11,1.21333609826024e-09,0.278753863114778,0.189065746979358,0.381985811871986,12.4281045918854,0.0407579339546302,1.74080769463268
0.4,0.5,0.804288937032695,0.526286593268336,2626.99202057507,-1311.49601028753,0.000290524567028827,0,0.389438637015256,0.282250123959663,0.501776589574224,13.6599921020289,0.0488747300194057,2.37998655592451
0.4,0.75,1.31363114511336,0.806747665592264,2657.98400701786,-1326.99200350893,2.53968180485842e-07,0,0.461348017800791,0.34604722165966,0.571648448954733,12.1769417988371,0.0390453382750475,1.57028676537153
0.4,1,1.06170573474317,1.03553613019863,2667.88593134463,-1331.94296567232,3.63919039523264e-05,0,0.465323632765137,0.356148819182701,0.569506835453245,12.8684320589551,0.0380202339907654,1.60781072927292
0.45,0,0.847674299062925,0.0249268488566215,2604.4634974223,-1300.23174871115,0.000279435044280518,0.633661794546594,0.457735407309074,0.359545924514815,0.554208995111221,19.9428223247286,0.0613129408812137,3.99609278893429
0.45,0.25,0.953765060866067,0.304740553017156,2541.97733336418,-1268.98866668209,5.86364678678564e-06,3.06186809240216e-09,0.411533656887626,0.308274121257486,0.514322721615533,14.0769190666959,0.045242217672237,2.55379587113074
0.45,0.5,0.632638420937119,0.496580799459818,2597.97616669903,-1296.98808334951,0.00470413455761154,0,0.434433454507062,0.334762133739474,0.533908553728825,19.7000217071806,0.0451705178735401,2.49619814063912
0.45,0.75,0.899513046081307,0.714557935288112,2529.53924109425,-1262.76962054713,2.51923599614567e-05,0,0.424421025212707,0.318212359515779,0.528864396923322,12.6751041733839,0.0414307868527437,2.19956741264698
0.45,1,0.862029825307224,1.00090248404444,2595.40486593334,-1295.70243296667,0.000309001357826855,0,0.475938450246597,0.364000657720824,0.584013033858132,20.697429309574,0.0597014737167894,4.16293762647462
0.5,0,1.34229258420484,-0.0452307882691263,2461.76291525404,-1228.88145762702,7.8518493484836e-08,0.350041389414463,0.484709406608767,0.373685508270481,0.589823179874443,12.6301661663593,0.0548249266286329,2.59619266105604
0.5,0.25,1.20999142533502,0.209326350432638,2415.80249906044,-1205.90124953022,5.03763397530221e-06,9.33321885021599e-06,0.539336421266568,0.443522143769061,0.628318607830685,17.2502074940795,0.0714672749658601,4.65513245122325
0.5,0.5,0.902892559376961,0.425547093381215,2472.9478611208,-1234.4739305604,0.000668108418418356,0,0.523004876920306,0.425275058267496,0.614420996942748,17.0085301936927,0.0696092700155948,4.2739387977925
0.5,0.75,0.724780501100974,0.705552965882762,2503.69252654541,-1249.84626327271,0.000463001381966421,0,0.358509734269188,0.249630987391288,0.475423976460148,11.3618465804898,0.060153232628374,3.21575304178562
0.5,1,0.79510178873812,0.94874990237684,2437.56027920236,-1216.78013960118,0.00231695340813842,0,0.523827468623826,0.421312418667109,0.618985013688343,15.5938451074572,0.0486613938649605,1.88064257421662
0.55,0,0.796348898373415,0.0569923895747039,2401.95551399381,-1198.97775699691,0.00197047260721406,0.229554415055934,0.507068789591566,0.413054305313161,0.597692832828354,16.2818877457462,0.0516544730062051,2.66651876086573
0.55,0.25,0.859567540038156,0.259454726022994,2428.37706977991,-1212.18853488996,0.00409943601431406,5.77228309595057e-08,0.600277958495873,0.512889898311025,0.680175201045464,19.0206519631767,0.0434421194528237,2.12872848363175
0.55,0.5,1.22250399572727,0.545846519440232,2387.70432693737,-1191.85216346868,4.08517338046366e-06,0,0.530290807547218,0.429479564873472,0.623930115790261,14.9695350837217,0.0437940296655425,2.17964367132571
0.55,0.75,1.32139090182465,0.743632759631475,2464.19634234636,-1230.09817117318,3.81862800580279e-06,0,0.555358104233032,0.452441575014449,0.647781780940937,10.9672874118201,0.0382137224456968,1.64568954650577
0.55,1,1.05521742174633,0.895464578645668,2468.92373914718,-1232.46186957359,0.000307978092794592,0,0.570231493241936,0.476626404845586,0.656174317648831,21.1948785420686,0.0525151785259857,2.59726233177158
0.6,0,1.16641551736905,0.0355071611070673,2364.32337373591,-1180.16168686796,1.15892092700243e-06,0.440588106437321,0.587529195675302,0.497789574011172,0.670669736961268,21.4731947005621,0.0888586499453268,3.95314637953822
0.6,0.25,1.1684689053846,0.235724030095591,2342.00081445682,-1169.00040722841,5.58444565035288e-07,2.81369942234377e-07,0.57660097955803,0.490546499879513,0.65701248639672,22.7318058344655,0.0823861503164535,3.47306529531175
0.6,0.5,0.776041654196742,0.474830772017571,2316.09364184942,-1156.04682092471,0.00196613503758014,0,0.634171366204678,0.549866712116707,0.709391760323662,23.4339519720636,0.074233178098473,3.23913971855965
0.6,0.75,1.07352974571745,0.813191852950142,2424.83824177348,-1210.41912088674,9.08619786743614e-06,0,0.574229560334135,0.478122895599237,0.661711763870717,20.0053798199934,0.0690334003163769,2.89108884411403
0.6,1,1.25448094890303,1.00409812816524,2329.35100160247,-1162.67550080124,6.05612409998457e-07,0,0.629360212403849,0.541105162383426,0.707845782861167,27.1507433560457,0.0963399785696429,4.28907999118122
0.65,0,1.23464646775313,-0.062694055525624,2298.01802461569,-1147.00901230784,2.1874719353665e-05,0.143702258603859,0.719076582103564,0.64154268620132,0.78423426361115,22.8006461842621,0.0923004238463685,2.92472560550146
0.65,0.25,1.34595080650419,0.251367176252497,2333.24147817931,-1164.62073908966,2.92399963797152e-07,1.96993252821187e-08,0.639683155979299,0.556830815227528,0.713097296406409,20.2862045528733,0.110635143493396,3.3002094102336
0.65,0.5,1.07873889962998,0.489984694364024,2341.53530689291,-1168.76765344646,8.45204080250905e-05,0,0.668248925911621,0.587427558583537,0.738400823252368,17.5097885212715,0.0508897097815234,1.39235614040067
0.65,0.75,1.10244840869992,0.781926179032244,2322.04533715113,-1159.02266857557,3.48839352470875e-06,0,0.577276518083217,0.492835791177208,0.655683884311737,17.8817866237469,0.0361514748809511,0.495598155234277
0.65,1,0.659244114789716,0.961384266207964,2301.43795530721,-1148.7189776536,0.0083098567258646,0,0.620142144299403,0.528766120894529,0.70098799032679,16.3075971307578,0.0272590689315554,-0.223405448593239
0.7,0,0.93891199984742,0.0575819980633232,2238.53060807358,-1117.26530403679,0.000178671503371142,0.173821031414576,0.672911815640347,0.596079080312945,0.739802870627793,23.2930434906629,0.0637565638395889,4.0421184136623
0.7,0.25,0.901751867923982,0.249625282077086,2238.04443693259,-1117.0222184663,0.00144267398496734,2.62014454577297e-09,0.747793952369062,0.682332654590229,0.8032418580451,22.1529483560442,0.0562972971068626,3.3536122001894
0.7,0.5,0.726537018368321,0.545311271123875,2196.26174901943,-1096.13087450971,0.00229823548436325,0,0.654925163187925,0.568359532117864,0.730408158213573,21.3457526447559,0.021334650932594,0.174425332880202
0.7,0.75,0.862545359122667,0.725455791707566,2154.2415019541,-1075.12075097705,0.000961889537621552,0,0.724582703377821,0.651024706432792,0.785532745785437,22.1179967682841,0.0389964994805403,2.21645936365283
0.7,1,1.0544641258211,0.92949927515341,2188.30118424728,-1092.15059212364,1.39283983684457e-05,0,0.667497595979717,0.587779851339963,0.736990202664451,25.8548003373407,0.0381345582306355,2.14399473953848
0.75,0,0.764451826497961,0.0438787108439932,2152.76456387732,-1074.38228193866,0.000591087478133634,0.262885390320871,0.752904518627454,0.689758529537435,0.806691073756055,29.5635867109394,0.145299350766729,5.79629587015398
0.75,0.25,1.17099569841289,0.188911271404321,2105.42102348501,-1050.7105117425,2.00941793870868e-07,7.9193497315444e-07,0.771972506874112,0.71280877245004,0.82119273067745,24.6184865017694,0.088850079259265,4.19632754747915
0.75,0.5,1.04188649128324,0.44473105001386,2179.83342327175,-1087.91671163587,1.20012291726646e-06,0,0.720203146018431,0.652155191991371,0.778527427949179,22.7904940018428,0.0941825269596436,4.39441813717077
0.75,0.75,1.02361274999158,0.723698397708427,2225.86916813863,-1110.93458406931,1.26550126553493e-05,0,0.761898739873758,0.70443121703802,0.810886824187059,24.5230760467772,0.076086824809001,3.58243762392768
0.75,1,0.928058264809496,0.992279038214532,2231.70837231598,-1113.85418615799,9.37653110162362e-05,0,0.768710678607484,0.713856156628762,0.815797439453847,28.0054807705725,0.0692322404960898,3.17775527033106
0.8,0,0.991829618688771,-0.0622192564548062,1874.73019604527,-935.365098022633,0.00365235115523599,0.0694152795785421,0.830646557958779,0.775297449944306,0.874539052693037,24.7993110846157,0.125651369264001,6.35991733531774
0.8,0.25,0.993999088128183,0.251819599786063,1956.56983145864,-976.284915729321,0.00303054439027162,4.86277684785819e-12,0.802229013284081,0.743870838014661,0.849391637501004,20.3300936122315,0.0435038759632004,2.14859638328916
0.8,0.5,1.11493397101464,0.482149335124673,1975.75311001685,-985.876555008423,0.000453357374891272,0,0.768711732136763,0.707855842821829,0.819353382517359,22.9945747083244,0.0657599955972335,3.78755256390499
0.8,0.75,0.716432360621437,0.757808084927038,1862.01185919507,-929.005929597533,0.0264613906214803,0,0.806898519925613,0.750513004181013,0.852492545518158,33.9009601913001,0.100068462651265,5.41476546217057
0.8,1,1.58298369550497,0.935865371647455,1923.52915392795,-959.764576963977,1.58079863865623e-06,0,0.800152867345165,0.748052087472977,0.843390138360089,32.8829178734704,0.0914005682451889,5.29425390295362
0.85,0,0.618533546047989,0.0259875898215704,1798.71119055463,-897.355595277315,0.032063850260645,0.428586412165948,0.814844867200547,0.758162278228058,0.861049986641731,24.7738530057584,0.101236583750683,5.51352353055728
0.85,0.25,0.464765093887243,0.24647962943246,1871.39569585308,-933.69784792654,0.151724212333161,3.01980662698043e-13,0.854442207247832,0.813243735101947,0.887824266547886,27.6391843302302,0.0882013832769076,4.9894345243627
0.85,0.5,1.16592919146495,0.504478848653009,1827.23149715764,-911.615748578822,0.00015954041602706,0,0.840335961437764,0.79346323084457,0.878203213375354,29.6051977273036,0.0925452626246815,4.97532487153304
0.85,0.75,0.927198816385161,0.669609840079185,1802.27449395048,-899.137246975242,0.00309644000810305,0,0.853678177103148,0.813563111826736,0.886443007550214,30.6096802223946,0.0781809225231386,4.60943899352413
0.85,1,1.00689777347322,1.03528423546189,1844.11381979382,-920.056909896908,0.00206805605788629,0,0.863299757267824,0.823442686841114,0.89545355180057,33.0620967381142,0.0668459182769963,4.12574499505544
0.9,0,0.834623334814713,-0.0249956288355479,1779.73646673194,-887.868233365968,0.00947338615089643,0.422395897381393,0.897285479346778,0.86404227737701,0.923429105195733,33.3178492404895,0.276110687052026,4.36860648385125
0.9,0.25,0.947674464032276,0.201258681359766,1608.92194602864,-802.460973014319,0.00203833743192061,2.05835348765504e-12,0.911358543806706,0.879644439844042,0.935699328226853,30.1573729094191,0.148792698124751,3.48010884354352
0.9,0.5,0.838155809109297,0.504675741485188,1681.95375470867,-838.976877354336,0.00871692574592009,0,0.912937097265403,0.886108170191959,0.93407019874475,35.3115047605007,0.205438162898317,4.02187532164352
0.9,0.75,1.97835249112647,0.731536019522323,1638.88321998124,-817.441609990618,4.43374892356019e-10,0,0.914986837683589,0.887632236947049,0.936221912040548,30.6144792326487,0.114348472755693,3.06294787044003
0.9,1,0.944178337659832,0.957442140168191,1730.00617469666,-863.00308734833,0.00142842133027532,0,0.87233351970408,0.829753145696013,0.906023160843813,30.7133371204905,0.11349809735133,3.12486662938456
0.95,0,0.676509090662431,-0.0389968198118424,1355.0959006874,-675.547950343702,0.0148438952552046,0.106818659248461,0.94052187441854,0.918710469681845,0.957020039998609,32.4611368466526,0.276105983028851,8.62571741055087
0.95,0.25,0.686368225733123,0.241912430812325,1340.17544360865,-668.087721804327,0.0225698597910435,0,0.964362503361286,0.949440590166326,0.97536099210949,42.3766862885678,0.565592444001967,11.2849912140141
0.95,0.5,0.83802858901138,0.466664796771291,1438.47143805048,-717.23571902524,0.00586365910365938,0,0.954742164948431,0.938403079341552,0.967105770834799,41.4147234346878,0.278603254094616,9.36206505019757
0.95,0.75,1.52534471935325,0.724298482839763,1370.51754366401,-683.258771832007,1.38791994785947e-07,0,0.949050794286215,0.930068872933973,0.963303884212514,31.0967702503322,0.122891455852901,5.74199834443734
0.95,1,0.83836971086582,0.985325113836859,1444.00641123342,-720.003205616709,0.00593930466158543,0,0.954537585700122,0.937381289369327,0.967461733464366,34.4871458192183,0.10904926274704,5.49548716311746
1,0,1.331938161712,-0.00781257831682046,845.254293533756,-420.627146766878,6.50647273214844e-05,0.107239718876004,1,0.999786265476301,NA,41.3157576628186,0.815268274274696,6.78024199337107
1,0.25,0.682267837535988,0.250740431853402,817.797025733223,-406.898512866611,0.0375970259447558,0,1,0.999886750905754,NA,40.6381314742195,0.211782319194167,4.60782785428339
1,0.5,0.810447125591236,0.502652361705809,754.005853774762,-375.002926887381,0.0108764957749223,0,1,0.999686780745903,NA,41.868683054679,0.0766817325918876,3.16263277369747
1,0.75,0.964121559682909,0.743717006386492,854.707017869531,-425.353508934766,0.00394059972166083,0,1,0.999862356655518,NA,45.9403414954055,0.0642381882039121,2.74208365659333
1,1,1.1457907341325,0.999190869434439,818.638602550849,-407.319301275425,0.000494527479101725,0,1,0.999784168144256,NA,41.959277799985,0.0275418793623923,1.3735487909909
0,0,0.951517976625651,0.170891803796803,2951.72489055274,-1473.86244527637,0,0.00752022677609188,0.0262173441154324,NA,0.0851342000450768,0.451020971288322,0.0267516395098555,-0.175161572488128
0,0.25,1.0596495412751,0.261173364233009,2879.85111407845,-1437.92555703923,0,2.46895075033393e-05,0.0119023809908733,NA,0.0821054561683809,0.126429171317055,0.0396720194194877,0.96143847577838
0,0.5,0.921378601015322,0.481553880759782,2906.02300182696,-1451.01150091348,0,2.93098878501041e-14,1e-06,NA,0.0252127081712273,1.58005156762895e-05,0.0291135277255044,0.136383041446358
0,0.75,0.913274244150104,0.899680763300204,2944.75112403473,-1470.37556201736,0,0,0.00294805098614291,NA,0.0394216291367552,0.0182019551065958,0.0380740965232235,0.878539146150594
0,1,1.04140754304602,0.948341847311167,2974.55705596195,-1485.27852798097,0,0,0.0189552703402433,NA,0.0638337803736623,0.452445224791487,0.0390519359691339,0.925495110997171
0.05,0,1.0173262720872,-0.0689408374391889,2840.00665176999,-1418.00332588499,0,0.25421880425572,0.0179471074356613,NA,0.082925235265327,0.366016184924296,0.0126393160777055,-0.376630183094092
0.05,0.25,1.24080220229726,0.108116184535219,2947.65343351386,-1471.82671675693,0,0.0896417152392686,0.0511483006867895,0.0118225521355368,0.131611257292411,1.95852872349908,0.0115780630969399,-0.582897968390602
0.05,0.5,0.905688293613429,0.521325046431667,2900.88528981969,-1448.44264490985,1.27871047084227e-11,0,0.0750096474643184,0.0116156840621302,0.175632224757175,1.41634529541688,0.0129915833199586,-0.236218741768222
0.05,0.75,1.1329659929795,0.756657731797068,2936.07933119112,-1466.03966559556,4.44089209850063e-16,0,0.078301399474774,0.03139760437502,0.157124164688058,2.99855288873605,0.0263281674217067,1.57207076272843
0.05,1,1.15897256022798,1.06190803382496,2822.13410675393,-1409.06705337696,0,0,0.0124835152318151,NA,0.0735195810505634,0.283654149235866,0.0213188093420318,1.02295958118811
0.1,0,1.10117948048166,-0.0806436411308406,2917.77269684943,-1456.88634842472,0,0.198000617509293,0.112223553354797,0.0483591016570823,0.205964596927987,2.86101757564684,0.0220669022805039,-0.744875347728739
0.1,0.25,1.08514670032028,0.160024736676065,2821.23366041088,-1408.61683020544,0,0.00759256139531028,0.0758106139838772,0.0274151018905863,0.157876904168454,2.53300216524803,0.0222408772312851,-0.603916425687374
0.1,0.5,1.02128593098172,0.506028428909558,2852.345698473,-1424.1728492365,0,2.22044604925031e-16,0.0846114899333632,0.0287133171320262,0.185187766943728,4.2406797589373,0.0314782774016865,1.17379773841969
0.1,0.75,1.01513605608537,0.840556383596657,2867.04891300845,-1431.52445650423,0,0,0.0622482993288734,0.0156279272390028,0.14270001370728,1.39946255292565,0.0222781062143062,-0.636226651299528
0.1,1,1.1693136890105,0.993670878204318,2871.3740016646,-1433.6870008323,0,0,0.0384684402836935,0.000714453229832141,0.136973916599725,0.906071294838735,0.0244551890757515,-0.176030222920317
0.15,0,1.00239360700679,0.0237358576352965,2799.86179480812,-1397.93089740406,0,0.686687893078417,0.136560527090146,0.0790521591570455,0.215624939485893,5.78885521808896,0.016467904383089,-0.139217834525736
0.15,0.25,0.981468975334901,0.272212390500505,2807.20370685921,-1401.6018534296,0,4.57428314470931e-06,0.12931344964499,0.0589522387508915,0.227211607575774,3.28407031392159,0.0214109051633886,0.603772800046433
0.15,0.5,1.04622158419528,0.404402992732884,2819.72408036418,-1407.86204018209,7.98028310100563e-13,1.24520393995908e-11,0.225282839411207,0.152018543054517,0.31642298482547,13.1711874568753,0.0119872814095429,-1.03683342619309
0.15,0.75,0.952334855746188,0.730808917836729,2830.87768160894,-1413.43884080447,1.90079063600024e-10,0,0.234318388758195,0.140121160353033,0.34587284142912,7.76248738991924,0.0255589797827398,1.1093802337017
0.15,1,0.868776746191057,0.959476543915403,2817.83759420601,-1406.91879710301,0,0,0.108733593637135,0.0385123469058665,0.219855372619567,3.44272413381509,0.0262842736997325,1.15892196813822
0.2,0,0.924480823132559,-0.0833421635344918,2871.39027389267,-1433.69513694633,1.46976434578505e-07,0.169824782355334,0.250952510084267,0.160389524947305,0.358652389986732,10.5133329765835,0.0184025447782495,0.537343010237554
0.2,0.25,0.87880126873738,0.301752181060419,2822.44218627568,-1409.22109313784,1.93713713958488e-08,4.52734935985077e-07,0.209431549887662,0.130241390172541,0.310887048076403,13.2253814897294,0.0362191302610685,1.79098641833431
0.2,0.5,1.08510412827311,0.451403317731342,2827.74338602008,-1411.87169301004,5.09451147934215e-10,6.48370246381091e-14,0.256180619229266,0.165152917301322,0.362025107347457,8.71781652154975,0.0235619541531825,0.97176827754709
0.2,0.75,0.993244110556976,0.753343873149769,2862.82589680578,-1429.41294840289,0,0,0.0867262056017065,0.0386815365534355,0.172777209221486,4.93506169869274,0.0224814434792525,0.860271782631977
0.2,1,0.86430947003216,1.01646312934981,2808.09591598211,-1402.04795799105,3.80898755647507e-07,0,0.250257417563474,0.149020848945248,0.369706073057335,7.8145677961424,0.0228883156626775,0.914929239224881
0.25,0,0.907549277142327,0.00606768499368153,2755.9033585852,-1375.9516792926,4.00044906134767e-06,0.915403487272757,0.330274926653181,0.207921169748136,0.456554268028929,7.55723327766127,0.0630908796636662,2.74424707722527
0.25,0.25,1.00825529996557,0.286540769585912,2724.94329928692,-1360.47164964346,1.78483254842376e-08,4.51217192054543e-07,0.287239322404291,0.187557394126659,0.399524404476844,9.52735159951458,0.0412838365948111,0.62613865060169
0.25,0.5,1.054667683115,0.564519632046493,2753.02456054706,-1374.51228027353,2.53130849614536e-14,0,0.169900867278583,0.0922456269700848,0.26950280597791,4.69163990924099,0.04675888894191,1.17406932341105
0.25,0.75,1.19087289878455,0.811947305484843,2713.81678945715,-1354.90839472857,1.19904086659517e-14,0,0.218442847038337,0.130021909102166,0.324703353064004,6.47848166501712,0.0403231581353299,0.495868556090326
