"lambda.in","beta.in","coef.(Intercept)","coef.x","aic","log.lik","Pval.(Intercept)","Pval.x","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0,0,1.10539644040855,-0.314376572571039,190.364433714932,-93.1822168574662,1.45684442731664e-07,0.237530038907849,1e-06,NA,0.236205851881062,3.44677741403603e-06,0.119547918435696,-0.250764636699619
0,0.25,1.16242294810527,0.22325676186269,159.249060963159,-77.6245304815794,4.77404782373014e-11,0.284286664332193,1e-06,NA,0.247428860586198,4.73847554072184e-06,0.143449797436415,0.400083220963639
0,0.5,1.6054569583238,-0.111980127278727,203.83056613923,-99.9152830696151,1.05928155136326e-10,0.703462092439515,1e-06,NA,0.245878747454952,4.96975507394691e-06,0.186382339697514,1.45127776494797
0,0.75,1.10716411817473,0.713840041426981,170.893234656222,-83.4466173281108,3.43994117635305e-08,0.00236060242090774,0.0422026984429724,NA,0.459767135832281,0.119402446183111,0.129741380737749,0.00733017396804588
0,1,1.02899131545711,0.894891116784014,143.760612948086,-69.8803064740432,4.91624518872413e-11,7.58568893566292e-06,1e-06,NA,0.220034830189154,5.04637014592093e-06,0.120472689746661,-0.197978006633266
0.05,0,0.825208607957858,0.501215842618434,194.431015067301,-95.2155075336503,6.39161242328434e-05,0.0702462127926458,1e-06,NA,0.261542102416145,2.33601545599287e-06,0.092649989845088,0.635132122062434
0.05,0.25,0.88500928787738,0.595984541933895,180.143951928775,-88.0719759643876,2.9361453757204e-06,0.0171644394230899,1e-06,NA,0.154148380916507,5.34451288496492e-06,0.03118735242735,-1.90847238304774
0.05,0.5,0.915350152480359,0.736498751945503,190.34186859194,-93.1709342959701,6.90209885290116e-06,0.0069049142484785,1e-06,NA,0.402301660864285,3.28637331774002e-06,0.0572422640713192,-0.466934306138697
0.05,0.75,0.929435607388474,1.18309141659911,165.385910082218,-80.6929550411091,8.76624830503658e-08,9.04705529380934e-07,1e-06,NA,0.222290011434879,2.9778470985405e-06,0.0328594875813476,-1.64189273780302
0.05,1,1.24434071195459,1.0305153654675,195.431295458021,-95.7156477290106,3.67705450421418e-06,0.000315516328650123,0.117478329095642,NA,0.554262094062228,0.447689764469085,0.0767166503155935,0.231851152974028
0.1,0,1.36484844764952,-0.0214793645933793,176.226343954118,-86.113171977059,1.94404492503963e-11,0.927780667465234,1e-06,NA,0.13040249957788,6.32595975943642e-06,0.0551208610300341,-0.331131110274111
0.1,0.25,1.25506935884712,0.116371655887455,190.027796786268,-93.0138983931339,5.77635406173727e-09,0.659551113508647,1e-06,NA,0.264501859205664,4.20455743993483e-06,0.0346885237057321,-1.63095170548336
0.1,0.5,0.861491419756118,0.623105502839332,179.987193818658,-87.9935969093292,4.76726481091205e-06,0.0127976707439461,1e-06,NA,0.252339307817744,4.80991387410927e-06,0.12823342217321,2.25059295082237
0.1,0.75,1.14043751498356,0.390719131705855,176.713297907914,-86.3566489539569,0.000143255796369868,0.102750136473731,0.198931376274393,NA,0.534955976093632,1.17279059737809,0.0522435243511369,-0.43008799825269
0.1,1,1.05878803257272,1.54118406830692,185.134012473034,-90.5670062365168,0.0199666092973083,4.71366869980727e-08,0.483255944466546,0.0382424821091556,0.867959871870306,1.98014394183456,0.0814522239337865,0.842020783511949
0.15,0,0.632071953089457,-0.05099829190009,178.112895660261,-87.0564478301305,0.0109933229149699,0.829984283957991,0.11578396614962,NA,0.536568405985136,0.481081265792875,0.04551731042559,0.0416001467335446
0.15,0.25,0.641540829150473,0.467129709908315,165.396985878807,-80.6984929394033,0.0962195782904129,0.0269708583630481,0.503644132958447,0.0908392161855939,0.8454402460603,2.53098262710438,0.0390390686661572,-0.29111677032648
0.15,0.5,0.851089041171887,0.74894802446163,181.070098719126,-88.5350493595629,6.9465930372381e-06,0.00331200581221558,1e-06,NA,0.668208932007078,1.19209289550781e-06,0.0502546251489484,0.272849376260821
0.15,0.75,0.690124701501226,1.14097966372616,176.078402539479,-86.0392012697396,0.000106747133020502,8.9877776918712e-06,1e-06,NA,0.4246965488477,4.00372877687136e-06,0.0906986285393156,1.56369107881563
0.15,1,0.611315943769018,0.877504829114624,187.14265150363,-91.5713257518152,0.00760746766982789,0.00105761666247162,0.0528932698403363,NA,0.369833577962307,0.178488275755487,0.0644349844164811,0.781414885248043
0.2,0,0.734499144047743,0.172021755105346,171.924844661727,-83.9624223308636,0.00900936962346721,0.441535449070106,0.266499267408645,0.0262415123862781,0.662407264769967,1.92813230818808,0.209303552297292,1.46685297872094
0.2,0.25,0.628622726436422,0.565458931920003,189.99638032761,-92.9981901638051,0.00124890729888993,0.0353439773493411,1e-06,NA,0.179426430957491,4.86572542952503e-06,0.0593611323019689,-3.10547029097809
0.2,0.5,1.32384059967278,0.423729907068887,184.615340550311,-90.3076702751556,7.16672598155554e-07,0.0937478061813004,0.117928686204907,NA,0.547194940754819,0.389351384914749,0.126180639134437,-0.362497343045651
0.2,0.75,1.19056751673001,0.724907544455779,183.424396008009,-89.7121980040045,2.17814233538505e-06,0.00470039277186873,0.0960973061926567,NA,0.526132852098037,0.454718641722059,0.106064806265194,-1.07154079935044
0.2,1,1.05717422202464,0.941936304387644,171.565824852529,-83.7829124262643,1.16047824527676e-06,9.63539347504927e-05,0.0690940858495313,NA,0.50191469309944,0.230192100071653,0.19798653811159,1.33395615387606
0.25,0,1.02082911129067,-0.170596828974812,179.575982586493,-87.7879912932464,7.60530865395737e-07,0.482361922192415,0.0220759716402361,NA,0.549333395515969,0.071340819526427,0.168819298947149,1.60086949015655
0.25,0.25,0.65030708660273,0.614722536576879,173.893723589151,-84.9468617945757,0.000190599018333071,0.0101347304443673,1e-06,NA,0.388806904198512,4.7144222100461e-06,0.0408199618409839,-0.0172260184569772
0.25,0.5,0.751199428315614,0.479155903341036,174.123015311308,-85.0615076556542,0.0083938313111469,0.0394063063467489,0.214672093533081,NA,0.618607363803879,0.419580509711657,0.0311759604584813,-0.210042910472842
0.25,0.75,0.706957876024187,0.700981765039308,186.026926557457,-91.0134632787283,0.0701297123307034,0.00609353126315826,0.374858116463135,0.026188545241099,0.805827473793959,2.22312896612153,0.205468932939271,1.83429732982575
0.25,1,1.0041007742253,1.07810878678725,158.745012214771,-77.3725061073855,7.58425369373761e-06,1.59310376979249e-06,0.122149854661368,NA,0.556004592671947,0.278856793774917,0.0129253186506116,-1.33927686315491
0.3,0,1.5746265221209,0.182853704532734,171.654510775776,-83.827255387888,5.80466422817061e-06,0.414805421091605,0.188385694452613,NA,0.578632990418281,0.656040422009291,0.0655314814187681,1.47141929427858
0.3,0.25,1.13488455478125,0.187339306618397,164.806844997031,-80.4034224985153,3.79238418446448e-10,0.38884304340186,1e-06,NA,0.539536493787053,3.20316048682795e-06,0.0537351243663263,1.03840976018337
0.3,0.5,0.452475444647302,0.198165560844976,174.422769580556,-85.2113847902782,0.00780709687905357,0.397752531494248,1e-06,NA,0.705932069866278,2.02304872852291e-06,0.01751134491186,-0.410467513624975
0.3,0.75,0.107743174137242,0.711083978544187,165.389565475288,-80.694782737644,0.811405093773693,0.00110773439942458,0.434540913193114,0.0849329738784115,0.761142654529945,2.15692783686173,0.0369764966934333,0.647867323452082
0.3,1,1.15905768766281,0.556364165438138,153.996067949173,-74.9980339745865,1.38995481790971e-11,0.00672343003087938,1e-06,NA,0.476986908668088,5.36309331855869e-06,0.0326388533053156,0.481433892972837
0.35,0,1.21043590696992,0.216367925869923,165.918002296042,-80.9590011480209,4.58919229839871e-05,0.308773073597056,0.2807701481056,0.0778538945798902,0.589232393174136,3.16679921311132,0.0587509511853366,1.27997839966705
0.35,0.25,0.529295610869679,0.279008759164987,152.105973402599,-74.0529867012993,0.000302102508312085,0.158517202763373,1e-06,NA,0.428613891286894,4.75942248765877e-06,0.0256406722343563,0.269625486549033
0.35,0.5,0.694541612671608,0.367661747142255,144.934414683776,-70.4672073418878,1.54582211564502e-06,0.0510994291959141,1e-06,NA,0.527038553647516,4.43484192794282e-06,0.0154173820042182,-0.178038548069629
0.35,0.75,1.49150549439102,0.724517115405708,163.457516367563,-79.7287581837816,2.42028619368284e-14,0.00121382601727071,1e-06,NA,0.55702336543119,4.62618062780672e-06,0.00764957447190538,-0.98444354060871
0.35,1,0.761895346563225,1.37079538007203,163.499715512578,-79.7498577562892,0.00562235468550343,9.90992443661298e-09,0.265927523597421,0.0268395113337977,0.733473188361056,2.18456632872186,0.0296435143620858,0.538078276041396
0.4,0,0.496625425151564,0.261202473365459,158.278633413938,-77.1393167069688,0.0583299800442438,0.201962130566382,0.348029718890946,0.041725705344067,0.74580444750643,2.15112841322169,0.052677702981824,0.0677266718442675
0.4,0.25,0.84693557429842,0.150672128894645,155.348235482128,-75.6741177410638,3.78753135747978e-05,0.452754880597193,0.138536178520683,NA,0.53018782734303,0.612163166808672,0.0699649974116242,0.555019881428063
0.4,0.5,1.29526149328773,0.223569623654286,158.771796184771,-77.3858980923853,1.46604266904049e-06,0.27687768799306,0.295418738944579,0.0405321674075344,0.630075783338521,2.03117981147652,0.0589612388074385,0.181208008263724
0.4,0.75,1.27965768998346,0.881571350089577,187.046360691333,-91.5231803456667,0.00012958286965592,0.000945466227239233,0.32351969459005,0.0185568474503382,0.636255077822548,1.62406083933133,0.0360837776287843,-0.487788021061603
0.4,1,0.481096983643647,1.44546760049701,171.523884420832,-83.7619422104161,0.00399057340965348,2.78812724019417e-08,1e-06,NA,0.388263677377791,1.68587394043576e-07,0.0832393267326411,0.780620810384862
0.45,0,1.05168090092461,0.121231600938868,159.471552083324,-77.7357760416618,1.03695940723014e-09,0.560346999848869,1e-06,NA,0.520900171447844,3.057898363681e-06,0.124706332781529,0.597168373112776
