"","lambda_input","K","mu","sd"
"296",0.25,0.953879968310663,1.08101055234025e-18,0.0424359311216252
"297",0.25,0.977982382872836,3.00267165867724e-18,0.0438678566479296
"298",0.25,1.0065640594957,-7.44395423936655e-19,0.042669535879976
"299",0.25,1.03062296360146,7.31060584248031e-19,0.0447662628391019
"300",0.25,0.937069913940932,-7.84450764979364e-19,0.0426958217848697
"301",0.3,0.968220487436459,5.09101021430904e-18,0.0523447115988826
"302",0.3,1.04540492433871,-4.64201160149669e-18,0.0541374186424618
"303",0.3,0.917120374306293,4.84197575155269e-18,0.0538440015836207
"304",0.3,1.01777209700192,5.50411495894854e-18,0.0548771228233135
"305",0.3,1.10922553858049,3.80891573435651e-18,0.0554624544673187
"306",0.3,0.91302696296544,1.88835831194979e-18,0.053954245643537
"307",0.3,0.957885827545249,5.49229715526844e-18,0.0534435916890535
"308",0.3,0.95695081899287,6.62437362993276e-18,0.0567604779933254
"309",0.3,1.33030222712562,4.58942949019703e-18,0.05390520420738
"310",0.3,1.00957862686115,4.06624603779826e-18,0.0516581805131299
"311",0.3,0.991938597641807,-4.41443417736019e-18,0.0546161732039798
"312",0.3,1.16143990516541,2.38856345455545e-18,0.052965770932499
"313",0.3,1.0373369871998,5.91790071807763e-18,0.0536965826627248
"314",0.3,0.904747994575562,-3.76478362373867e-18,0.0554105471525153
"315",0.3,1.19472584109831,-5.02717103514037e-18,0.0518948347876307
"316",0.3,1.02981367368743,-3.71848310877585e-18,0.0538822222609175
"317",0.3,0.902441706264073,4.94196290877838e-18,0.0536057359902936
"318",0.3,0.89357878866156,-2.43132675993053e-18,0.0546271228082433
"319",0.3,0.954684574743644,-6.82579467665804e-18,0.0538017460733751
"320",0.3,1.00732050681051,-4.21396858379941e-18,0.0532513215742518
"321",0.3,0.93838516514702,-1.56815275283335e-18,0.0521109679640879
"322",0.3,0.965275138952046,-5.50144511109879e-18,0.0541949421762925
"323",0.3,0.954665069302253,4.70898988476787e-18,0.0526668297771308
"324",0.3,0.973436570381407,-4.19528642511477e-18,0.054467881531628
"325",0.3,0.957953820122419,5.1703975302575e-18,0.0553247061771982
"326",0.3,0.963067121615982,-6.80178976293286e-18,0.0537637584798371
"327",0.3,0.943487625333302,2.97982802712274e-18,0.0528065508094319
"328",0.3,0.969744274741649,3.35605295723879e-18,0.0541845093738131
"329",0.3,1.0244293728692,9.92133079250751e-19,0.0547147392353917
"330",0.3,0.928747416630332,4.72693851292019e-18,0.0514153479647103
"331",0.3,1.09548341043197,1.55237676419074e-18,0.055194643650971
"332",0.3,0.930786985168887,-6.15352495521304e-19,0.0545520938252258
"333",0.3,0.96787288305981,2.21875452445465e-18,0.0514885841431772
"334",0.3,1.30405115207637,-3.19455426738349e-18,0.0559866138095176
"335",0.3,1.09295078213592,3.72199406034222e-18,0.0547332308469159
"336",0.3,0.911083216122274,-6.05934166774194e-18,0.0533655933750627
"337",0.3,1.00014998641783,6.95907361684262e-18,0.0543340237836906
"338",0.3,0.952888763985691,-3.52544599416249e-18,0.0543202468276398
"339",0.3,0.964655226618737,6.35238118617404e-18,0.0529778512126941
"340",0.3,1.06606297443096,-6.33909970956109e-18,0.0545773728329173
"341",0.3,0.95782662542298,6.57828995540444e-18,0.055381347744633
"342",0.3,1.02773550454873,3.20753674136606e-18,0.0539028633502183
"343",0.3,1.14619434242739,-2.66940739261298e-18,0.0539267706418044
"344",0.3,0.874159266946081,5.06765582188734e-18,0.053741984757241
"345",0.3,1.05697999813731,-1.36117516997408e-18,0.0550152167280142
"346",0.3,0.963325094402585,-5.7445367906972e-18,0.0523266227870139
"347",0.3,0.997867791701283,3.82843984379072e-18,0.0538459135957677
"348",0.3,1.06926724696757,-2.31639794151528e-18,0.0561767299513393
"349",0.3,1.03946303403476,-5.78274125887104e-18,0.0528118387000578
"350",0.3,0.996308265486606,5.00002532324677e-18,0.0509940220595015
"351",0.35,0.93393996319654,8.56860901134703e-18,0.0703291972426264
"352",0.35,0.889741580448968,-7.07751253979129e-18,0.0680111055969322
"353",0.35,0.903465242789594,-2.56993184328744e-18,0.064704496328161
"354",0.35,1.05097024326097,-9.39399518460129e-18,0.0663164862822278
"355",0.35,1.03469501346122,1.07084886747863e-17,0.065713732226438
"356",0.35,1.01021641807333,1.77611289391144e-18,0.0663454525706265
"357",0.35,0.940460112158792,-9.2807146923014e-18,0.0649112938360971
"358",0.35,0.958100973030626,1.75742395896322e-18,0.0612168964151519
"359",0.35,0.931214906749329,2.00750874257416e-18,0.0702146810695701
"360",0.35,1.00821006097332,9.64124071377304e-18,0.0627164969669032
"361",0.35,0.999326785804707,8.49281311509492e-18,0.0697457519180525
"362",0.35,1.16694695957106,9.9807179665054e-18,0.0645427746500188
"363",0.35,1.00951711973863,1.09950297564471e-17,0.0680290809803936
"364",0.35,0.88785224890031,7.88917000303646e-18,0.0669795243825407
"365",0.35,0.943257084297738,8.09584604216651e-18,0.0609929509314794
"366",0.35,1.044454326171,-1.11747904766452e-17,0.064707840386863
"367",0.35,1.08479556748737,3.95663658629176e-18,0.066646844772996
"368",0.35,0.953334106307753,-1.86545792918782e-18,0.0669237726185001
"369",0.35,0.955997456594402,8.05464635961206e-18,0.0661467029369835
"370",0.35,0.906844231689078,6.30980592211325e-18,0.0674187901774036
"371",0.35,1.25830202972857,1.12007232373583e-17,0.0674151742685859
"372",0.35,1.0091610133805,-2.98223360069294e-19,0.0671839335943874
"373",0.35,0.988270898310861,3.65733580031356e-19,0.066109765682619
"374",0.35,0.892532235333389,-2.45610416770362e-18,0.0685241154137746
"375",0.35,0.912936482136854,-1.27224619728139e-17,0.0654782467016161
"376",0.35,0.886379571335471,-5.85789859816003e-18,0.0651370378176207
"377",0.35,1.02252177150543,-3.06175644191296e-18,0.0690417990638827
"378",0.35,1.14363902541982,6.73499274471238e-18,0.0681546878188858
"379",0.35,0.96709224235307,-4.62493541728004e-18,0.066587485147691
"380",0.35,1.04059678762939,-1.09862204020374e-17,0.0678661632656506
"381",0.35,0.952665996350878,5.28347642871595e-18,0.0669711466055533
"382",0.35,1.01333257418969,-8.58166348313011e-18,0.0654655140595782
"383",0.35,1.02503101334176,-6.37654534209331e-18,0.0644179367038396
"384",0.35,1.15284402601691,1.20115264678762e-17,0.0657521775636606
"385",0.35,0.869442763804844,7.0911768752964e-18,0.0651572270584944
"386",0.35,0.931461851617761,-1.22107132534448e-17,0.0675313174284065
"387",0.35,1.02239357732571,1.1062060555761e-17,0.0646885111948181
"388",0.35,0.993288860387561,-5.46010746805306e-18,0.0658762032640196
"389",0.35,0.887714837750591,-2.27508983874358e-18,0.0669950933816548
"390",0.35,0.895804036163167,6.7135153773018e-18,0.0626326963150614
"391",0.35,1.11532369374017,1.11869267647134e-17,0.0681662388943929
"392",0.35,0.98229891177893,3.93053780712097e-19,0.06905512527457
"393",0.35,1.09900114359361,8.38631735670253e-18,0.0617975785295859
"394",0.35,0.935645466106814,1.06674990564028e-17,0.0637979128733641
"395",0.35,0.925524846226322,-2.37411476654119e-19,0.066902301989853
"396",0.35,1.01340862381751,1.3803819755723e-17,0.0676652886698256
