"lambda.in","beta.in","coef..Intercept.","coef.x","aic","log.lik","Pval..Intercept.","Pval.x","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0.45,0.25,0.719244192490724,0.297543800776763,2510.15099204879,-1253.0754960244,0.00764064836728284,0,0.45884289438891,0.351942254843533,0.562286641803097,14.298855691094,0.0230162579843618,0.031515105897279
0.45,0.5,1.13847150326676,0.51085372483646,2586.19888067299,-1291.09944033649,6.53196631583697e-06,0,0.392614105320327,0.286373075942365,0.502177032383922,11.3303429566572,0.0356743134367656,1.34942281137402
0.45,0.75,1.03310489528676,0.699965077849945,2480.98443747604,-1238.49221873802,6.87206238580984e-06,0,0.367723335972945,0.260538778797967,0.48060447696653,11.9460105566802,0.0441669729155965,2.12107134782286
0.45,1,0.755049626280245,1.00732608359737,2548.23228224847,-1272.11614112424,0.00553251065467641,0,0.455457332162459,0.358945972492042,0.552652452733649,19.9195084662541,0.0503172667518198,2.50562217760239
0.5,0,1.4826729420065,-0.0382017325923115,2507.10196623877,-1251.55098311938,4.19563241216281e-06,0.219029327772005,0.592289670042459,0.503044706579509,0.673697750827506,23.407545860339,0.0638819790994497,3.70917989829692
0.5,0.25,1.12728167195125,0.270733837177015,2564.52844524157,-1280.26422262078,5.21506230055646e-05,6.66133814775094e-16,0.485242926303368,0.383782840783209,0.582528857402934,14.6251273180089,0.0610756415221913,3.38010430207455
0.5,0.5,1.28170054250803,0.497069247657269,2511.99280680203,-1253.99640340102,5.79404766387626e-08,0,0.394826794444732,0.277353452761327,0.509436464997382,9.80940169790839,0.0450335369004834,1.31514372907398
0.5,0.75,1.14805594217765,0.776298462596501,2449.14704996155,-1222.57352498078,3.52990651464324e-06,0,0.446528951123719,0.349802020813075,0.543369985049309,15.4554708609338,0.0621520211984409,3.4214837950396
0.5,1,1.07141698391901,1.06576370506217,2597.86777687119,-1296.9338884356,0.000936080845383769,0,0.56647135727106,0.46674673590257,0.657560524620871,18.5432325075016,0.0696718361855518,4.09319905370641
0.55,0,1.38179962714021,-0.0236434157567239,2384.96404154805,-1190.48202077402,3.01583202855227e-11,0.426348412581898,0.508164273090275,0.410417606202525,0.60060366711815,17.8155736025305,0.0464069300301953,2.29797511400248
0.55,0.25,1.08478874164961,0.261162691537244,2446.05056080721,-1221.0252804036,2.14584850466437e-06,0,0.555665741874131,0.463058420661533,0.641586548709698,16.9162758669071,0.0261882494369583,0.56507497015371
0.55,0.5,1.04510726588517,0.505902368443915,2451.10272941527,-1223.55136470764,1.03491536234124e-05,0,0.581611098440156,0.486272969378372,0.668988783464037,18.3307822290691,0.0450334680683337,2.42518076253008
0.55,0.75,0.971760721302567,0.744199331948358,2516.16872319658,-1256.08436159829,2.81571429052718e-05,0,0.540330344634262,0.446147993088795,0.628269142573714,22.6702153935529,0.0522773926960134,2.80817958709598
0.55,1,1.04286775308512,1.01598991547563,2507.20391524947,-1251.60195762473,2.14962495581617e-06,0,0.506416715511764,0.41515078607613,0.593448262430856,16.5406145638393,0.0489136890017261,2.64726795966045
0.6,0,0.224834927233544,0.0067394386236042,2271.22966123145,-1133.61483061572,0.432315463923153,0.821010648387914,0.618291031633195,0.514343859850558,0.710165975261196,19.1575588453165,0.06475903096743,4.1123066845548
0.6,0.25,0.716901624357417,0.238926779409026,2321.06345810181,-1158.5317290509,0.0272440702354659,1.19904086659517e-14,0.679972893998987,0.59976560355467,0.749594067679717,26.0696697343778,0.0441584198129025,2.7481534542084
0.6,0.5,0.927027629591221,0.526824498181773,2347.10144213046,-1171.55072106523,0.000681132458667744,0,0.566665327781737,0.462334496179414,0.661639719504598,15.7611012220815,0.0315476235614983,1.84307507708772
0.6,0.75,0.645500357216958,0.773746640498827,2420.08083817749,-1208.04041908875,0.0317939950797856,0,0.601211517477546,0.500551126018837,0.691027593801155,21.6430669998197,0.0295534914567356,1.53185470937745
0.6,1,1.06041460024153,1.04692496209749,2335.78617167803,-1165.89308583902,0.000290372957893581,0,0.609265558512257,0.515771664938504,0.692879008093885,17.9320261852605,0.0452775630378051,2.8926690802789
0.65,0,0.997645259292833,0.0257281206475352,2319.83141047584,-1157.91570523792,0.00125299747703522,0.396299884331468,0.667099302362149,0.581883463418891,0.741608667556077,19.6992764583602,0.039265991491087,1.97880000316602
0.65,0.25,0.999083546476306,0.243734469162273,2361.06389972634,-1178.53194986317,0.00155470542826075,2.95319324550292e-14,0.669135457153022,0.591634861701952,0.737255406233444,24.3736379741195,0.0371393232463304,1.80436283175153
0.65,0.5,1.25985849089109,0.559189254579821,2328.16108224815,-1162.08054112407,2.72224719306546e-05,0,0.63915216343321,0.55306565476369,0.71493212334482,17.9592873016236,0.0932884969805942,3.87809271078798
0.65,0.75,1.13268239439124,0.743490020646773,2320.02369861686,-1158.01184930843,0.00018961049489441,0,0.65044499165445,0.56373031722834,0.725744505995107,20.8729730756788,0.043380452963615,2.09589196214947
0.65,1,1.17298046784805,1.06034949780479,2279.28853164409,-1137.64426582204,3.43071401909256e-06,0,0.543507644796479,0.439714280930936,0.638122518821571,13.9668881111863,0.0606410745287933,2.90490370063841
0.7,0,1.19446644544791,-0.0097620126393237,2197.65598253793,-1096.82799126896,3.8423239923091e-07,0.747721899571961,0.628541303452007,0.539694896005698,0.70641181534245,21.2695142359948,0.0473403119279689,2.29931978622402
0.7,0.25,0.73792775787079,0.202669770854106,2164.56929322651,-1080.28464661325,0.00513935471195337,3.43494122034826e-11,0.718402068201054,0.648022045204185,0.778298516876082,19.4557394134457,0.0669552073953368,3.95913991842412
0.7,0.5,1.28345654193387,0.487596979948372,2117.72293222949,-1056.86146611474,3.64895855753389e-07,0,0.699590839790022,0.616800611913171,0.768571377718774,20.6639951823185,0.0935293905668806,5.61738001003951
0.7,0.75,0.562144133249417,0.766273063642066,2204.00282192433,-1100.00141096216,0.0351468998980908,0,0.715461649488741,0.646071194334226,0.775186501128141,25.0422018601146,0.0824357356902564,4.78028153616401
0.7,1,1.05988793120211,0.962771834928176,2231.16992976056,-1113.58496488028,5.56019036968003e-05,0,0.692382867157523,0.614014958517268,0.759987393831173,21.0134503388414,0.0581299507707194,3.40902484613891
0.75,0,1.63527522040016,-0.0160986134128117,2095.51897601071,-1045.75948800536,1.18903354606736e-06,0.593708494082424,0.767269224190945,0.698743252161229,0.823550876726513,22.3912163627755,0.0988583189767928,4.732953708997
0.75,0.25,1.16398736769119,0.215676112029808,2097.06156570709,-1046.53078285354,0.00164229912989611,1.00692787441403e-11,0.816521543145896,0.760043668653393,0.861645272357113,28.4552782879341,0.116051826316093,5.15263123953348
0.75,0.5,1.3467040403716,0.474612049061796,2081.63971873801,-1038.819859369,9.13314759785067e-05,0,0.782137182616171,0.716798896065608,0.835430498415978,26.8048182482152,0.107350883296784,4.95859413183541
0.75,0.75,1.13010339275864,0.756107105269481,2004.38322316441,-1000.19161158221,0.000692389388409431,0,0.787282353656753,0.728594456939846,0.835730373501816,31.980848725323,0.174390181934379,6.79471684875797
0.75,1,1.47104968203562,0.957431882038728,2061.28832076485,-1028.64416038243,1.508771445069e-05,0,0.781442104789015,0.721622676590386,0.830627951184292,25.3873752695239,0.0968371696144918,4.63666008389425
0.8,0,1.10539904569157,-0.0832611427143391,2004.51757531363,-1000.25878765681,7.60254753298106e-05,0.00704298450524155,0.832132753243193,0.78152560956274,0.873351628408758,28.5074903817851,0.0585098681868558,2.60719658795208
0.8,0.25,0.912540358803884,0.238403858300429,2003.71504217888,-999.857521089442,0.000169362119631256,1.55431223447522e-14,0.754819663783226,0.691960172537955,0.808022448880755,25.8940577021943,0.0510341700926316,2.27478069860296
0.8,0.5,1.21321874221335,0.454133374534522,2002.48968139116,-999.244840695582,7.73075317095362e-06,0,0.818843412555459,0.764877772777209,0.862502328250929,25.2598973028695,0.0317074552668608,1.37385704869614
0.8,0.75,1.16018969495955,0.784988173264022,1957.34622604862,-976.67311302431,1.17287093637231e-05,0,0.818326966789588,0.769215993136605,0.85912658380576,36.9888986428713,0.0738705289478378,3.00054997472324
0.8,1,0.655925656145289,0.927692502156564,1915.84607412938,-955.92303706469,0.0156992381782657,0,0.840548974994829,0.790757174809845,0.879740477502593,28.0735749138759,0.0241875063025907,0.920318813784151
0.85,0,0.570127097282238,-0.0172410246968189,1896.99272431666,-946.496362158331,0.0449869082643539,0.583362011321251,0.884042300467971,0.846962897968204,0.913597302916412,35.570894819774,0.327518518714961,5.81439901481262
0.85,0.25,0.620742725373138,0.315429430412399,1897.57959546432,-946.789797732162,0.0147170080203245,0,0.828355109696202,0.77689036148889,0.869771714469337,28.7921287858366,0.0863991891427968,3.07723062115587
0.85,0.5,1.36052111437609,0.479858709571267,1828.12632406954,-912.063162034768,3.5310364010499e-07,0,0.866435511876151,0.823851547012785,0.899907006910639,30.2509082051567,0.0938851622447515,3.19910474793248
0.85,0.75,1.0570660721273,0.721318731799074,1935.83790817567,-965.918954087835,4.59810469126687e-05,0,0.826401822222982,0.774715977293409,0.868204621348581,32.1596915613094,0.0626187259134889,2.24911769091619
0.85,1,0.894878902437246,1.02856536608888,1899.89853069848,-947.94926534924,0.000751267213677353,0,0.848402524454792,0.800036753108613,0.886934698893688,31.0669127826143,0.123455704194733,3.74175159417261
0.9,0,0.914336054611728,-0.0278681450126971,1505.85903738222,-750.929518691111,0.0280082682614853,0.341642920248098,0.933109290023643,0.908473762730964,0.951776616856266,33.3743241811588,0.0822238901648046,2.30169960627256
0.9,0.25,1.04749495705782,0.20216368362331,1614.24295747752,-805.121478738762,0.0103612636534001,3.43318262707726e-10,0.907305199987106,0.878365368079752,0.92998367923356,28.3260035028626,0.0590083023912028,1.97216233210317
0.9,0.5,0.952803957083089,0.510215810926265,1585.66864991067,-790.834324955335,0.0163120999641091,0,0.902791309782744,0.872524784130465,0.926641675134213,30.3427704075487,0.172534037382467,3.07657745098932
0.9,0.75,0.00498991319230946,0.758227036717347,1611.86534718345,-803.932673591726,0.990161178535444,0,0.905648916786252,0.874953023165502,0.929520654960928,37.5371098207224,0.0720493531494888,2.10204204937955
0.9,1,1.99966697973637,1.05686666615138,1552.48902884777,-774.244514423883,2.34487537387196e-07,0,0.897142747063782,0.861341141130401,0.924857272062141,28.9109554567141,0.0417029204023468,1.68122021704963
0.95,0,1.02779694352453,-0.0014772479164506,1483.71087991069,-739.855439955346,0.00018488309578224,0.963150278176088,0.95295278207077,0.93462893337545,0.966694823789658,37.5478259837091,0.353040854525124,10.0737366369352
0.95,0.25,0.917809718167092,0.25502641243607,1417.3912554617,-706.695627730851,0.000401905557541493,0,0.948104673661383,0.930359042990787,0.961694215427553,35.3428500814067,0.348172154304665,9.7764143843352
0.95,0.5,0.804007570042802,0.502325373066958,1474.0102559575,-735.005127978751,0.00307557108413481,0,0.951218674867473,0.93479388180986,0.963904490026332,31.6281343012581,0.23420210676308,8.35979211438113
0.95,0.75,1.1483641735984,0.77826384464391,1504.31187989765,-750.155939948824,4.26952541241477e-05,0,0.956838445308285,0.940567620803525,0.969175757813003,33.9631364254837,0.312559708118032,9.18921225483159
0.95,1,0.722912838010009,1.00597001307854,1407.36818868175,-701.684094340875,0.00549649830173027,0,0.950569688170095,0.933462066744073,0.963729217850746,36.5092837472417,0.338751822908821,9.46176574878311
1,0,0.729241665076498,0.0353687201535381,811.99859381961,-403.999296909805,0.0136932014533402,0.240880794712355,1,0.99848974226859,NA,44.4746397083843,1.01208242614602,14.4223217917442
1,0.25,1.41973725539086,0.254441484944053,919.554795512357,-457.777397756179,5.93388018099716e-06,1.24344978758018e-14,1,0.999485218695244,NA,44.5492382840626,1.21604596734654,13.5649068479929
1,0.5,1.04448463613122,0.509976365893961,908.861975491198,-452.430987745599,0.000769908858458068,0,1,0.999015974114097,NA,46.609306197739,1.07836354935662,13.7070838747253
1,0.75,1.04353058307334,0.800856496887744,865.771113234582,-430.885556617291,0.000597207277964529,0,1,0.999719297703475,NA,45.2362222888726,1.03449430843347,14.5136062205023
1,1,1.02258397179176,0.993125351573982,846.504824138314,-421.252412069157,0.000642792612760346,0,1,0.999200407205235,NA,42.8865860816595,1.02975265645194,14.4304403960252
0,0,0.93397079242392,0.0284258217072768,2927.24595922778,-1461.62297961389,0,0.364428010450703,1e-06,NA,0.0216968341114108,1.40160927359572e-05,0.0292126960641409,0.766646961667448
0,0.25,0.965758258725172,0.266337877112402,2924.16579419634,-1460.08289709817,0,0,1e-06,NA,0.0135812514866329,1.82697716337853e-05,0.0192929916643958,-0.541776656467584
0,0.5,1.01006729487002,0.512627066771936,2973.22073483834,-1484.61036741917,0,0,0.00205432119057628,NA,0.0271913079072438,0.0207336830081776,0.0319676194430905,0.952315173404436
0,0.75,0.984957536320125,0.727239879309364,2897.97722416351,-1446.98861208175,0,0,0.0301959928652526,NA,0.0911226954803292,0.639101258598492,0.0198088027953163,-0.454754925494589
0,1,1.07672964467271,0.950370478299018,2875.24901437015,-1435.62450718508,0,0,1e-06,NA,0.0567567192921119,7.41784533791735e-06,0.0313260096981271,0.923813310800596
0.05,0,1.02763279689815,-0.00781491603040002,2915.67366389518,-1455.83683194759,0,0.802487330484834,0.0198903559974965,NA,0.093721568154024,0.274289270170523,0.0257908548955972,0.765548278486786
0.05,0.25,0.978962758392645,0.208675221965437,2813.05104042459,-1404.52552021229,0,7.39097671953459e-12,0.0150252592672314,NA,0.0828681073272679,0.23678946184696,0.0138431681276605,-0.0447991654717391
0.05,0.5,0.967058779027224,0.512196661412141,2841.68763695358,-1418.84381847679,0,0,0.0400527385436646,0.0052455749602108,0.108110016215088,1.02535119440784,0.00594794729455255,-1.04797481729923
0.05,0.75,0.909710716506364,0.776279544553211,2918.25961957732,-1457.12980978866,0,0,0.00877354441317154,NA,0.0852787784263784,0.0430539166010557,0.0111035021048551,-0.317326712822945
0.05,1,0.932842092512624,1.0452973836562,2928.75980972534,-1462.37990486267,0,0,0.0577232475044951,0.012701736959918,0.136309677176166,1.65883669203581,0.0199285292365248,0.458080116691578
0.1,0,0.987313717352377,-0.0112388390841919,2842.74069636942,-1419.37034818471,0,0.712129585586295,0.0987719658388288,0.0354855059668042,0.192540247416234,1.95691823117539,0.0362152389442425,1.23463850028941
0.1,0.25,1.12806499116911,0.196460115024267,2848.3017955623,-1422.15089778115,0,8.07416355996793e-11,0.109473338726737,0.0377424310808641,0.213917921836185,2.38597607204942,0.0325243698531369,0.646581265396545
0.1,0.5,1.08005816148435,0.541115836928271,2811.08664703881,-1403.54332351941,0,0,0.0836430295245771,0.0384451185034474,0.154474964261994,3.95128836865464,0.0298033617069215,0.232365436122989
0.1,0.75,1.09466257781984,0.755599131839784,2920.06255176908,-1458.03127588454,0,0,0.10921219101649,0.044783320072283,0.203704952257087,3.63413032323578,0.031575381216407,0.409799594755611
0.1,1,1.04035198355362,0.999644250130641,2806.67107054658,-1401.33553527329,0,0,0.10614786170986,0.0496208157737329,0.192405074483896,5.34575848365366,0.0287555081239315,-0.0525852050929272
0.15,0,1.08071531628373,0.0305494582185873,2805.06494750872,-1400.53247375436,0,0.320805893766153,0.0919533543048092,0.0368965490971104,0.180948528497394,3.19298417504157,0.0336236255011861,1.36251727020348
0.15,0.25,0.981326309253312,0.272223996278123,2790.90669654477,-1393.45334827238,8.67150795613725e-12,0,0.157834714517599,0.0857539515640702,0.262545689390054,7.91513760171141,0.0201095706745509,-0.770090715137805
0.15,0.5,0.988447816876995,0.470184139540613,2799.35160885391,-1397.67580442695,1.48633105823137e-10,0,0.176763649480683,0.101001281250075,0.280605223006745,9.18436460635343,0.0321457054124794,1.15650201932802
0.15,0.75,0.971960093151238,0.755514347194663,2793.69453771375,-1394.84726885688,0,0,0.081159285723655,0.0255619426375048,0.177505929577837,2.9590482350794,0.0311020216350996,1.03205487811864
0.15,1,1.3247099279342,0.967465233575861,2850.4025386008,-1423.2012693004,4.44089209850063e-16,0,0.182316809744137,0.0941581543524677,0.294746704385767,5.7326422605205,0.0420927507171044,2.37032741464641
0.2,0,1.13405053352193,-0.00598629696927364,2861.72821842473,-1428.86410921237,0,0.842456927569935,0.126500612079769,0.0692827391231192,0.203029626827054,4.93796911244889,0.0306207525423614,0.927517021711542
0.2,0.25,0.819192843432896,0.220379533160384,2778.00021611441,-1387.00010805721,1.55542556612431e-09,7.85593812224761e-13,0.279268882822954,0.190169186203158,0.382035087337996,10.759435165914,0.0417148656892683,2.28094994119067
0.2,0.5,0.9216598060014,0.499247185327349,2801.53757882787,-1398.76878941394,0,0,0.183644923541489,0.119495945575904,0.264874751245004,8.71533322867435,0.0349042739872438,1.62908355428763
0.2,0.75,0.836192461487427,0.75508571163337,2887.7342871775,-1441.86714358875,6.29960528186757e-11,0,0.224086187361898,0.139126231752517,0.324343438015904,6.25508473939651,0.0309578766513211,1.03192675004397
0.2,1,1.0399093299427,1.00875653415769,2778.83261671542,-1387.41630835771,0,0,0.179131483446172,0.10703588585345,0.271366086204717,6.98436706510648,0.0403814207233154,2.22625935454868
0.25,0,1.31947648221735,-0.0530182532763293,2710.15283253054,-1353.07641626527,0,0.0814616124991265,0.225929647753603,0.139670363478123,0.331348057103982,8.80819439939659,0.0290833816500867,0.828535250920743
0.25,0.25,0.952522621544854,0.275424281926642,2820.91131335456,-1408.45565667728,2.95263942184931e-08,0,0.306535708731782,0.219596063531559,0.404481597622466,12.1489102581108,0.0447517990332048,1.89994950285616
0.25,0.5,1.07383801985984,0.482257412257611,2838.77678163322,-1417.38839081661,3.46092043912449e-11,0,0.274211969765954,0.186605167824487,0.377197189393888,13.2406504671185,0.0429005581883416,1.83871059137004
0.25,0.75,0.880960638891801,0.713241941370975,2731.86748152549,-1363.93374076275,5.56909007798367e-09,0,0.268878680899451,0.172941971235133,0.381648365853039,11.71446947737,0.0180896158847739,-0.341150787826111
0.25,1,0.717506766065465,0.960994863972152,2699.72680902042,-1347.86340451021,3.41374034151798e-07,0,0.236048087135104,0.156060511100185,0.33524506736519,13.4865791408849,0.0649520006539951,2.8693010678612
