"lambda.in","beta.in","coef.(Intercept)","aic","log.lik","Pval.","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0,1,1.36344089463596,170.578922096216,-84.2894610481081,0,1e-06,NA,0.138725408069574,6.95308044978031e-06,0.0340143055144161,-1.54486990917423
0.05,1,1.0729169440469,201.45658683214,-99.7282934160699,2.36870868697281e-07,0.0303243166470978,NA,0.430396361065164,0.163603755804251,0.0491914095008691,1.1470685594555
0.1,1,0.608746766884097,189.814913927982,-93.9074569639912,2.06569497103182e-05,1e-06,NA,0.59679571452669,3.60792778740443e-06,0.0486116046711228,1.00766558690588
0.15,1,0.545055736854594,173.455426667362,-85.727713333681,1.54658521420714e-05,1e-06,NA,0.118839197873346,7.10671356238789e-06,0.0419380850466707,-0.066166233691452
0.2,1,1.31654889134439,169.358311425056,-83.6791557125278,0,1e-06,NA,0.334903181850744,5.20986876092247e-06,0.0421864736944602,-0.0114871988788424
0.25,1,0.954530244126843,149.827227723743,-73.9136138618716,0.0133524556126541,0.456822215492078,0.0848497247693032,0.807348879939656,2.55875020029637,0.0626874499541716,2.84267071454568
0.3,1,0.864221116238079,181.411637191243,-89.7058185956217,0.0233519380173874,0.309393494546357,0.0233291428933833,0.701359847638652,2.15467698542877,0.0497797665514574,1.15796431619717
0.35,1,1.15501467416966,163.114713334528,-80.5573566672638,1.03281860397431e-07,0.101292350933706,NA,0.472643455883898,0.85921593580974,0.0473000712734262,0.801623137054996
0.4,1,1.40674702400708,161.371630422809,-79.6858152114046,0.000189681126951946,0.370056736598522,0.0958695346872826,0.782797078762292,3.4328319341282,0.083173625238601,4.72960147879356
0.45,1,1.07039548654424,143.664929179474,-70.8324645897372,1.31608146358708e-06,0.162951710881252,0.0190181151333678,0.564492784880123,1.93640185457049,0.050651609143344,1.25799177872308
0.5,1,1.26642092404289,155.162147167981,-76.5810735839903,0,1e-06,NA,0.28674418141741,5.19073988367969e-06,0.0490958711561215,1.10402674652916
0.55,1,1.99470363107049,158.236788247434,-78.1183941237171,0.00336233288142074,0.746544500160032,0.452956362513275,0.911723475873355,7.2779451743449,0.147470296504822,8.43703661434959
0.6,1,0.611168553925258,156.037641772427,-77.0188208862134,0.071053961173261,0.357500212456877,0.0583237017941517,0.730357471619634,2.45177743137638,0.0545393933450793,1.88232687474731
0.65,1,1.42323768722092,132.052016555266,-65.0260082776329,1.55400948353979e-06,0.341720710035219,0.099252787036466,0.685245606401025,4.05095485025834,0.0559000769789151,1.97762492827873
0.7,1,0.82055892012901,128.719725864439,-63.3598629322193,0.100634727686844,0.718493681992274,0.489948267481936,0.879818051259344,6.45427879311629,0.11129934700913,6.74777834814016
0.75,1,0.376103967943776,128.688882947769,-63.3444414738847,0.353063096945615,0.601787862401305,0.284983259945982,0.842695539230898,5.44655863980703,0.0880713664288114,4.9702261931397
0.8,1,1.20181952732229,110.687583043449,-54.3437915217246,0.034176745801106,0.84016093330657,0.589296290887277,0.957653450059087,8.66780344220401,0.249767772831636,12.0315935004914
0.85,1,0.49231376543308,104.901804015187,-51.4509020075935,0.435656288460484,0.897918492058509,0.748045542020063,0.966843890288577,7.72795179545277,0.197670221172655,10.0814134966665
0.9,1,1.23390750145776,83.0500906445557,-40.5250453222778,0,0.087538466774927,NA,0.659796808399826,0.474507722402149,0.0534198586875799,1.63541550521737
0.95,1,2.36157484321481,47.0375249799239,-22.518762489962,4.96183929943328e-07,0.913166958121816,0.778839859228922,0.973921397217048,8.85594957240799,0.276612448291942,12.7775727496858
1,1,0.859659665838398,14.0608548035641,-6.03042740178203,0.0920986935442301,0.987548894430448,0.955083944173709,NA,11.3335390900176,0.746895166175334,16.8948756746219
0,1,0.991682303662575,185.811342821664,-91.9056714108321,1.02607033980462e-10,1e-06,NA,0.235551908290491,5.56593777176321e-06,0.0418306370392468,-0.0527150903115493
0.05,1,0.962538684957014,189.493020194845,-93.7465100974223,0.00228289421552197,0.184157714599761,0.0189909140215358,0.623222644705195,2.01047933175876,0.0563615356367682,2.22675355435545
0.1,1,0.667664965937136,168.89372871447,-83.4468643572349,0.0432226238694253,0.287934314451748,NA,0.775726172291014,1.23669507757636,0.0571216195394048,2.06336856792786
0.15,1,0.836188943597937,162.725804963345,-80.3629024816727,2.08063313644757e-06,0.058143957015719,NA,0.417215559630409,0.408532269238119,0.0423378058716402,0.0323838062903329
0.2,1,0.769549581433975,173.204402931567,-85.6022014657833,8.92252849382658e-09,1e-06,NA,0.622203639942145,4.38327224513298e-06,0.0479037462726721,0.941921591968022
0.25,1,1.10612968964999,179.808974235329,-88.9044871176643,0.00015242536479132,0.175458967319445,0.00510942224340488,0.531569674883743,1.51475546887561,0.0441586188950998,0.37662453510472
0.3,1,1.28721424498401,174.815054612725,-86.4075273063623,9.31441812568323e-10,0.0618742175228367,NA,0.385495869294473,0.541366978171448,0.058247603549904,2.29512645412082
0.35,1,0.429465265162782,171.009995157247,-84.5049975786233,0.28093913891252,0.388616820013029,0.0468613313809515,0.759354828200269,2.27091268507658,0.0556393410421151,1.98375403446159
0.4,1,1.30509802910413,148.189603961006,-73.094801980503,6.16487305649116e-10,0.11411637751499,NA,0.596244692098842,1.14464396486516,0.0590405498928954,2.37802431012419
0.45,1,1.0583638784861,154.220506997384,-76.110253498692,0.00749049317387218,0.448886213005793,0.0486721675163344,0.860564685674317,2.24042691624223,0.0708012333097628,3.66437718468501
0.5,1,1.22158471097584,160.455629886947,-79.2278149434736,0,1e-06,NA,0.614150164168577,8.25906184944571e-07,0.0449767140638395,0.473381233471153
0.55,1,0.856043369935355,147.533509002978,-72.7667545014889,0.029476172787732,0.483034797888278,0.166268890961091,0.803710814078851,3.97625335513872,0.0759892438107493,4.11027127904486
0.6,1,1.37572966375161,140.120375543472,-69.0601877717359,6.25823728777064e-05,0.40817420484467,0.0325092831369779,0.787500033204022,2.17890071104812,0.0586374352843472,2.26229679081424
0.65,1,1.30622360560328,107.796548253775,-52.8982741268877,0,1e-06,NA,0.215060530674092,5.56082906231432e-06,0.0398796259125315,-0.340514665210014
0.7,1,0.701396297505564,121.969549986627,-59.9847749933137,0.0155010623153904,0.415916376762035,0.0589205448281021,0.744151947144555,2.36482542703814,0.0492020729053317,1.06356353902712
0.75,1,1.35156250365427,110.260329841019,-54.1301649205093,0.000455386462683283,0.630807409452761,0.114804631923731,0.875624457292771,1.91582704396078,0.0641810850719659,2.89327598256168
0.8,1,2.06713136070835,88.5936156357008,-43.2968078178504,4.01907300595639e-06,0.783142409670009,0.532913599068514,0.920036821776086,8.24531845835878,0.184309304246204,9.97112243972439
0.85,1,1.12096218896968,71.4213200699327,-34.7106600349664,0.0230235410720274,0.896692943618133,0.763592453023962,0.965890450589754,8.9526609146639,0.273448945603541,12.2092490776642
0.9,1,0.420768126836909,92.4394591416026,-45.2197295708013,0.487436088478952,0.913811575963377,0.748908996843747,0.976005177983766,9.02990716269687,0.2932189153603,12.8852198535391
0.95,1,1.10644080882791,63.4902609849322,-30.7451304924661,0.0171464549857945,0.896503156754248,0.695151718962875,0.971343498148796,4.40985950379707,0.108859346681886,6.7559665170407
1,1,1.18263346489952,-4.13001127114548,3.06500563557274,0.00986074654522873,0.989295744716897,0.9571222841167,NA,12.0406946852731,0.972877152188361,18.0376614712647
0,1,1.06120577847977,172.264510679411,-85.1322553397054,2.8688162956314e-13,1e-06,NA,0.233236638854935,6.14824150000936e-06,0.045022801743643,0.431509183129916
0.05,1,0.891222513587285,172.377419845653,-85.1887099228267,1.0871503697274e-10,1e-06,NA,0.28394030001996,4.86864515701822e-06,0.0471294494906516,0.783374926111567
0.1,1,1.24289422542213,177.106836599846,-87.5534182999232,2.88657986402541e-15,1e-06,NA,0.217341134114457,5.6520793872498e-06,0.0442979886950636,0.347540696772066
0.15,1,0.767905625009525,176.240478948873,-87.1202394744364,0.000545683297237476,0.0983450221507507,NA,0.494202291448459,0.744995769170147,0.0427284003758927,0.103414792835762
0.2,1,0.639018689695812,174.375717665885,-86.1878588329423,8.85061812727628e-07,1e-06,NA,0.540749988555896,3.45501345305191e-06,0.0463388090732482,0.670253000925495
0.25,1,0.972787959090115,182.940316590357,-90.4701582951785,0.00903738833818579,0.287859925549634,0.0762020441621344,0.657942191815813,3.51171286224839,0.0615724073843706,2.75570208096784
0.3,1,0.40053889613612,157.965162999546,-77.982581499773,0.000248400745036959,1e-06,NA,0.382821913012721,2.43723968270551e-06,0.0441019317476853,0.293389551795341
0.35,1,0.552595583926995,165.294133386275,-81.6470666931375,0.122280067106038,0.349524011393665,0.0810964769519374,0.708422351660274,3.0684998348393,0.0585872691312309,2.34767690898417
0.4,1,0.894636404966643,162.054731460068,-80.0273657300338,7.12836547567264e-08,0.0425959467712177,NA,0.599973193726177,0.112959543663623,0.0460781364157614,0.622549359863035
0.45,1,0.961164450555023,165.841401651182,-81.9207008255911,0.000428011886395296,0.195021040840958,NA,0.648106348972797,1.00936259484358,0.0461195968001123,0.559742384354465
0.5,1,1.05400037456812,162.045943831141,-80.0229719155705,0.000175773549315306,0.217025257867088,NA,0.658974934538957,1.20345749018587,0.0550684064373297,1.79877400179265
0.55,1,1.7560876032348,160.709525591254,-79.354762795627,6.05362222128036e-07,0.309452854773209,0.0541251626285782,0.705405816582176,2.90461535878505,0.0556585069693106,1.93093912756449
