"","lambda_input","K","mu","sd"
"1",0,0.996748260479907,1.02137879757884e-19,0.00270450456876502
"2",0,0.998599907628423,-2.54127883626419e-20,0.00252315568130997
"3",0,0.997736955045929,-1.03168295338219e-19,0.00278462222986728
"4",0,0.998722760558645,0,0.00250224618060098
"5",0,0.998216333105077,1.40717583527357e-20,0.00263847000592597
"6",0,1.00116819498873,8.68239475879996e-20,0.00246617012674504
"7",0,0.997006480527684,5.42101086242752e-20,0.00246481532203831
"8",0,0.996084197135545,8.63740672138891e-20,0.0025587058588632
"9",0,0.997841212525053,9.4011975057518e-20,0.00246972502785499
"10",0,0.997405821678091,3.07854124679575e-21,0.00253963295733552
"11",0,1.00280371214459,-1.04505866241052e-19,0.0025316972069808
"12",0,0.997441963879424,-1.41345446699509e-20,0.00265427719307422
"13",0,0.996419620927542,6.94090163669002e-20,0.00278922038457572
"14",0,1.00016634466773,4.99774849868455e-20,0.00263995229551763
"15",0,1.00241202744926,-7.36728081698109e-20,0.0024711463318611
"16",0,1.00715280378037,6.53999432530966e-20,0.00248822742294498
"17",0,1.00026233763539,5.95056527313907e-20,0.00252866874440806
"18",0,1.0020444399551,-2.58480574184122e-20,0.00254091044339157
"19",0,1.00810355960389,1.77535988162133e-20,0.00252068321233536
"20",0,0.999777841750179,1.759499189684e-20,0.00250741551740709
"21",0,0.997364306578905,1.12738920609245e-19,0.00255893473394567
"22",0,0.998437855706815,6.9384703874336e-20,0.00263035983848257
"23",0,0.997661032153452,2.53195088593255e-20,0.00245218316738212
"24",0,0.999497781994045,5.17098791222173e-20,0.00239246545509578
"25",0,1.00316220580626,-3.51400088497919e-20,0.00257032790819179
"26",0,1.00093110998216,2.57667422554758e-20,0.00260230433079863
"27",0,1.00035746177745,4.30001040233974e-20,0.00240389762582125
"28",0,0.999574610663891,-8.48615840074482e-20,0.00262961082788397
"29",0,0.997645625097054,-1.48933538417928e-20,0.00248777446761745
"30",0,0.996975414607744,7.42343910138405e-20,0.00245456269026307
"31",0,0.997842049959848,5.18418045037522e-20,0.0026255186114148
"32",0,1.001467341455,-1.12957666867873e-19,0.00258909174545425
"33",0,0.998780534467321,-4.04617050991539e-20,0.00247905365770642
"34",0,0.999876646588904,-5.65046679388279e-20,0.00252393401943045
"35",0,1.00198068496807,1.92030839472022e-20,0.00259592639240815
"36",0,0.999273195840136,7.50246727536288e-20,0.0025606791243911
"37",0,1.00744679352196,6.34478499470306e-20,0.00273858154111123
"38",0,0.997914873583245,-3.33936386707904e-20,0.00249280497565595
"39",0,1.00539139627118,-6.91956037688615e-20,0.00259366356001419
"40",0,1.00419115250815,-6.31501178660707e-20,0.00265468437445071
"41",0,1.00198675436073,-1.25270878942991e-20,0.0026022864697558
"42",0,1.00098868966764,-7.00368133646034e-20,0.0028472172267618
"43",0,0.998794119409921,-5.59637844624468e-20,0.00252215516077935
"44",0,0.998974244144076,1.03485403297847e-19,0.00246868784097434
"45",0,0.999648523432057,-8.37925225488949e-20,0.00246251110431402
"46",0,1.0006973620874,-4.61493195817297e-20,0.00267785808268835
"47",0,0.999842371868832,-6.20879385502138e-20,0.00249361584923817
"48",0,0.997451743617173,-6.55299628105001e-20,0.00258025679537941
"49",0,0.996771871853832,-1.26170851449448e-20,0.00253888881282178
"50",0,1.00149136874155,-1.03350725059233e-19,0.00266908445286866
"51",0.05,1.01427437805552,-1.42921563256113e-19,0.00938354234469512
"52",0.05,1.01193654098351,-2.42125215005589e-19,0.00925318750274778
"53",0.05,0.980814472296333,-2.8265489449876e-20,0.00922657188078757
"54",0.05,1.002622837541,-7.54670780619797e-19,0.0092121363810917
"55",0.05,1.00043924721811,6.43484153765514e-19,0.00935271203272343
"56",0.05,1.00345522811147,5.64860861535475e-20,0.00910441799485586
"57",0.05,1.00388577580545,-4.13918743301812e-19,0.00928010534510845
"58",0.05,0.986029955296405,3.42751882106453e-20,0.00928370766164266
"59",0.05,1.00962778473501,-3.77522584591242e-20,0.00952865330537738
"60",0.05,1.00255222490361,-6.50521303491303e-19,0.00947995485824639
"61",0.05,0.984950121716994,-7.49460045686525e-19,0.00905505634978807
"62",0.05,0.996849260703149,1.03510814286265e-19,0.0086636039164452
"63",0.05,1.02447257087639,-5.23723435902649e-19,0.00965255790494664
"64",0.05,1.00664827514974,-1.45987822525173e-19,0.00946788554695561
"65",0.05,0.994394020696408,7.15498894941075e-19,0.00906648795162999
"66",0.05,0.992050946241102,-6.55152879646889e-19,0.00968115835740309
"67",0.05,1.02574045911238,-6.70750991370577e-19,0.00941661333343236
"68",0.05,0.981087146485841,1.09948264685397e-19,0.00898514299353286
"69",0.05,1.02470553531604,-2.21312768458604e-20,0.00959963492655427
"70",0.05,1.02578479380773,-7.26828595885311e-19,0.0095981881793948
"71",0.05,1.00866737888403,-9.20714225753584e-19,0.0095173544192339
"72",0.05,0.98728288194634,-2.37905296862368e-19,0.00930635809020518
"73",0.05,1.00450010470827,2.32111379744912e-20,0.00957698572881989
"74",0.05,1.03505086513496,3.39346386142017e-19,0.00978416943717646
"75",0.05,0.996178698966155,-2.74615704796369e-19,0.00918506019630142
"76",0.05,0.994399668994741,5.37769359750494e-19,0.00901802602942242
"77",0.05,0.994514766767043,7.415587105963e-19,0.0092597167463789
"78",0.05,1.02061798530745,2.08761434246189e-19,0.00959492634632494
"79",0.05,1.01837165487399,-6.87561207241786e-19,0.00952498255720401
"80",0.05,1.00909207477062,-3.70256735969694e-19,0.00959912699813831
"81",0.05,1.0214152154765,-5.09447966126099e-19,0.00965478266941191
"82",0.05,0.999392497093432,2.26418259548179e-19,0.00920107409718138
"83",0.05,0.981911582879031,-6.53125082771162e-19,0.00960157393650206
"84",0.05,0.988393176847145,-7.94955667591211e-19,0.00934864634192657
"85",0.05,0.987629025451238,1.77626197171016e-19,0.00929851493896079
"86",0.05,1.00221237423669,5.87057995192985e-19,0.00974856449335103
"87",0.05,0.995100012931066,-7.00265007384706e-19,0.00932715867965698
"88",0.05,0.996868726587733,5.561573862442e-19,0.00941255176688272
"89",0.05,0.990363488610604,-6.04716302802632e-19,0.00915476735537926
"90",0.05,0.982174379856646,8.1742067541829e-20,0.00903811202610893
"91",0.05,0.985926479081396,-4.0323003454041e-19,0.00954726341518603
"92",0.05,0.994688429086245,-1.02668016503746e-19,0.00978382231446728
"93",0.05,1.00465004068825,-6.25420964407079e-19,0.00912498714793901
"94",0.05,0.998318999974688,8.16157749293934e-19,0.00926126636804543
"95",0.05,1.00963596834525,-6.90136187401439e-19,0.00986040875944882
"96",0.05,1.04217117991184,3.91254682732128e-19,0.00912392486630337
"97",0.05,1.0198114376366,-9.56387547722791e-20,0.00933321056325443
"98",0.05,0.981136810650222,-8.84456133413416e-19,0.00904756628361852
"99",0.05,0.993466280073496,6.01949469680426e-19,0.00958919385525503
"100",0.05,0.997429459886298,3.26801404676707e-19,0.00935627330917133
"101",0.1,0.969647288380977,9.79427585041937e-19,0.0155231564939679
"102",0.1,1.04393151388143,2.02647550432908e-19,0.0155297698342118
"103",0.1,0.983402851231848,-1.66412836202084e-18,0.0151253312696567
"104",0.1,1.01075816844628,-1.03675138678032e-18,0.0152977604206281
"105",0.1,1.00934354402553,1.41863788511581e-18,0.0154989083961285
"106",0.1,0.991878193680392,-1.34408966839502e-18,0.0161917904909143
"107",0.1,1.02273174909391,-1.20549729053232e-20,0.0161070585422844
"108",0.1,0.982730617052768,-7.33937108136906e-20,0.0160457871717708
"109",0.1,0.982305366444649,1.06907416404754e-19,0.0162513969817363
"110",0.1,1.00681305580964,-1.13390183066565e-18,0.0150157104573086
"111",0.1,1.0056790099812,-9.77137207952561e-21,0.0157104225861717
"112",0.1,1.09505291608479,1.42014390969603e-18,0.0159777943175293
"113",0.1,1.06110016298071,-3.82764024468851e-19,0.0163802611820721
"114",0.1,1.02007144710268,-4.24743400851248e-19,0.0157226879760151
"115",0.1,1.00138521571857,-3.5363625547867e-20,0.0156719695206686
"116",0.1,1.05288251222383,8.55598144416936e-19,0.0160239641541348
"117",0.1,0.981550997523603,-4.78544816078473e-19,0.0153618359155606
"118",0.1,0.976519581727656,1.63140832630136e-18,0.0154169805653804
"119",0.1,1.0529152376578,-1.74393241817936e-18,0.0162295749575169
"120",0.1,0.985512553597713,-7.64599700827512e-20,0.0157742794150761
"121",0.1,0.993021158292463,-4.49401376978768e-19,0.0154811193027617
"122",0.1,0.988220691259826,1.17910797906061e-19,0.0157961272824825
"123",0.1,0.983777236611251,-2.53270474525561e-19,0.0153673424611343
"124",0.1,0.973821454036484,-1.14578485588268e-18,0.0158714398156944
"125",0.1,0.964218299830342,1.44449610692959e-19,0.0155612550516163
"126",0.1,0.993247707084893,-5.09154892726349e-19,0.015839325987164
"127",0.1,0.987543674517821,-3.60483669824274e-19,0.0151291692118807
"128",0.1,0.977447204179147,-2.41975290173925e-19,0.0157995699160209
"129",0.1,0.98268666266348,-1.17939808784505e-18,0.0151257987975651
"130",0.1,0.973109871646482,-7.9499632517268e-19,0.0164167865686455
"131",0.1,1.02854656814572,1.5114135097077e-18,0.0154161279724114
"132",0.1,0.997896675388617,-4.15503541946125e-20,0.0150360970853435
"133",0.1,0.984996742286922,-1.02689192327428e-19,0.0154291527590543
"134",0.1,0.981537070510849,-6.25367813089639e-19,0.0156026795797222
"135",0.1,1.005192198227,-1.67511776747852e-19,0.0164332519225624
"136",0.1,1.00134114775305,1.21699152762656e-18,0.0162548964694504
"137",0.1,1.14010163056556,-2.5768859837844e-19,0.0157617510987937
"138",0.1,0.967180650980479,6.61615741034439e-19,0.0153098192085564
"139",0.1,0.971470204971821,1.27867585497741e-18,0.0149799593854891
"140",0.1,1.01209021876275,-7.54399783016235e-19,0.0155285559251862
"141",0.1,0.986170491293035,-1.00248043373441e-18,0.0155658457530279
"142",0.1,0.95907164775384,-4.17563526073847e-19,0.0152083210972655
"143",0.1,0.977635839329586,-8.8588804261075e-19,0.0153588731218144
"144",0.1,0.982345909431133,-6.34246412442758e-19,0.0157199198638049
"145",0.1,0.971728421580202,-1.30732759145123e-18,0.0149705608942545
"146",0.1,1.03390748244912,-1.18347443390371e-18,0.0164286348545502
"147",0.1,0.995095033622919,8.81063342943189e-19,0.0156923926022897
"148",0.1,1.00495750379266,1.15671496903405e-18,0.0156214266104754
"149",0.1,1.01338908515586,7.13869203550557e-19,0.0157601215767258
"150",0.1,0.968491934681322,1.61464342669283e-18,0.0157727508531542
"151",0.15,1.01005019790423,-1.7603919624104e-18,0.0204522627236221
"152",0.15,0.979612133185168,-2.36668628759377e-18,0.0212095915347031
"153",0.15,0.967422084767942,1.65382166511865e-18,0.022333700889645
"154",0.15,1.00824892597546,-1.40797035217809e-18,0.0221123826821164
"155",0.15,0.981851162802771,-1.96854692106636e-19,0.0217544054829652
"156",0.15,0.953257355598393,-3.35631299635359e-18,0.0213398959149078
"157",0.15,1.09041908811747,2.57595678864126e-18,0.021257320139267
"158",0.15,1.03548867379702,-2.19355021207615e-18,0.0222342670086702
"159",0.15,1.00183251968903,7.31459960282661e-19,0.022655765441431
"160",0.15,0.958471210863088,-2.53433274258023e-18,0.0218112022159735
"161",0.15,0.978172222144266,-4.12606689266515e-20,0.0214255138240179
"162",0.15,1.01834055023633,1.43922459738236e-18,0.0214778047477152
"163",0.15,1.09849296662935,-2.87227008941449e-18,0.0217473644949273
"164",0.15,0.97189540995952,-1.71779636955888e-18,0.021658213106186
"165",0.15,1.00915419825569,-7.4456059536137e-19,0.0211675249647222
"166",0.15,0.939166430254499,5.23142794817307e-19,0.0217465752267733
"167",0.15,0.965015851944801,1.048463311342e-18,0.02065955157387
"168",0.15,1.01648694947778,-4.11729586649633e-19,0.0220677090753909
"169",0.15,0.950036001045099,-3.83239209952261e-19,0.0211313729117661
"170",0.15,0.967082690350151,-6.5344356715933e-19,0.020776902338945
"171",0.15,0.974815776838079,-1.43057766154031e-18,0.021200912012317
"172",0.15,1.00994050127973,-4.27260359254014e-19,0.0223013698030201
"173",0.15,1.12362763135238,2.3318944092853e-18,0.0215011879789472
"174",0.15,0.967279570538555,-1.14914588261739e-18,0.021094189495736
"175",0.15,0.986901489692474,-1.47213606254792e-18,0.0222314572821186
"176",0.15,0.985932404780422,-2.451862438462e-18,0.0213198424990637
"177",0.15,1.0081426781268,-9.65617559869902e-21,0.0217843832523482
"178",0.15,1.14035048401721,-3.27360149960363e-18,0.0233081121546001
"179",0.15,1.08615558010599,-6.22495736123736e-19,0.0223802901639333
"180",0.15,0.980600267383859,3.37817068155749e-18,0.0211620483067483
"181",0.15,1.0539388572673,-8.76076012949756e-19,0.021751729153436
"182",0.15,0.937991971935511,3.26759900062291e-19,0.0216106207759081
"183",0.15,1.08242159170028,-2.64723884631744e-18,0.0222851611642798
"184",0.15,0.95585922918366,3.27883785728356e-18,0.0218512444891001
"185",0.15,0.952001828367154,-1.13754830750358e-18,0.0213637062552815
"186",0.15,1.00895262048659,3.12404258617283e-18,0.021657379116314
"187",0.15,0.947322074488058,-2.4201086555771e-19,0.0215906175818954
"188",0.15,0.984485466762935,1.37213577631155e-18,0.0218469418393763
"189",0.15,1.04835850307148,2.5669502873131e-18,0.0224931514996845
"190",0.15,0.988247255807723,3.09831438391646e-18,0.0221163924856424
"191",0.15,0.992454184354932,5.85360752924924e-19,0.0208833561912331
"192",0.15,0.956497238955971,1.96545694487477e-18,0.0214024536251077
"193",0.15,0.939604362173839,-3.35756745214848e-18,0.021889780962538
"194",0.15,0.953324960916948,1.52092897195803e-18,0.0215623760472638
"195",0.15,0.987235934990831,2.2972346681166e-18,0.022307772777597
"196",0.15,0.985872067776952,-3.83360335663718e-19,0.0225408527770181
"197",0.15,1.08300270686472,-2.46912137003702e-18,0.0206725396541876
"198",0.15,1.00838416233233,-6.37694683571031e-19,0.0219372444424496
"199",0.15,1.02557724703743,4.84571879014661e-19,0.0208518176344523
"200",0.15,0.960210616211123,2.47232993084122e-18,0.0217040097971247
"201",0.2,0.980409377277656,-1.10936243915075e-18,0.0276738169682272
"202",0.2,0.963553925906259,-3.88611601123516e-18,0.0278742999804946
"203",0.2,0.941629179441434,-3.30072815325592e-18,0.0281596743329573
"204",0.2,0.958665451518002,-5.06348841978685e-18,0.0272134686297569
"205",0.2,1.00743220911571,5.70399398219334e-19,0.0279772327949431
"206",0.2,1.0166895739337,1.96144031463889e-19,0.0276241170886528
"207",0.2,1.02160822344195,5.59790607016506e-18,0.027219611198555
"208",0.2,1.03913417690237,4.34956161799588e-18,0.0282189632786715
"209",0.2,0.99305412041419,-6.410884057775e-18,0.0279356011204077
"210",0.2,1.01924016983606,-5.80134856101896e-18,0.0277242516106624
"211",0.2,1.09263446362449,-5.99846202169099e-18,0.0282069523508435
"212",0.2,0.969281286641903,-1.92073445229269e-18,0.0278402071427233
"213",0.2,0.937916020077786,2.67795564911667e-18,0.0273440463168688
"214",0.2,1.04176122722992,1.31957526435206e-18,0.0278965540698348
"215",0.2,0.998890211907002,-4.2153979518979e-18,0.0267767078850225
"216",0.2,1.02448812617028,-5.14746157211175e-18,0.0283673013257225
"217",0.2,0.960661431442929,-4.52261722538351e-18,0.027999610183472
"218",0.2,0.951349706450978,-8.22987375947645e-19,0.028148860368875
"219",0.2,0.923264493041386,-6.20378789030311e-18,0.0280602596171447
"220",0.2,1.01755024750347,1.37314882771647e-18,0.0280068327265991
"221",0.2,1.00118029062674,-2.94111862143322e-18,0.027646342080844
"222",0.2,0.973632116008466,5.51885333223076e-18,0.0272837841553833
"223",0.2,0.953121843776026,-6.70341620347169e-18,0.0279638174797628
"224",0.2,0.939340668810322,-5.13407834566601e-18,0.0274329025425386
"225",0.2,0.925997632509193,6.20479755357624e-18,0.0271678912718569
"226",0.2,0.969322239139295,-5.67664879404066e-18,0.0280469993011599
"227",0.2,0.924168092839108,-4.77606642386094e-18,0.0269903097829393
"228",0.2,1.05343609234536,-1.41802124513021e-18,0.028449610356702
"229",0.2,1.03668888704278,4.45442429686596e-18,0.0276855176289523
"230",0.2,0.967407293104109,1.0251571997983e-18,0.0274877052948417
"231",0.2,0.958532769345229,1.23609212058715e-19,0.0275378944695463
"232",0.2,0.974539808077795,-2.96211656819565e-18,0.0279799667963288
"233",0.2,0.984443856971441,1.44480103879061e-18,0.0295628550437748
"234",0.2,0.977996696872876,8.90018598778035e-19,0.0275373851531795
"235",0.2,1.07008075450674,5.17579207134032e-18,0.026046751222605
"236",0.2,0.966715219738144,5.72993224862064e-18,0.0264493498805601
"237",0.2,1.30141328957808,2.85790271656317e-18,0.027837309962156
"238",0.2,0.917975509299369,6.81444782329663e-18,0.0278243475233285
"239",0.2,1.0344918523474,-5.67809213818278e-18,0.0287725795847444
"240",0.2,1.09322018708935,4.69139362232161e-18,0.0286624899881437
"241",0.2,0.970005856783073,3.76279140224672e-18,0.0272456109759081
"242",0.2,0.977981701639853,-2.15278505742364e-18,0.0282626854891785
"243",0.2,1.01381225156461,1.54764354408149e-18,0.0281342895777143
"244",0.2,1.04576403039877,6.53393422808853e-18,0.0282736055861256
"245",0.2,0.990436375402553,-1.84793789970682e-18,0.0284782624909011
"246",0.2,1.02914332417769,-6.45437750555061e-18,0.0278758008503788
"247",0.2,1.06864314442754,4.92408712545953e-18,0.0282470593578253
"248",0.2,0.941406193226506,-5.02303412622598e-18,0.0275565199080209
"249",0.2,0.95719885441861,-2.27517369500536e-18,0.0279642014143145
"250",0.2,1.13120751955814,6.92459598775758e-18,0.0282310188804952
"251",0.25,0.902651341282923,6.63686905997066e-18,0.0342048452821195
"252",0.25,0.99083370351882,-1.25891593157068e-17,0.0356789897448407
"253",0.25,1.03794856264606,-6.8259945764336e-18,0.036331798871957
"254",0.25,0.988173379412342,1.14773184581524e-17,0.0348524922007099
"255",0.25,0.980265545052505,7.16463834874587e-18,0.0368350123006705
"256",0.25,0.971089497485731,6.4361798497118e-18,0.0370039256652729
"257",0.25,1.00742042612755,2.07445822672514e-18,0.0349466492624528
"258",0.25,0.924426046656186,-7.94590765797534e-18,0.0349698002286551
"259",0.25,0.915166722924694,6.47928027419989e-18,0.036038563450724
"260",0.25,0.954622452487921,4.23586607955183e-18,0.0345945303672866
"261",0.25,0.937367045771215,1.11174937799611e-18,0.0361864111898585
"262",0.25,1.03139268440115,-1.3764820717705e-17,0.0362682008367124
"263",0.25,0.916238433783688,1.11137769993885e-17,0.0365161594838453
"264",0.25,1.03385486517096,7.66276826063075e-19,0.0359580585590879
"265",0.25,0.971368063219756,9.21578622876257e-19,0.0355960283827537
"266",0.25,0.977868587805126,1.20500635023609e-17,0.0359214595294475
"267",0.25,0.997784929570501,-3.13725757069942e-19,0.0346581633291745
"268",0.25,1.20988824886207,8.37045581773225e-19,0.0360468400725319
"269",0.25,0.894019422156616,1.21714399355707e-17,0.0359682336240984
"270",0.25,0.989523377524852,-1.07241613254093e-17,0.0360152668295274
"271",0.25,0.957947329143829,2.96861331090109e-19,0.0357396340655742
"272",0.25,1.02613923483403,-7.23101862675629e-18,0.0346308477940775
"273",0.25,0.959360469150645,2.899590078337e-18,0.0352995372062567
"274",0.25,0.923693869673496,4.17200657159243e-18,0.0356987787124905
"275",0.25,0.951147059940779,-7.02242829316545e-18,0.0343234199767453
"276",0.25,0.967471192528668,-1.18841970871131e-17,0.0344964643912334
"277",0.25,0.959641254337666,-7.36586627195918e-19,0.0346223028339124
"278",0.25,0.93282275694186,7.48163873518989e-19,0.0355125365965814
