"lambda.in","beta.in","coef.(Intercept)","coef.x","aic","log.lik","Pval.(Intercept)","Pval.x","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0,0,0.495260351368983,0.674490414591078,87.3626291700716,-41.6813145850358,0.0393195885906867,0.0466411150916906,1e-06,NA,0.393716111235593,3.58025012437849e-06,0.0450790299950806,-0.346433186370024
0,0.25,1.37197941994812,-0.0825242453627602,75.9930554405987,-35.9965277202993,6.24245273250779e-08,0.763784760152306,1e-06,NA,0.315012581033097,4.31465174456927e-06,0.0298777212987917,-0.963004545744873
0,0.5,0.8886203754179,0.765525690635565,96.4160904161074,-46.2080452080537,0.00215679070190777,0.0497568984802934,1e-06,NA,0.393511849755609,2.20456624137246e-06,0.0194722938602165,-1.61830652583942
0,0.75,1.11671418860508,0.464999174057648,87.8255917316141,-41.912795865807,3.82936566138969e-05,0.165819053443881,1e-06,NA,0.437548136119186,3.82771357488688e-06,0.133298907707699,1.25507837011461
0,1,1.09279218673256,1.11597655483461,82.5498792030235,-39.2749396015118,1.63143107654307e-05,0.000860763044722823,1e-06,NA,0.602109635572199,2.98975377177821e-06,0.136937889104306,1.56371384345737
0.05,0,1.24351911996391,-0.245149015079929,87.3206230966224,-41.6603115483112,7.23354797349529e-06,0.456290090399852,1e-06,NA,0.443886940341891,3.71275222358642e-06,0.147111415651373,0.831806689807979
0.05,0.25,0.637875955396582,0.478498765336248,93.5564022426037,-44.7782011213019,0.0321640113140476,0.185264215397109,0.0792269289440276,NA,0.618673572957985,0.201000703897794,0.129540515242645,0.395359402541663
0.05,0.5,1.51751029440189,0.20052304138104,97.125258684715,-46.5626293423575,6.98245326424818e-06,0.598437839537368,0.0275940819265381,NA,0.554875621138858,0.0479820040911705,0.13873888207101,0.656272071197783
0.05,0.75,1.16317560403035,0.42169221149846,89.4794211047758,-42.7397105523879,3.12097284020929e-05,0.219096064378538,1e-06,NA,0.203457055125962,4.89629573295423e-06,0.0974027075262841,-0.493248173697395
0.05,1,0.700300655655087,1.3426794806321,88.8223729853766,-42.4111864926883,0.0138875751126841,0.000284758590315848,0.092170565142855,NA,0.684069864691916,0.258292953992411,0.126214162355198,0.27692762283895
