"lambda.in","beta.in","coef.(Intercept)","aic","log.lik","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0.7,1,0.198320859143156,1134.87246159672,-566.436230798358,0.658052498113746,0.556700669644011,0.744004164900075,16.3010705689919,0.0966432159993291,2.81744760789158
0.75,1,0.836302803382681,1094.81453739498,-546.407268697489,0.754079557516695,0.655102979232041,0.830577446223567,18.4424878509438,0.0719273059018512,2.55503969834893
0.8,1,0.351562479809804,916.270413209381,-457.13520660469,0.820197598183704,0.73440410426835,0.882769394665593,15.3042665423858,0.123408955429861,5.98091827521416
0.85,1,0.975440245668065,981.022220470586,-489.511110235293,0.858323592748225,0.78877256232067,0.908355451618722,17.5947765541574,0.249149843141783,9.28721004630653
0.9,1,1.24333528226577,841.314367780835,-419.657183890418,0.928995529616332,0.893668204302519,0.953762852110124,20.1712839847735,0.200677285594342,5.17834752705109
0.95,1,1.24075625817458,725.140586985812,-361.570293492906,0.928846412406034,0.896806490552518,0.952116337083604,23.2836811527252,0.18392619671025,4.46172668322058
1,1,1.32881283941518,395.796478563856,-196.898239281928,1,0.999902764204116,NA,28.1594796756122,0.749950772612974,6.44568196092244
0,1,0.952109097985378,1455.75007399882,-726.87503699941,1e-06,NA,0.0497617905596048,1.0619667745266e-05,0.00452331647592388,-1.81275669015754
0.05,1,0.833503314814364,1458.16370058832,-728.081850294161,0.0455212828811378,NA,0.179932638757642,0.564837568532931,0.00183497364778022,-0.475913261991659
0.1,1,1.03504467149362,1406.622755064,-702.311377531998,0.131420878718228,0.0301321168586207,0.271963821768159,1.37541112390141,0.0418349363555628,1.58202684759932
0.15,1,1.29778838075296,1411.78261923829,-704.891309619143,0.0166465153912838,NA,0.111341278329232,0.113111155753408,0.0234188731586645,-0.633562892902403
0.2,1,0.944374442551642,1427.46531578346,-712.732657891732,1e-06,NA,0.108038421032052,4.01790131243532e-06,0.0232914838724878,-0.0329473250598318
0.25,1,0.867238114495901,1389.66034995445,-693.830174977227,0.189402760125451,0.075469011479599,0.350403443975993,3.28623550089798,0.0170563763917639,0.26209514191759
0.3,1,1.08310395220934,1370.2140174552,-684.107008727602,0.415175066182376,0.279398120337122,0.552802545286191,8.02888998928927,0.0672669702247776,1.93954529206604
0.35,1,1.36702995069658,1307.59016875265,-652.795084376327,0.422403392555513,0.278555274803142,0.566238143053794,9.69970048141817,0.035125748617319,0.220264354175488
0.4,1,0.875580846673399,1265.51335940522,-631.75667970261,0.370817767789607,0.22300510075809,0.529424325234356,10.3559577122592,0.0891846354198241,2.47790654250475
0.45,1,1.06896081250128,1258.39500761437,-628.197503807186,0.454902194057571,0.322064597474417,0.583949152377449,8.52480157919909,0.0733413160925114,2.05030537586592
0.5,1,0.742098207490543,1277.29699743211,-637.648498716057,0.406077850757081,0.269861633133491,0.546657090880016,9.8561381391039,0.00915765630459826,0.0227441309934693
0.55,1,0.565235356405936,1197.45963234509,-597.729816172547,0.45916900800493,0.325262992535678,0.591821392099808,10.7177182054623,0.0850042766803959,3.93905789158497
0.6,1,1.25128505315075,1211.19722357572,-604.598611787858,0.666597060533952,0.561873420854149,0.754542484774437,14.2050122996207,0.0659175895638215,3.13204501181016
0.65,1,0.95687437710485,1166.47308438762,-582.236542193809,0.574990941641713,0.446232709179991,0.689309736611968,19.3382445092905,0.0681119256494733,3.28007931385817
0.7,1,1.0791862306749,1159.69858126212,-578.849290631061,0.700083410436229,0.600340775253596,0.782860897628444,17.0479523767891,0.171719139302023,5.89275529704819
0.75,1,0.87421545734648,1013.91267872875,-505.956339364374,0.693257201877917,0.570597218210042,0.789069133897427,11.1071575689976,0.0222312028800564,0.241742094324952
0.8,1,1.0431364436394,1014.04721360039,-506.023606800194,0.812422943382293,0.736682598941013,0.870345549902582,21.9847476641459,0.170320191563563,4.9277910686374
0.85,1,1.13616927180491,983.534399206429,-490.767199603215,0.841069919892683,0.770791202705477,0.892211390784091,17.24837546445,0.233311039401473,7.48517666640594
0.9,1,1.23583544817934,824.388854439602,-411.194427219801,0.919521376264839,0.882101701324042,0.945883138811117,25.2322972643543,0.25927772095434,6.91621083333564
0.95,1,1.42566071058238,759.08264735175,-378.541323675875,0.959406124251248,0.937077875918942,0.97446844139112,21.4804745996386,0.0871944216302281,2.97841725943923
1,1,1.15521984788147,451.361852001162,-224.680926000581,1,0.998744053836445,NA,30.2678226295985,0.994304406555088,9.79116485168754
0,1,1.03793190562293,1511.60692982995,-754.803464914974,0.0517133420596373,NA,0.165125209489383,0.424242389919865,0.0325113754481514,0.494975527107045
0.05,1,1.16270919666022,1437.43716400186,-717.718582000932,0.103892541479979,0.0400517501632898,0.214247850344109,3.58816571990647,0.030468426501294,-0.486203715050339
0.1,1,0.978012729400077,1443.3205293755,-720.66026468775,0.127757191048695,0.0493411802173823,0.247750537907745,2.95038046150698,0.0536393391037739,1.22114742162203
0.15,1,1.11089693954369,1455.46979635403,-726.734898177013,0.180912048779844,0.0616075430887595,0.356543129934199,3.47498013666894,0.00386442227728839,-0.999260712643668
0.2,1,1.00628352577123,1410.23469050049,-704.117345250247,0.122085367786165,0.0163610985684813,0.297000971138407,1.90908530032718,0.0430068746809677,1.15689729339537
0.25,1,0.753605341651395,1415.05747605515,-706.528738027577,0.230988973437597,0.121300816416818,0.384430827617281,7.92744240935153,0.0692061953432674,3.15735919765365
0.3,1,0.741853410537967,1388.94372098715,-693.471860493574,0.432864040112816,0.291476354900201,0.57173466807669,8.25634845170096,0.0131406006700812,1.00542339895319
0.35,1,0.965380012802171,1323.9296445559,-660.964822277951,0.196877054653525,0.0945868142826474,0.329365425736466,3.4737930266758,0.0259031524904203,-0.299741374946865
0.4,1,0.968030775398803,1317.56059608927,-657.780298044637,0.516474165566012,0.366956203033228,0.648102992916126,10.2247479292342,0.0791417545649082,2.81173558073785
0.45,1,0.918932542996424,1364.7347256815,-681.36736284075,0.392159258768401,0.260879338635104,0.529927176676285,9.27404154744115,0.0634732379970108,2.43674410283873
0.5,1,1.06382077399568,1297.51042702975,-647.755213514876,0.403454758019666,0.279184872017145,0.536529634843888,12.1549379607939,0.0690206205932487,2.22867948495646
0.55,1,1.41635803289569,1274.98777473449,-636.493887367246,0.549312059863611,0.418540131492814,0.668517277819953,10.0244037533979,0.0776243561774525,2.43026682799868
0.6,1,0.657182893713963,1255.44577327658,-626.722886638288,0.589145437546144,0.454058865997133,0.70512126952042,9.50366022039089,0.0999071828709341,3.93912906990917
0.65,1,1.18541954562248,1154.32145338366,-576.160726691828,0.729782162792193,0.633424272323066,0.80905953328849,21.2507801446671,0.210235459409482,5.075817789925
0.7,1,0.995397421105548,1141.4965984698,-569.7482992349,0.672822622698852,0.553054712769826,0.770741434127529,15.3087645856695,0.0398052373915807,1.46701085628191
0.75,1,0.876667992540182,1042.54363627295,-520.271818136473,0.756009600278654,0.661338202528837,0.8280988378026,14.3803761198954,0.072059787948035,3.03830754943562
0.8,1,0.569294585718571,1039.03634056876,-518.518170284381,0.79053821638991,0.708585011901296,0.854374492854285,20.5375484905733,0.160830997020388,3.11871250368667
0.85,1,1.24792869717089,945.167694868582,-471.583847434291,0.850300759173495,0.785685541743483,0.898463551816991,21.8470031504636,0.231957222087519,5.26679422824738
0.9,1,0.918046341095426,879.281624791885,-438.640812395943,0.894536659751319,0.848783950819197,0.928097459868123,21.8042570651691,0.268749328977255,8.59034956532204
0.95,1,1.19436924569277,800.464870479249,-399.232435239624,0.939323653067408,0.907968932707226,0.961067113017874,22.2961244983197,0.348239787960512,6.67599289348858
1,1,1.45555850868779,537.07145883958,-267.53572941979,1,0.997934278090151,NA,26.5192362692066,0.768779702876339,8.51865630860859
0,1,0.940806917250396,1483.80101419396,-740.90050709698,0.013488495669794,NA,0.0983333397471659,0.110887947132496,0.0461596994219964,1.69966640569549
0.05,1,0.966693851361253,1467.08120130279,-732.540600651395,0.0768053395760696,NA,0.204262376584122,0.879673588663738,0.0253041937302573,-1.35156918757042
0.1,1,1.06898919887223,1409.93085879181,-703.965429395903,0.0756801467972327,0.0199913684065846,0.18104880846119,1.80231732088924,0.041247172784614,0.698130045083249
0.15,1,0.940528650804006,1446.81539872646,-722.407699363228,1e-06,NA,0.0838868411804572,7.55452133071654e-06,0.0201443567048289,0.601738528019486
0.2,1,1.11228893166935,1398.40943449984,-698.20471724992,0.22023784838665,0.101065204158092,0.364404920213099,3.8110084803622,0.0161286660674617,-0.345284143694612
0.25,1,1.17686462737552,1401.78349298117,-699.891746490585,0.317423200234117,0.177149180393979,0.478830391359678,6.17952565624745,0.0478968839721975,0.247195883926529
0.3,1,1.34367283554435,1415.99057020733,-706.995285103665,0.253101974435182,0.137837028360246,0.398287205039287,6.4945651144943,0.037591817207569,1.1099000524161
0.35,1,1.03744914470657,1332.70975875291,-665.354879376456,0.354092673131416,0.216496352691852,0.499616047501334,5.71738858227888,0.0469749763313287,1.78939535817544
0.4,1,1.01012307325168,1300.900825782,-649.450412890999,0.408204403881707,0.265598767171244,0.551904286072419,7.65780994353209,0.0681165332871842,2.03750456811649
0.45,1,0.721913596226724,1319.48239706609,-658.741198533045,0.533844020637915,0.388657174383738,0.664326176425159,9.683518921438,0.0913839797503867,3.44309072791251
0.5,1,0.828595047774881,1276.03662809654,-637.018314048272,0.524868087400335,0.382502064810266,0.655691746015362,10.9338017279246,0.0741857069384362,3.27112448966764
0.55,1,0.937979159405174,1197.47439953898,-597.73719976949,0.556723601130091,0.425371826042983,0.673714971319037,10.5568752141087,0.0736412789573606,3.43947722868248
0.6,1,0.626524657536121,1191.87491629779,-594.937458148897,0.660224180424046,0.555470749550291,0.751848545603251,17.1195595788578,0.0798685644600047,2.61201676727403
0.65,1,0.836208253303098,1105.67605724426,-551.838028622128,0.72691487144853,0.623322685715232,0.807395029420479,18.6288161463447,0.0839860254364521,3.10739913854086
0.7,1,1.191097369085,1159.73820849267,-578.869104246335,0.679939804519187,0.563228950388985,0.772686623278136,12.3047331133721,0.0951574275828132,4.02829640441435
0.75,1,0.822818099569574,1093.57068515744,-545.785342578719,0.821299488524781,0.742914517828465,0.879311639409654,16.6290068702448,0.171159840397647,6.93664702079448
0.8,1,0.717277690759408,981.210363857331,-489.605181928666,0.763774888854359,0.676046429951573,0.832721218863439,17.3719735613336,0.120898359121589,4.01072365541605
0.85,1,0.9443634941248,1043.4118069528,-520.7059034764,0.832699121321294,0.766139986257266,0.883183663155717,19.5234523321711,0.189909547150993,5.30317535730242
0.9,1,1.09448875147784,905.483979063001,-451.741989531501,0.893875916891069,0.840025391025359,0.931725916592572,21.7892857827539,0.339756408584805,8.34240382490028
0.95,1,0.682495015922428,740.653796779469,-369.326898389734,0.951398963845215,0.925902678792027,0.969048580364991,29.8709575518641,0.756386724902559,8.66182240926817
1,1,0.582623772048656,475.030703195037,-236.515351597519,1,0.99992157760368,NA,27.063190723384,0.698923318077703,3.76703784476667
0,1,0.948844303205133,1427.22770749771,-712.613853748853,1e-06,NA,0.0389627286157915,8.67529172833455e-06,0.00492899941707202,-1.28580902096688
0.05,1,0.864935862272473,1468.28020098091,-733.140100490455,0.0549977868275659,0.00493020043056684,0.168343447951717,1.05918450783527,0.0520767275716635,0.216573010608557
0.1,1,1.09511501683757,1485.58675508405,-741.793377542026,0.10575749477436,0.0405039237343387,0.217077055954984,2.87435098543389,0.0305619971204599,-0.802433625761666
0.15,1,0.661293027069205,1465.52093276756,-731.760466383781,1e-06,NA,0.0849799667898975,1.02381279724044e-05,0.0437935548236228,1.19637241813397
0.2,1,0.814843844434411,1395.2394878297,-696.619743914852,0.175297430116992,0.0803243334341506,0.31564208713404,5.47584481808877,0.00533340554764333,-0.708198297224413
0.25,1,1.08173309932277,1388.81289037971,-693.406445189855,0.306833419344296,0.169097010883951,0.463718685660577,6.04887586750772,0.0400638767994458,1.2597259512406
0.3,1,0.864344164825398,1290.99917503096,-644.499587515478,0.171738443701564,0.0677438477604852,0.321603204970167,3.75332763126353,0.0217253098886322,-0.262214412236645
0.35,1,0.925179314348867,1413.1508628297,-705.575431414849,0.204220721466443,0.101542716225461,0.336890837752329,4.22438643893868,0.0408871560571897,-0.0627441181839061
0.4,1,0.841577990553563,1307.19939387761,-652.599696938806,0.275516518063797,0.150377544999501,0.433024695939697,5.70985915263372,0.0510653898446825,1.98300626209419
0.45,1,1.06910071241206,1245.75281140076,-621.876405700379,0.409265654370688,0.280195042942635,0.540373826691083,9.7807172989239,0.0450061449891242,1.52081389977602
0.5,1,1.19889301653051,1312.10945562292,-655.054727811462,0.532813752908374,0.40688241236077,0.647249225320239,10.9324927168189,0.0808230280099321,2.94055217280728
0.55,1,1.04127728657373,1275.40345780645,-636.701728903223,0.580345645408212,0.442832885879502,0.696408802697475,9.88438979666213,0.0616346706865268,1.85723353285272
0.6,1,0.762026261031394,1172.30189118792,-585.15094559396,0.572058863229253,0.436466161902972,0.69305137137317,10.6883317769379,0.0569863984365812,1.21910152747481
0.65,1,1.57169381878038,1192.52757135376,-595.26378567688,0.553246003584664,0.413658385877096,0.677499217066733,11.5966686098843,0.0524496909700349,2.70607312398074
0.7,1,1.23641195060898,1085.95307924483,-541.976539622416,0.758822212601561,0.660424798792299,0.832176030193384,15.9298152321112,0.112186641863008,4.87242459760467
0.75,1,0.771780290785745,1103.08199046462,-550.540995232309,0.802605168139716,0.719732662940712,0.864104067331646,16.8409532045475,0.0644836931661757,1.75786496593009
0.8,1,0.741253501131314,987.899000209842,-492.949500104921,0.860690807389751,0.792178820988185,0.908286357874205,15.8479984453799,0.067939541166354,2.57010167914687
0.85,1,1.11761766412742,943.225190828048,-470.612595414024,0.809158017673995,0.734631742979635,0.866541853027219,21.9573445762734,0.219963729301223,8.11918301249076
0.9,1,0.744862699552447,928.110589555989,-463.055294777995,0.922997791597253,0.884009684985051,0.950407936904021,23.3677714104118,0.391502482269452,9.84284882602026
0.95,1,1.10966767448517,654.352661864968,-326.176330932484,0.902353925860346,0.85548042634504,0.935061630888275,21.7512906463947,0.134267249788396,4.39676184017289
1,1,0.615879242188195,448.693235723679,-223.34661786184,0.99884291767413,0.995857245832329,NA,26.2698319033263,0.679310050549059,12.6294357859257
0,1,1.01664673097538,1481.36136242873,-739.680681214366,1e-06,NA,0.033486855038569,1.1562686589224e-05,0.0533730335292331,0.525145266780776
0.05,1,1.04446247532449,1404.63709301926,-701.318546509631,1e-06,NA,0.0842675167725492,8.56981313496181e-06,0.0555574659986377,1.52360402938188
0.1,1,1.07593612131152,1441.07319772748,-719.536598863738,0.0781551300993652,0.0183346245689427,0.19040777958559,1.63133453745359,0.0348528197086385,-0.0179025251212322
0.15,1,1.4362084764372,1425.00631369092,-711.503156845462,0.120950630399552,0.046088565322396,0.246471390311561,3.66355262657412,0.0492875157050235,1.48649310411667
0.2,1,1.06706281219976,1424.96936051402,-711.484680257008,0.198359997457046,0.085957517530593,0.338513317738283,2.94823841903768,0.0293553321205402,-0.557582853270503
0.25,1,1.16431836646867,1374.29028736959,-686.145143684796,0.21634398013766,0.104842597886466,0.358898613397329,4.81583454394346,0.0419283419873086,-0.10922252959058
0.3,1,0.651239638210714,1358.53316718368,-678.266583591842,0.305373928263159,0.181031742996634,0.45071532696136,7.24582457752053,0.0518110916983493,1.32653450351841
0.35,1,1.20324294223599,1340.86283745443,-669.431418727213,0.340445484122764,0.19626088158593,0.493611107079965,5.55401882328757,0.0324848642021981,0.581466428073821
