"lambda.in","beta.in","coef.(Intercept)","coef.x","aic","log.lik","Pval.(Intercept)","Pval.x","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0,0,1.00993975247034,0.0314329288727406,745.53239030829,-370.766195154145,0,0.64770113829883,0.00712651169654568,NA,0.235595646932156,0.0213998344828778,0.102767106777303,1.61601702577193
0,0.25,1.14505481520561,0.285267638115866,733.424047300074,-364.712023650037,0,3.17728398369077e-05,0.0121908106433135,NA,0.160911834235053,0.0857261430660653,0.0529040185202971,-1.43354911549941
0,0.5,0.897734394569106,0.529224864483102,723.585854025601,-359.792927012801,0,1.75415237890775e-14,1e-06,NA,0.0570388117209729,9.31359528762083e-06,0.0800740980479188,0.409873995789159
0,0.75,1.00638991391502,0.730614302906893,764.312878957719,-380.15643947886,4.57411886145564e-14,0,0.0261605972152403,NA,0.161277100305738,0.265311793553106,0.0642328449648958,-0.563271989032073
0,1,0.817204296253505,1.11082168043304,708.235430573861,-352.117715286931,0,0,1e-06,NA,0.216678050416693,1.5814899398591e-06,0.078409299262162,0.328817461967914
0.05,0,1.05454461271537,-0.0331505789606177,701.641868490563,-348.820934245282,0,0.606223405785871,1e-06,NA,0.079370874539741,4.10190833427554e-06,0.00436551038764045,-1.08531413958971
0.05,0.25,0.967392223018958,0.323321878894115,758.764874248894,-377.382437124447,2.91115790318486e-06,2.89659288799093e-06,0.157112371833865,0.0148627446176903,0.421888346285599,2.04215405657681,0.0467692345481211,1.26284832241561
0.05,0.5,1.16374502079836,0.493569267614099,674.424805656834,-335.212402828417,5.26245713672324e-14,1.55431223447522e-15,0.100584871674898,0.0105404595752693,0.298836432916848,1.63337938773933,0.0492375135048011,1.26786531184979
0.05,0.75,0.823862987550792,0.80982021833722,739.405449172386,-367.702724586193,8.34887714518118e-14,0,0.0135987197098136,NA,0.146233003721299,0.122763333549488,0.021367810772532,0.436194467591983
0.05,1,0.930378112479255,1.07893919716741,737.352123988695,-366.676061994347,6.05525968921938e-07,0,0.133698891641888,NA,0.341098311111781,0.806530957929683,0.00577368075866321,-0.829873820176172
0.1,0,1.04730021568448,-0.0206705924637296,695.333086099526,-345.666543049763,0,0.701430895884704,0.0440026527917893,NA,0.245402952982206,0.28744131164811,0.036058082159301,-0.43780756068366
0.1,0.25,1.04173027858076,0.245042937955365,700.09547829285,-348.047739146425,0,5.00023008289663e-05,0.041988428600891,NA,0.203216565128265,0.385273323335585,0.0407101866555604,-0.0443918251276971
0.1,0.5,1.16918686421641,0.518227747135516,744.20546221618,-370.10273110809,0,6.81676937119846e-14,0.0428435216236941,NA,0.234732648333797,0.465352298820474,0.0640555779877064,1.39265151244282
0.1,0.75,1.07012547010769,0.746765641656295,717.714597402941,-356.857298701471,1.19904086659517e-13,0,0.0690386801295787,NA,0.292922216671923,0.155448026639947,0.06668066051777,1.5103314000203
0.1,1,1.03560398214183,1.01351745968887,698.042712086246,-347.021356043123,0,0,1e-06,NA,0.101916764575655,8.42262350685868e-06,0.0300838089045432,-1.02826460630754
0.15,0,1.18755819336286,-0.0662980224602912,721.778382081642,-358.889191040821,1.61764330375291e-07,0.279597484475445,0.24569529069044,0.110296508922705,0.433776933225294,4.85290567483006,0.0245787277991952,-2.78504431604022
0.15,0.25,1.07043398760511,0.268055073399751,684.438283574161,-340.219141787081,0,3.67553583680014e-06,1e-06,NA,0.0908402949893721,8.53658380030067e-06,0.0396211531016128,-0.892668225686164
0.15,0.5,1.02666945249275,0.554590478840877,713.495881888517,-354.747940944259,2.22044604925031e-15,0,0.0545349845969079,NA,0.225925771113815,0.403839805717783,0.0358082503851391,-1.20061827154747
0.15,0.75,0.906153383621356,0.781703352686289,757.40022425796,-376.70011212898,9.24118559453291e-11,0,0.0382755086230411,NA,0.240318668020532,0.0980488914379958,0.0308838914642882,-1.63438688612988
0.15,1,0.935128568608603,1.12923184986908,733.945831013101,-364.972915506551,2.12431743529251e-07,0,0.136336619524452,0.0454153422541271,0.320322059999245,3.1710439249798,0.107399879900036,2.73197503810538
0.2,0,0.664238370845974,-0.0191475642891512,700.859692882759,-348.42984644138,0.00313439112984448,0.760343099225163,0.306511008083374,0.152265503599207,0.49572595647185,5.99352290404685,0.0579155937618976,0.131427937179971
0.2,0.25,0.933078022027389,0.297285109583251,683.253210150762,-339.626605075381,1.60798707682375e-09,6.0665146417449e-07,0.125956514884649,0.0223038154755371,0.34930940291754,1.95343993648592,0.0570808618336837,0.100694642501818
0.2,0.5,1.07948518906663,0.434903672778862,688.386268273626,-342.193134136813,0,6.58184617918778e-12,1e-06,NA,0.0873875853903952,5.90777954738801e-06,0.0693655649025627,0.805581493429703
