"lambda.in","beta.in","coef.(Intercept)","coef.x","aic","log.lik","Pval.(Intercept)","Pval.x","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0,0,1.03704439279376,0.0639908668668574,351.702660147985,-173.851330073992,3.10862446895044e-15,0.4747508182006,1e-06,NA,0.139859634844325,5.92699188931277e-06,0.0511058819583321,1.04368765628309
0,0.25,1.09745351771311,0.195179902415289,386.302514666314,-191.151257333157,1.24389387679003e-12,0.0632020915021088,1e-06,NA,0.0669962628558623,8.28311575223933e-06,0.0139390323683411,-1.19591552305722
0,0.5,0.960515404268812,0.618232542822287,380.770770084212,-188.385385042106,4.92934582041471e-11,6.95672022210658e-08,1e-06,NA,0.345587957596389,4.76837158203125e-07,0.0230647889222314,-0.296179245396027
0,0.75,0.878721841221323,0.830163044772984,389.368052717743,-192.684026358871,2.11264339355921e-10,3.24185123190546e-14,1e-06,NA,0.170460265725333,5.781343294612e-06,0.050237326436474,0.980493232956433
0,1,0.99410254205644,0.933663189693968,377.115996918276,-186.557998459138,3.04645197957143e-13,0,1e-06,NA,0.0924793959837995,6.82310486853322e-06,0.0753983276257272,1.66383484649429
0.05,0,0.809404956136049,-0.0846047749342144,379.081483537434,-187.540741768717,3.88238670603336e-05,0.374059105249928,0.105392319818003,NA,0.355369095397573,0.56599612641994,0.0612789482694289,-0.81017492271671
0.05,0.25,1.31830537674927,0.249077069127249,346.887287857826,-171.443643928913,0,0.00166036646231538,1e-06,NA,0.186672951877738,5.54547469597483e-06,0.107918554868808,1.37408412565015
0.05,0.5,0.999996156563542,0.50788647459743,375.294475866941,-185.64723793347,1.28741616323147e-06,1.16117139015159e-07,0.114877256136973,NA,0.417685935543605,1.13932826877485,0.0879137298599734,0.537087250496262
0.05,0.75,0.987124483458329,0.752416001213433,364.568888207273,-180.284444103637,1.99340544071447e-11,2.08721928629529e-14,1e-06,NA,0.112826711286246,7.12867564569762e-06,0.0448252859096337,-2.07480223580165
0.05,1,0.825402393584023,1.07937410427458,356.001547420587,-176.000773710294,2.10637329800534e-09,0,0.00894429768562696,NA,0.220855455114321,0.0217741233196831,0.0768064187181289,0.0391240195159197
0.1,0,0.969326392494796,0.100123376507584,376.634750984558,-186.317375492279,0.000136134870737603,0.29674728165064,0.186578687517956,0.0363537018724521,0.462230790734451,2.22352712179723,0.0730291523522838,-0.229738081075026
0.1,0.25,1.12350981100208,0.291809008977479,352.898498056688,-174.449249028344,8.57003357168651e-11,0.000183968435680804,0.0698038088399801,NA,0.332986490737812,0.469285258859157,0.0563934983643532,-1.13347096021596
0.1,0.5,1.01348543457132,0.628022116057535,360.728149514484,-178.364074757242,5.93303184359684e-13,1.71966885176289e-11,1e-06,NA,0.173137484824336,5.67716641416104e-06,0.0838310264615562,0.284616195571332
0.1,0.75,1.10634011350748,0.852594236042843,349.78851213996,-172.89425606998,0,0,1e-06,NA,0.249624719142489,2.94907495423626e-06,0.0524299730077954,-1.38874319133347
0.1,1,0.905585029713798,1.10707198331876,338.673581330296,-167.336790665148,9.55133749869219e-11,0,1e-06,NA,0.149045990190733,5.6520793872498e-06,0.0582102865590558,-1.13191247575087
0.15,0,1.07967692304451,-0.102192644330337,380.071659688175,-188.035829844088,3.96584486597185e-05,0.293651945613465,0.164740617641095,NA,0.490703789855589,1.06674959190502,0.126567263779563,1.35188272161525
0.15,0.25,0.708205631265407,0.416106774548289,367.038203802039,-181.519101901019,4.64229753194267e-06,7.37157952226397e-05,1e-06,NA,0.233917083271932,4.98973120128068e-06,0.0597055007212578,-0.472337833980159
0.15,0.5,1.28460640926766,0.509274446978628,371.182301615264,-183.591150807632,1.65836011589704e-09,2.63701419100926e-06,0.068796829932077,NA,0.309085481280228,0.262604157777309,0.028954468283431,-2.43111567817543
0.15,0.75,1.03228677981649,0.763374702736504,359.822448900514,-177.911224450257,8.43769498715119e-15,1.79856129989275e-14,1e-06,NA,0.0809073255705737,8.26250240858243e-06,0.110072424592244,1.11937925093301
0.15,1,1.22349690163323,0.904583421670191,389.566115335658,-192.783057667829,3.01980662698043e-14,2.07833750209829e-13,1e-06,NA,0.216698751267275,5.15226907371862e-06,0.10843836712984,0.984844931432799
0.2,0,0.994914540998948,0.135171612092109,365.787471630899,-180.893735815449,2.47252914564733e-06,0.123234596453904,0.274118602148078,0.0346795634411086,0.578667288815769,1.90116424933772,0.173808888296998,2.09766040926256
