"lambda.in","beta.in","coef.(Intercept)","aic","log.lik","Pval.","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0,1,0.99319806865896,344.76881784479,-171.384408922395,0,1e-06,NA,0.116845312944164,1.48892354927025e-06,0.0300277994552762,0.558633164866855
0.05,1,0.837815911555963,370.622133700738,-184.311066850369,9.3798680400603e-07,0.112177089460447,0.0035398252137449,0.42130447374803,1.26435853329146,0.0382918871611554,-0.945047338432038
0.1,1,0.931047578943355,355.974912615344,-176.987456307672,1.23392829287639e-09,0.0930624378429157,NA,0.436879186111737,0.760338784383103,0.087314998313155,1.11060984392539
0.15,1,1.05882231081928,351.810731341659,-174.90536567083,1.17584216552391e-05,0.234552688411999,0.0330767168972035,0.574954556721323,2.04119658770371,0.110136487585341,1.21035716684027
0.2,1,0.691428246084762,312.433915372295,-155.216957686148,0,1e-06,NA,0.341374941087685,4.67203091198574e-06,0.0780079148586228,1.80212205478167
0.25,1,0.943260600068104,332.947791401995,-165.473895700997,6.08690828407532e-07,0.22030791165373,NA,0.562474743738998,1.18741312120283,0.0815385030305957,1.37129661718927
0.3,1,1.4667107538076,375.423171244372,-186.711585622186,7.56857465589178e-10,0.265689216032847,0.0619216617635047,0.529848445280572,2.42708899519871,0.0498050839280738,0.406927876653645
0.35,1,1.0190395081528,333.638816909198,-165.819408454599,0.00129425505558789,0.3471970303669,0.138964235415259,0.602481401015401,3.74383139866561,0.112632990279601,1.80343382996315
0.4,1,0.827354528614153,349.452827659306,-173.726413829653,0.00043541174642403,0.394932587053869,0.115549493555405,0.665957281953124,2.54576559887109,0.0690078557522426,1.04117133873466
0.45,1,1.10346089586027,335.815263820518,-166.907631910259,0.00178941089156615,0.509664017633288,0.227138788812149,0.762296787522164,4.18117570071164,0.127091975214364,1.58350426026948
0.5,1,1.61848025878233,312.836582565568,-155.418291282784,4.49554068748803e-06,0.665038933716833,0.437237902805399,0.831160177301696,7.81867579921647,0.236496873417336,4.75063233624505
0.55,1,0.760234041687031,332.885896941802,-165.442948470901,0.00709648216696745,0.468627240088913,0.125904947967804,0.745748378502159,3.74163847813545,0.0329839613799954,0.197903341154034
0.6,1,1.24541319869123,311.556570674653,-154.778285337326,2.97561620032916e-06,0.444493351824903,0.164131714587104,0.74879726494156,5.42961645181809,0.122695820244443,1.5983106419536
0.65,1,0.823429775179464,305.586297390568,-151.793148695284,0.0225389093026283,0.651985791429507,0.391805095456188,0.838167185991662,5.91043282865481,0.117009180764586,2.28519588952713
0.7,1,1.12708501899448,261.289237845658,-129.644618922829,1.55070532414925e-07,0.530842548708875,0.311101688286537,0.726228856037457,5.72410521108689,0.157526759113152,1.8293991198827
0.75,1,0.932092337802637,287.141280452249,-142.570640226125,0.0227423407770715,0.899796870261937,0.776914403130635,0.962787007321234,11.8275348619255,0.510152632013987,6.3375293616522
0.8,1,1.39406239968416,258.262909303055,-128.131454651528,0.000871516216133905,0.831710174925113,0.676142756547721,0.918991985659417,7.08200153706049,0.153511206381543,3.4289468198863
0.85,1,0.51676775459526,256.578525263883,-127.289262631941,0.100630711727969,0.814721535988383,0.649183816596848,0.914095998899483,10.0553700508458,0.220647085609127,3.27520374596189
0.9,1,0.581108947283519,228.510658272436,-113.255329136218,0.147753696461315,0.885062106273084,0.760590100337333,0.951529997132055,9.01236877901301,0.327455069436,5.73157507041503
0.95,1,0.573956002893589,231.664629097396,-114.832314548698,0.0574490953139462,0.959129851547403,0.887231845968442,0.992658567915767,10.7157767091713,0.687588339141744,4.86768992016236
1,1,1.90870925304108,154.337067946624,-76.168533973312,1.86429093718132e-06,1,0.994847252863122,NA,14.0047229103445,1.13593308005712,10.2936576663393
0,1,1.01924725521717,368.032204631931,-183.016102315966,0,1e-06,NA,0.200005284115944,4.10883139124252e-06,0.0991783944146216,0.734539618192185
0.05,1,1.12073347436156,352.668839910481,-175.334419955241,1.55431223447522e-14,0.0831462037378813,NA,0.37231448653986,0.527631521367453,0.0830429796151979,0.386110175185004
0.1,1,0.7797285718872,373.533104259542,-185.766552129771,1.57865915229038e-07,0.0779667104388298,NA,0.342824323560598,0.433599840046826,0.00751434703688338,0.231910830322324
0.15,1,1.05281985707045,362.426520534225,-180.213260267113,0,0.00633175215963358,NA,0.265593538280463,0.0104845691737801,0.0744582092578338,0.876405257230285
0.2,1,0.974293632857813,370.486800440404,-184.243400220202,0.000665073178662823,0.372220695027814,0.178744082836984,0.591627185240921,5.2490583005479,0.102133981807638,0.846064352112824
0.25,1,1.0774194113834,316.920443251285,-157.460221625642,2.37814212766807e-11,0.122814558814215,0.0156095757471536,0.387679667720614,1.68083581171273,0.0641146244599094,0.503459864362815
0.3,1,1.1995966736412,343.681428432206,-170.840714216103,0.000828244764163433,0.44524623773438,0.212515167270069,0.682284397926985,4.78122102840709,0.0402273213407991,0.333775227565906
0.35,1,0.604641692775478,347.339095017243,-172.669547508621,2.66815458616065e-11,1e-06,NA,0.19863645431288,5.94614215533253e-06,0.071318149894503,-0.619238318660755
0.4,1,1.28933573529234,337.214041618612,-167.607020809306,8.90464433451754e-05,0.512919342520056,0.260496408352608,0.741378873709418,6.56906175754807,0.0935600848934518,2.18007483958966
0.45,1,0.652344493135101,345.808953087465,-171.904476543732,0.0889447965644212,0.577835403665343,0.350074510138578,0.755333879819435,6.08028137855612,0.10170509816175,2.24509215549388
0.5,1,1.3111658035963,338.128346140821,-168.064173070411,4.60689089987198e-07,0.443562059810557,0.197300304108331,0.676563516640734,3.86294146213098,0.0947137131004384,0.945515856488622
0.55,1,1.03897232520068,327.880300601611,-162.940150300805,0.00202092474378213,0.629606774513432,0.384126560351162,0.814018582789675,5.81501607077332,0.00846375358801489,0.469388897873819
0.6,1,0.478601799484898,314.71617878527,-156.358089392635,0.064414322226271,0.438087723635859,0.118413014580922,0.723034909765049,2.57463961032805,0.139574730999062,2.05275826916816
0.65,1,0.999943769529782,303.907440355128,-150.953720177564,0.00380196164117486,0.676118183421595,0.49801271491989,0.816220576313862,8.40816477965912,0.147826891339586,3.95100879972282
0.7,1,0.882157137810632,280.852909307495,-139.426454653748,0.0407703488179887,0.79861409047798,0.593433713911446,0.906765174352412,7.45297695884883,0.263653671649586,4.9412284809456
0.75,1,1.01087961513739,290.564157375872,-144.282078687936,0.000533477316744246,0.799347012597337,0.612563957006354,0.915961185154624,10.0517246138002,0.454560171633863,6.99932688963438
0.8,1,0.924333376151241,287.296198508561,-142.648099254281,0.00289542750497951,0.854236425533945,0.720866360165428,0.928118236889836,9.54582042485817,0.268148025134164,6.16511861099802
0.85,1,1.20550995268403,236.858322558024,-117.429161279012,0.00092247872696305,0.796584934989163,0.604110654180893,0.910119584508416,9.18809465710284,0.232348402460027,4.04284102045076
0.9,1,1.24672890127473,250.973994949522,-124.486997474761,0.00205764948989229,0.936566509882709,0.864960196671194,0.97398782534704,11.8302430697282,0.57484135318143,4.86591723820183
0.95,1,1.37016897482367,240.706380661006,-119.353190330503,0.00632343026266824,0.950031764810895,0.866555365655878,0.983771985424022,8.84687452190807,0.374791120725114,5.78648485936412
1,1,0.780806869852684,126.819690451471,-62.4098452257357,0.031965505087568,1,0.992318998190398,NA,16.0738115807111,1.71941852496629,8.01827309863858
0,1,1.08875877981165,372.771561650906,-185.385780825453,2.21220819440759e-11,0.0345948813715736,NA,0.290858435289778,0.284962647511389,0.0322453631876787,0.104509605474283
0.05,1,1.20675397876502,340.360237405797,-169.180118702899,0,1e-06,NA,0.110141863232867,6.96737251100657e-06,0.0307446035340296,-1.92771988850323
0.1,1,0.806270558950268,334.639698636234,-166.319849318117,4.66002183507896e-08,0.103128397423789,0.0068005496688158,0.363095848658958,1.36667370183489,0.0739676836652831,1.59880631689903
0.15,1,1.1548261542343,351.163111071916,-174.581555535958,0,1e-06,NA,0.116666596639469,6.8604920243922e-06,0.0541175918437888,0.380704158062745
0.2,1,1.13616523179613,335.058195966432,-166.529097983216,0,1e-06,NA,0.112613845982122,6.13898906211077e-06,0.0602593520891005,0.884916877699789
0.25,1,1.87380974179575,337.835705120747,-167.917852560374,1.56086010782985e-09,0.299244985566851,0.0093526532547112,0.659065405314404,1.87230928788418,0.14926021217729,2.10580894186165
0.3,1,0.89365553798925,346.89785972707,-172.448929863535,1.35666587075534e-06,0.174938039042822,0.041119816542734,0.445778821542819,2.47158609280594,0.0846576740829994,0.924345888359633
0.35,1,0.951594498022881,357.514198857104,-177.757099428552,6.02829897240476e-05,0.236499788024722,0.0469591015354058,0.507095675784843,2.06940831336702,0.00365553611954567,-0.850642802582361
0.4,1,0.972778039425734,342.030828055413,-170.015414027706,0.00141842465712716,0.478019151934054,0.238512883077321,0.706653063932131,5.07594604305424,0.156716558815672,2.73619490206097
0.45,1,0.96065715954844,339.430377185435,-168.715188592718,1.020395762108e-06,0.278384931707395,0.0650031138311447,0.524580115407421,2.39035469229989,0.0338061084648677,-0.257457341873279
0.5,1,0.803052511709956,345.073236887528,-171.536618443764,0.00703970350714034,0.54712071344074,0.306474402743701,0.752338462744155,6.56220308689911,0.0839322774039379,1.91660155509177
0.55,1,0.694297640192175,330.440386138719,-164.220193069359,0.00943165026099191,0.349327403854789,0.137829159562519,0.634303824773258,4.11125908654193,0.0700085527406219,1.16107034629638
0.6,1,1.1996138268194,325.159230203279,-161.579615101639,0.000239151306620222,0.583113996954872,0.300049510332864,0.791371759934017,4.05947084787449,0.246043906188296,2.32784655971724
0.65,1,1.14866719939702,302.807182057451,-150.403591028726,0.00255657714518964,0.76816609316862,0.556612909502714,0.888145154129829,7.9507767765005,0.133507033743868,3.94992183528933
0.7,1,0.574891932815491,291.406600235921,-144.70330011796,0.0819111773230159,0.64275967920379,0.402604856992921,0.809162305766383,4.92909531518205,0.115071397186359,2.38439872580434
0.75,1,1.20607337993321,248.407013096514,-123.203506548257,8.75020654447223e-05,0.713310976446814,0.489793951816047,0.855989587292263,7.40194841886334,0.116076715152502,2.63289469722127
0.8,1,0.769762401329207,256.940910122788,-127.470455061394,0.0580692399088805,0.748140325049474,0.525717687840604,0.880678603283902,6.30908339245555,0.130652094247608,3.15281653547468
0.85,1,0.821094469313256,248.643065983919,-123.32153299196,0.0232196128058475,0.87617208180645,0.769585932540537,0.939649084385364,11.2561534247929,0.436513254357411,6.87100660622744
0.9,1,0.717264548730717,224.99928977064,-111.49964488532,0.0674990427365332,0.937981420184717,0.838078281313059,0.97881422529868,8.73546856165768,0.38430158771642,4.62365992878868
0.95,1,1.728994754868,200.265764956253,-99.1328824781264,1.66772803922299e-06,0.940934717668205,0.833973618655334,0.987946545898079,8.74846189103683,0.319995156202042,3.16260361717303
1,1,1.15147589865693,145.480099243677,-71.7400496218384,0.00437405562885607,0.992992626770908,0.956284469016292,NA,14.5282929269983,1.04730157425218,9.73891008204866
