"lambda.in","beta.in","coef.(Intercept)","coef.x","aic","log.lik","Pval.(Intercept)","Pval.x","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0,0,0.934763908543296,0.110173399841232,191.377748341804,-93.6888741709022,1.35961840264098e-05,0.364941693736781,0.0266134896132642,NA,0.370989206931356,0.0939565641618052,0.0370017790679758,0.861193343287105
0,0.25,0.839564451072828,0.248634298595767,177.884835453244,-86.942417726622,2.12450235870243e-06,0.0306770222300958,1e-06,NA,0.405134837300882,4.49847275355177e-06,0.0717819458781141,1.44536260809816
0,0.5,1.30687358168336,0.383441956056288,177.765358949066,-86.8826794745329,3.5010281340675e-09,0.00329865334566248,1e-06,NA,0.26578810517337,4.09497357304517e-06,0.0435414721793083,0.999225305267191
0,0.75,0.936403067958964,0.832367697805001,189.12047553999,-92.5602377699948,6.4648184565641e-06,2.95630750990483e-08,1e-06,NA,0.264674514565046,4.06012210033569e-06,0.0453616415492678,1.10530374270748
0,1,0.7930572447292,1.20646639614922,166.612309858341,-81.3061549291707,7.1627600872759e-07,1.33226762955019e-15,1e-06,NA,0.215337507624813,4.08106869903176e-06,0.106048706894204,2.0736701679309
0.05,0,0.933615227604482,0.0384972400377799,191.666043825513,-93.8330219127564,0.00527248387383739,0.801721923792147,0.189963074329735,NA,0.586015427539803,0.720558842525742,0.0474191944284032,1.44356879743256
0.05,0.25,1.02228673113865,0.409272310180023,191.946501536237,-93.9732507681184,0.00265653126238741,0.00219565069121308,0.229362114035859,NA,0.641243901220218,0.935496941962023,0.0281867672447974,0.19329027968923
0.05,0.5,1.1241896858196,0.482835408481142,158.777662285283,-77.3888311426414,9.98010118991033e-10,2.72224695252454e-05,0.0158539603628952,NA,0.340497515758074,0.0359263636778238,0.0294504289274503,0.301754974919987
0.05,0.75,1.02236109158091,0.848930803278085,177.782945813753,-86.8914729068763,0.00669093216921146,3.98163724213418e-10,0.373090944719756,NA,0.748636748176012,1.34329089460929,0.0275108535520953,0.26323103034794
0.05,1,0.942487205674489,1.08948257192738,175.348172552905,-85.6740862764526,1.823417429625e-05,7.30526750203353e-13,0.0294558895894698,NA,0.35622107316734,0.102125728466439,0.0432155144394219,1.35590937929644
0.1,0,0.758607364470479,-0.112681399525103,169.351781688995,-82.6758908444976,4.69981174489043e-06,0.357785787275226,1e-06,NA,0.172676490749221,5.23978733440302e-06,0.0513146873793595,-1.24759071457782
0.1,0.25,1.1024331887235,0.41847655078954,192.096089137217,-94.0480445686083,8.23595027732438e-08,0.0068402367600382,1e-06,NA,0.514817501940946,2.63341927938158e-06,0.066383849277053,-0.536073077165755
0.1,0.5,0.838773909770909,0.608017482353909,189.655539324351,-92.8277696621755,0.00115169119602854,1.83388883496782e-05,0.101550501169975,NA,0.407580167707173,0.576968513785315,0.108869353630996,0.790806107542615
0.1,0.75,1.28491155281494,0.893848617989205,183.901270516107,-89.9506352580535,2.14315786237762e-05,3.94175803108965e-10,0.178444655717118,0.00381387679865537,0.540127424237873,1.37245960431056,0.139601003985411,1.34412530361241
0.1,1,1.10902496550913,0.935003489190254,178.037120642054,-87.0185603210271,0.000137672895579755,2.80266920782424e-11,0.191613258504419,NA,0.723734799656456,0.375274477669794,0.131012414235202,1.17544632770574
0.15,0,0.636762910954437,0.151553936895703,169.327114011271,-82.6635570056353,0.0004971024914735,0.115242993883048,1e-06,NA,0.469948193586254,3.48368625550329e-06,0.136490808256852,0.668455745616569
0.15,0.25,1.19806236078016,0.248665930717185,184.243532294206,-90.1217661471032,0.00385883935221942,0.0295564266814632,0.534982034216466,NA,0.87588891369831,1.07068986392637,0.248635623208408,2.6755229276406
0.15,0.5,1.10854479540873,0.450776604741283,175.73912316633,-85.8695615831651,1.65283742248334e-09,0.000843583422406535,1e-06,NA,0.219806806149382,2.6171801567197e-06,0.0984596017001028,-0.413944412211728
0.15,0.75,1.24450443150744,0.782686457861021,191.268242704607,-93.6341213523037,0.000244226798860048,5.78063642286963e-07,0.221912533664902,NA,0.632919842623468,0.762823448063839,0.11351242201941,-0.0872202584111495
0.15,1,1.21278119148619,1.01705622993413,174.741490232489,-85.3707451162447,0.000205571218241829,2.54979148905932e-10,0.306162373479777,NA,0.734701229397286,1.51137934022979,0.108656711401923,-0.172353143328797
