"lambda.in","beta.in","coef.(Intercept)","coef.x","aic","log.lik","Pval.(Intercept)","Pval.x","lambda.opt.lambda","lambda.ci.val1","lambda.ci.val2","lambda.z","phy.signal","kappa.z"
0.75,0,1.17104347094941,0.0137746092969612,580.070193522787,-288.035096761394,4.01541627725877e-07,0.872768705239544,0.613351698645041,0.420542606887324,0.760111270046436,6.86914311002847,0.135605776098215,2.07138549983569
0.75,0.25,1.00825241862244,0.139806515455839,579.510892094189,-287.755446047094,0.000108140519988087,0.0959453942426496,0.713385942864605,0.564761731009883,0.821490448768412,9.64595017278284,0.01395214719051,-1.40050862995247
0.75,0.5,1.16153464882441,0.440282514758413,591.120232734769,-293.560116367384,4.45145899221622e-05,3.63269157421797e-07,0.75906917093359,0.635247770729503,0.850436009585285,12.4648079234888,0.123103305441165,1.95545301326546
0.75,0.75,0.668031576859118,0.766016319264059,524.860335735002,-260.430167867501,0.00166161729170167,0,0.644052918058391,0.452804083836735,0.788445253039608,7.98448209004254,0.0374127702347857,0.179765497174502
0.75,1,1.26711334631958,1.00822592817478,533.17503847078,-264.58751923539,2.71002502216788e-07,0,0.730565786957426,0.587319715026436,0.836551759815916,10.6421019035391,0.0859836119380076,1.47610245947299
0.8,0,1.15178701908301,-0.0133282481156908,521.941453941837,-258.970726970919,1.2834566023745e-05,0.851644750457176,0.824309798258191,0.71725196979477,0.89531036131228,12.4181724844779,0.164087243030061,4.54472507034066
0.8,0.25,0.957097224559244,0.384509335955069,498.985077391659,-247.492538695829,7.45323499684591e-05,6.23812503874888e-08,0.799855486848346,0.679946818432158,0.885191284193775,10.6245521092607,0.170488429164014,4.54211508860576
0.8,0.5,0.791992895469723,0.505825953680845,530.992550216363,-263.496275108182,0.00154348150775796,5.61191093595426e-11,0.785837128310197,0.644451780092042,0.884078845208603,10.1309182069676,0.0972035764343164,2.7256675910173
0.8,0.75,1.2066772466472,0.767086284525421,510.110578697086,-253.055289348543,3.12177597239227e-06,0,0.824613465004871,0.726507072771359,0.892642647113939,14.1753094190007,0.0715771931984202,1.77693935979213
0.8,1,0.827643976048969,0.965807837907203,544.707982445245,-270.353991222622,0.000466189717145182,0,0.728921075450356,0.586909531338341,0.83750581790286,12.1990350300175,0.0669405186101513,1.52180520911661
0.85,0,0.53151709320105,0.0476618292742619,495.306537362871,-245.653268681435,0.0499789674664464,0.500996191781473,0.712947073173376,0.515498071475473,0.837660648178176,8.44113497451903,0.0695768782650724,1.85141318667018
0.85,0.25,0.741126218994773,0.190471898615965,492.62603727467,-244.313018637335,0.0224681958074151,0.00489987161267891,0.826244395149136,0.722966992985342,0.894633712949151,11.0689248837746,0.0634070550170858,1.77573916055832
0.85,0.5,1.09804957049789,0.493566501006197,493.109257069413,-244.554628534706,0.00635784197822309,3.35287353436797e-14,0.924382061942621,0.866215283326502,0.96076643970747,17.4422685889218,0.233734389836895,3.15051258280055
0.85,0.75,1.04480446728562,0.838481840713188,538.457990618492,-267.228995309246,0.00621089610253778,0,0.862994680342768,0.757845281987825,0.927648606401191,12.1921551957863,0.0709980807210003,1.94873096603969
0.85,1,0.325415242921676,0.931996156092164,451.905369341738,-223.952684670869,0.326624622451346,0,0.879771506517164,0.794831935607928,0.93340051429753,16.1241350491474,0.0227342948478706,0.657393012383806
0.9,0,0.91068301816041,0.0409550983901785,440.817380668713,-218.408690334357,0.0412235266143635,0.486525743493161,0.889101370140783,0.808601724688063,0.939071371780942,10.8825139591698,0.184877936268698,4.74605427147263
0.9,0.25,0.952449565667044,0.182180252395117,443.681667960095,-219.840833980048,0.0366272784547164,0.00212160732123423,0.89607091535332,0.794675274149295,0.953079919429448,11.8858913770627,0.289581227721694,6.55461976989301
0.9,0.5,1.11859908629549,0.457652574723764,373.557213068785,-184.778606534392,0.00263893288778094,4.44089209850063e-16,0.862682384560223,0.738313992755015,0.931514016093608,9.86133261906713,0.196337301312875,5.14367781884613
0.9,0.75,0.766139340912729,0.737249467292702,414.110736148792,-205.055368074396,0.050459917082196,0,0.851188557370006,0.745883664811504,0.916555404995771,10.8710475489263,0.163903188150331,4.41731490531923
0.9,1,0.817596486205063,1.050712403927,432.933426017477,-214.466713008738,0.0514987138906331,0,0.86777685851426,0.767289483130463,0.929970394264139,12.873871909495,0.102354240631948,2.40504701485667
0.95,0,1.60606448023201,-0.0465471552607455,390.971353914833,-193.485676957416,1.63415104790232e-05,0.336505614903662,0.942776797069036,0.888920618274626,0.972913931676539,13.8285369983554,0.304518994765518,4.78952179437647
0.95,0.25,0.26080528283197,0.283015914668258,381.633108533615,-188.816554266808,0.457542544732167,1.36622768653893e-08,0.934833976207511,0.886068765524782,0.964116816690341,14.3770185695605,0.181123958444746,3.85268671854667
0.95,0.5,0.337610690805779,0.538906633999694,366.281888107889,-181.140944053944,0.324944971790545,0,0.936996398756501,0.882817488490597,0.968190122890342,17.4249944190209,0.23205615510925,4.33492401113542
0.95,0.75,1.19252363687616,0.741324582457575,366.112402540107,-181.056201270053,0.00340052046292705,0,0.981329933474333,0.957989863068791,0.992889697219257,16.3974020182301,0.073378816798051,1.88903411457394
0.95,1,0.472629597642621,1.08571788042543,404.500348216325,-200.250174108163,0.243843272262683,0,0.96484904340332,0.933736712725496,0.982360688842144,19.6822167487957,0.0804768303163557,2.31393273196996
1,0,1.33683334663484,-0.0248630099308908,267.745165462708,-131.872582731354,0.00016115318199339,0.105460493109362,1,0.998626168324226,NA,21.1329744663844,1.18927021668427,7.82950933461611
1,0.25,0.932436494856952,0.249533531905383,315.571634920412,-155.785817460206,0.0156424171341096,0,1,0.997343164913227,NA,17.6818799991607,0.42641961850978,5.6050831817447
1,0.5,1.01323574023821,0.510811190085661,291.111572545366,-143.555786272683,0.0059514791301738,0,1,0.997885890962569,NA,22.2579950062313,0.321265345102922,4.9442152025627
1,0.75,0.702975914570772,0.723080773730333,341.529287720369,-168.764643860185,0.0823725994389699,0,1,0.997809340177946,NA,19.6672953977149,0.144960553958879,3.26268480018591
1,1,1.31719777939386,1.00926021504297,281.180752950912,-138.590376475456,0.000288459506853522,0,1,0.997674727786144,NA,19.5238736480013,0.0708201023344615,1.74037684548955
0,0,1.05866872185351,-0.184530362428714,751.008643595362,-373.504321797681,2.8643754035329e-13,0.156310713867904,0.0383789014322597,NA,0.248651748910458,0.60537744689777,0.0544109398421605,1.11015843777256
0,0.25,1.09856117506299,0.283887643080036,729.3832604999,-362.69163024995,0,0.0242228357468015,1e-06,NA,0.0942701930667748,1.06730600765225e-05,0.0474293757293426,0.479814508055612
0,0.5,0.807790033917263,0.642446173991055,680.347593250038,-338.173796625019,0,4.37818621357167e-08,1e-06,NA,0.0859610066821065,6.89355482807205e-06,0.0306689830940075,-1.56174178120821
0,0.75,0.998601085367951,0.742792957787624,711.011982573651,-353.505991286825,0,3.01287439441467e-09,1e-06,NA,0.0451563026877843,1.21756985996282e-05,0.0430709574522852,0.073107454668597
0,1,0.959064063599482,1.05576479268339,707.777267857861,-351.888633928931,0,2.22044604925031e-16,1e-06,NA,0.0973596744752416,9.5843082629403e-06,0.0291204612325165,-1.80209695150452
0.05,0,0.894703086438843,-0.0904833246980647,712.244880497826,-354.122440248913,0,0.455633714752788,1e-06,NA,0.0737563914539191,8.56317758372687e-06,0.0592700033434747,-0.628419010244134
0.05,0.25,1.09253494474062,0.237423490097883,719.468063781594,-357.734031890797,0,0.0532976124176447,0.0277897140176699,NA,0.144875738590973,0.292115835347645,0.0945413331679585,1.46923045373417
0.05,0.5,0.843528696919523,0.491158547217344,727.928294447253,-361.964147223627,1.11688436277291e-12,9.9772544765786e-05,0.0337133170636528,NA,0.148468287348705,0.392868216194577,0.0820307173761704,0.803315666766967
0.05,0.75,0.809389637838548,0.79477553555626,707.460418654553,-351.730209327276,0,2.06460182283763e-10,1e-06,NA,0.0579605242869247,9.6904761471279e-06,0.0574036895184435,-0.690439296701839
0.05,1,0.828163344542922,1.06461707629159,738.905895712061,-367.452947856031,0,4.44089209850063e-15,1e-06,NA,0.0848467066887367,4.93244191779547e-06,0.082638286278582,0.816056854026385
0.1,0,1.10833257055788,-0.108451551322143,731.616210585953,-363.808105292976,2.78777001483377e-12,0.381930463480986,0.113751735947575,NA,0.312478411577474,0.987727897782834,0.0214032403675793,-1.07907045603717
0.1,0.25,1.01482184744466,0.465387145103947,706.099887614709,-351.049943807355,0,0.000120735948358597,0.0288273642880727,NA,0.213633474762601,0.125979399086211,0.0331049629751097,-0.214488060804499
0.1,0.5,1.14863162002039,0.412485048775143,750.402269617727,-373.201134808863,5.29798427351125e-13,0.00151817221347095,0.101433483773542,0.0041397065689165,0.291282299497163,1.17064584394098,0.0250738994614205,-0.852663186505919
0.1,0.75,0.803793008829318,0.792397583448876,734.383082673806,-365.191541336903,1.99594492711341e-07,9.19938791810182e-10,0.110627053153306,0.0231024383747225,0.280336508469389,1.85571242833209,0.033558541813286,-0.166116460393981
0.1,1,1.14848605706486,1.09387887590472,754.837071008593,-375.418535504297,0,5.77315972805081e-15,1e-06,NA,0.32066236749087,1.21570098724193e-06,0.0457666395142348,0.527990625526134
0.15,0,0.889642958827199,0.272859245399238,695.392354371443,-345.696177185721,1.79776589170899e-08,0.0185065094123427,0.139982660948664,0.0488460826203457,0.296072515559028,2.98407742740823,0.0271667868087399,0.0729162936206344
0.15,0.25,0.850949036389889,0.148140742256432,696.764641119441,-346.382320559721,3.02885408753895e-07,0.199351839497346,0.161344916244878,0.0277687552910396,0.382281820578857,1.70399822900225,0.0427738248456817,0.995485661943304
0.15,0.5,0.917799677220478,0.51137717653964,664.221093079331,-330.110546539666,0,5.17760703266923e-06,0.0267733815452038,NA,0.203117242463757,0.155029371242556,0.0198793356136904,-0.577398558248995
0.15,0.75,1.00906157397915,0.746550225943858,685.221471288799,-340.610735644399,2.4121149522216e-11,2.30931274103341e-10,0.125817336482909,0.0177085411319102,0.310553437218251,1.53985139545407,0.020925260765475,-0.461923671073147
0.15,1,0.944532160545244,1.06825612674741,713.503648920164,-354.751824460082,1.15463194561016e-14,0,0.0463034763280279,NA,0.247255168651589,0.342148528656116,0.035359185425388,0.679743466400965
0.2,0,0.914001603048313,-0.140581987197107,688.890569400441,-342.445284700221,1.16168193153854e-06,0.211847627475467,0.244907461766605,0.083059241956129,0.441153405181604,2.96198437641045,0.0767237063529473,1.39759160215942
0.2,0.25,1.00772060864583,0.259302433024293,700.306167867044,-348.153083933522,1.10945703735155e-08,0.0255919996464704,0.197019271371947,0.0813930014124938,0.374128808398347,4.21157922628832,0.0596885911714185,0.686862348883512
0.2,0.5,1.08371614909546,0.560355972528782,717.038349711023,-356.519174855511,5.44674119140609e-08,3.87295266035537e-06,0.243742062507935,0.104207374109365,0.444298451546099,5.09278030416559,0.0556500210782697,0.541350887419508
0.2,0.75,1.13541627923098,0.772129470163927,723.212559693554,-359.606279846777,0,1.42847822459657e-09,0.0458668031382207,NA,0.20065166589859,0.425622428858431,0.0699148778288732,1.15932401742983
0.2,1,0.883205914164633,1.02545480216642,688.65429454275,-342.327147271375,1.7954822095767e-07,0,0.190780096510357,0.0393451727792644,0.421327925047678,2.26525682772281,0.0402525275693108,-0.409479871082161
0.25,0,1.14557992089149,0.00119255071392349,675.185516791728,-335.592758395864,3.44340908231544e-07,0.991454784066061,0.151887082923719,NA,0.38746857496417,0.968741081283384,0.0510314256171022,0.90945657881182
0.25,0.25,0.66322656327076,0.229108503894669,688.189016609251,-342.094508304625,0.0121108303810873,0.0449214778404694,0.218505018590184,0.0543216660919988,0.433960401397277,1.97928954987406,0.0831235546235356,1.77148905834804
